N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch7,coinc_ch7,int_time
4,0,,2026-07-19T18:22:48.494928,84679,10211,3016,10211,1028,10211,25,10211,5,18957,7,1.028821500003687
4,0,,2026-07-19T18:22:49.524265,84527,10124,3015,10124,1050,10124,16,10124,2,18951,10,1.0290482999989763
4,0,,2026-07-19T18:22:50.551890,84926,10051,3024,10051,934,10051,28,10051,3,18812,4,1.0272639000031631
4,0,,2026-07-19T18:22:51.580741,84413,10227,3053,10227,1015,10227,21,10227,7,18843,8,1.0284762000082992
4,0,,2026-07-19T18:22:52.609742,84697,10060,2971,10060,1039,10060,21,10060,5,18734,4,1.028705099990475
4,0,,2026-07-19T18:22:53.637322,84628,9948,2961,9948,1057,9948,15,9948,4,18647,6,1.0273804000025848
4,0,,2026-07-19T18:22:54.665286,84053,10129,3030,10129,947,10129,30,10129,5,18739,4,1.027596400002949
4,0,,2026-07-19T18:22:55.693925,84475,10074,3066,10074,959,10074,15,10074,6,18868,8,1.0283666999894194
4,0,,2026-07-19T18:22:56.722063,84430,10021,2926,10021,1022,10021,20,10021,2,18988,5,1.02778039999248
4,0,,2026-07-19T18:22:57.749893,83745,9831,2870,9831,967,9831,16,9831,5,18987,6,1.0275428000022657
4,0,,2026-07-19T18:22:58.778677,84476,10083,3005,10083,975,10083,22,10083,10,18883,5,1.0283991000032984
4,0,,2026-07-19T18:22:59.806270,84535,9969,3004,9969,977,9969,19,9969,5,18574,6,1.0271455000038259
4,0,,2026-07-19T18:23:00.834944,84642,10102,2991,10102,965,10102,24,10102,5,18821,3,1.0283535000053234
4,0,,2026-07-19T18:23:01.864291,84209,10232,3073,10232,1010,10232,17,10232,7,19047,8,1.0289717999985442
4,0,,2026-07-19T18:23:02.891406,84833,10037,2998,10037,962,10037,21,10037,3,18724,7,1.026767999996082
4,0,,2026-07-19T18:23:03.976741,87561,10381,3164,10381,981,10381,28,10381,4,19760,3,1.0850847999972757
4,0,,2026-07-19T18:23:05.003978,86474,10286,3054,10286,991,10286,29,10286,2,19368,10,1.0270440000022063
4,0,,2026-07-19T18:23:06.030661,84722,10016,2988,10016,1092,10016,23,10016,9,18618,5,1.026358799994341
4,0,,2026-07-19T18:23:07.057116,84313,10257,3074,10257,983,10257,30,10257,2,18828,7,1.0262246999918716
4,0,,2026-07-19T18:23:08.083306,84360,10161,3026,10161,996,10161,19,10161,4,18563,10,1.0259033999900566
4,0,,2026-07-19T18:23:09.110405,85077,10074,3055,10074,1016,10074,24,10074,9,18870,4,1.026811199990334
4,0,,2026-07-19T18:23:10.137376,84240,9977,3023,9977,1002,9977,20,9977,4,18893,5,1.0267523999937112
4,0,,2026-07-19T18:23:11.165110,84269,10028,2983,10028,987,10028,26,10028,5,19095,6,1.0273663999978453
4,0,,2026-07-19T18:23:12.194688,84487,9999,3000,9999,933,9999,25,9999,2,18739,9,1.0292336999991676
4,0,,2026-07-19T18:23:13.222711,84680,10070,2964,10070,1088,10070,16,10070,9,18682,2,1.0277149999892572
4,0,,2026-07-19T18:23:14.251746,84608,10230,3048,10230,1028,10230,20,10230,3,18985,6,1.028685299999779
4,0,,2026-07-19T18:23:15.280211,84920,10236,3182,10236,960,10236,25,10236,3,18801,6,1.0281179000012344
4,0,,2026-07-19T18:23:16.308758,84625,10046,3031,10046,1017,10046,29,10046,5,18650,3,1.0281864999997197
4,0,,2026-07-19T18:23:17.337619,84537,10211,3076,10211,987,10211,13,10211,4,19044,7,1.0285704999987502
4,0,,2026-07-19T18:23:18.366543,84432,9822,2911,9822,958,9822,26,9822,3,18796,14,1.0285144000081345
4,0,,2026-07-19T18:23:19.393697,84494,9991,3002,9991,999,9991,14,9991,2,18687,6,1.026764499998535
4,0,,2026-07-19T18:23:20.420393,83780,10015,2961,10015,1001,10015,20,10015,2,18814,2,1.0265627999906428
4,0,,2026-07-19T18:23:21.448335,84536,9999,2930,9999,980,9999,27,9999,8,18848,4,1.027834000007715
4,0,,2026-07-19T18:23:22.476615,84735,9931,2968,9931,1005,9931,21,9931,3,18887,9,1.0281122000014875
4,0,,2026-07-19T18:23:23.504908,85075,9958,3075,9958,928,9958,20,9958,4,18778,11,1.027954299992416
4,0,,2026-07-19T18:23:24.534178,84735,9996,2962,9996,974,9996,18,9996,3,18861,6,1.0289875000016764
4,0,,2026-07-19T18:23:25.562729,84417,10083,2998,10083,1001,10083,30,10083,4,18830,5,1.028289699999732
4,0,,2026-07-19T18:23:26.589722,84841,10169,3027,10169,1011,10169,26,10169,1,18641,4,1.0268123999994714
4,0,,2026-07-19T18:23:27.617645,84939,10070,3040,10070,1012,10070,18,10070,6,18715,7,1.0277378000027966
4,0,,2026-07-19T18:23:28.645687,84190,10177,3031,10177,1018,10177,22,10177,6,18874,6,1.0277118000085466
4,0,,2026-07-19T18:23:29.673983,84471,9958,2892,9958,983,9958,24,9958,4,18914,4,1.0279433999967296
4,0,,2026-07-19T18:23:30.707714,84787,10123,3165,10123,972,10123,16,10123,2,18966,7,1.0333973999950103
4,0,,2026-07-19T18:23:31.735313,85048,10145,3038,10145,1022,10145,26,10145,2,19074,6,1.0273102999926778
4,0,,2026-07-19T18:23:32.762883,84735,10097,2996,10097,1028,10097,17,10097,6,18753,8,1.0273774999950547
4,0,,2026-07-19T18:23:33.789371,84466,10064,2986,10064,973,10064,23,10064,7,18616,17,1.0263329000008525
4,0,,2026-07-19T18:23:34.816589,84576,10160,3069,10160,1053,10160,21,10160,7,18679,4,1.0270060999901034
4,0,,2026-07-19T18:23:35.844694,84373,9988,2898,9988,1007,9988,15,9988,7,18712,4,1.0278146999917226
4,0,,2026-07-19T18:23:36.870903,84119,10342,3065,10342,1090,10342,22,10342,5,18846,9,1.0260543000040343
4,0,,2026-07-19T18:23:37.897769,84656,10056,2998,10056,1017,10056,20,10056,8,18872,5,1.026564400002826
4,0,,2026-07-19T18:23:38.924571,84072,9827,2885,9827,954,9827,14,9827,4,18952,8,1.0264903999923263
4,0,,2026-07-19T18:23:39.951115,84470,10105,3069,10105,1047,10105,20,10105,3,19053,4,1.0263025000022026
4,0,,2026-07-19T18:23:40.978158,84346,10154,3066,10155,1014,10155,28,10155,5,18827,5,1.026825299995835
4,0,,2026-07-19T18:23:42.006733,85075,10140,3065,10139,981,10139,22,10139,7,18946,3,1.0282769000041299
4,0,,2026-07-19T18:23:43.034989,84810,10029,2946,10029,999,10029,31,10029,6,18837,8,1.027903599999263
4,0,,2026-07-19T18:23:44.063084,84623,10253,3055,10253,1017,10253,30,10253,1,18971,3,1.027713399991626
4,0,,2026-07-19T18:23:45.090493,84463,10010,2966,10010,988,10010,20,10010,3,18961,4,1.0270691000041552
4,0,,2026-07-19T18:23:46.118928,84535,10067,3022,10067,1020,10067,29,10067,4,18777,7,1.028075499998522
4,0,,2026-07-19T18:23:47.147003,84379,10064,3051,10064,977,10064,28,10064,3,18694,8,1.0277193999936571
4,0,,2026-07-19T18:23:48.175485,84934,9826,2903,9825,1022,9825,22,9825,5,18779,10,1.028149999998277
4,0,,2026-07-19T18:23:49.203946,84551,10038,2975,10038,978,10038,19,10038,0,19020,11,1.0280608000030043
4,0,,2026-07-19T18:23:50.232155,84628,9955,3003,9955,973,9955,17,9955,5,18830,6,1.027810400002636
4,0,,2026-07-19T18:23:51.260553,85056,9942,2965,9942,976,9942,17,9942,2,18877,7,1.0280815000005532
4,0,,2026-07-19T18:23:52.289107,84882,10065,2942,10065,964,10065,20,10065,4,19125,2,1.0281867000012426
4,0,,2026-07-19T18:23:53.318066,84401,10027,2924,10027,984,10027,24,10027,9,18971,9,1.028604200007976
4,0,,2026-07-19T18:23:54.346680,84604,10036,3010,10036,988,10036,12,10036,6,18764,0,1.0283013000007486
4,0,,2026-07-19T18:23:55.374291,84287,9989,2990,9989,1034,9989,11,9989,4,19045,9,1.027250399987679
4,0,,2026-07-19T18:23:56.402508,84997,10199,3036,10199,1055,10199,21,10199,6,18885,2,1.0278459999972256
4,0,,2026-07-19T18:23:57.431546,84279,9937,2936,9937,983,9937,23,9937,2,19079,0,1.0286650999914855
4,0,,2026-07-19T18:23:58.459569,84711,10195,3031,10195,981,10195,19,10195,4,19217,3,1.027677300007781
4,0,,2026-07-19T18:23:59.487249,84623,10031,3017,10031,971,10031,24,10031,1,19096,5,1.027361700005713
4,0,,2026-07-19T18:24:00.516299,84525,10106,3054,10106,983,10106,21,10106,3,18804,8,1.0287563000019873
4,0,,2026-07-19T18:24:01.544621,84691,9939,3029,9939,1003,9939,31,9939,8,18797,3,1.027959800005192
4,0,,2026-07-19T18:24:02.572731,84696,10037,3040,10037,1040,10037,21,10037,6,18940,8,1.0278311999863945
4,0,,2026-07-19T18:24:03.601446,85109,10111,3068,10111,1025,10111,22,10111,3,18771,6,1.0283884000091348
4,0,,2026-07-19T18:24:04.630157,84715,9995,2996,9995,1004,9995,17,9995,2,18899,5,1.0284302000072785
4,0,,2026-07-19T18:24:05.659113,84496,10000,3010,10000,979,10000,23,10000,4,18929,5,1.0286468000122113
4,0,,2026-07-19T18:24:06.688298,84584,10111,2924,10111,1001,10111,22,10111,6,19130,3,1.0288344000000507
4,0,,2026-07-19T18:24:07.717124,84524,9978,2969,9978,966,9978,26,9978,8,19025,2,1.0284516000101576
4,0,,2026-07-19T18:24:08.745813,85098,10086,2997,10086,1031,10086,32,10086,2,18781,6,1.0283042999944882
4,0,,2026-07-19T18:24:09.774776,83905,10264,2997,10264,1079,10264,18,10264,3,18964,8,1.028604399994947
4,0,,2026-07-19T18:24:10.803614,85002,9878,2917,9878,973,9878,23,9878,4,18713,4,1.0285012000094866
4,0,,2026-07-19T18:24:11.832189,84902,10028,2991,10028,1006,10028,17,10028,3,18629,7,1.0283321999886539
4,0,,2026-07-19T18:24:12.860348,84158,10138,3006,10138,1015,10138,24,10138,4,18625,9,1.0278063000005204
4,0,,2026-07-19T18:24:13.888422,84898,10113,3099,10113,966,10113,24,10113,7,18829,5,1.027717599994503
4,0,,2026-07-19T18:24:14.915966,84200,10078,3042,10078,1015,10078,29,10078,8,18497,8,1.0272027000028174
4,0,,2026-07-19T18:24:15.945177,84482,9985,3037,9985,955,9985,29,9985,10,18932,4,1.0288721000106307
4,0,,2026-07-19T18:24:16.973226,84506,10057,2974,10057,1059,10057,29,10057,6,18880,10,1.0276930999971228
4,0,,2026-07-19T18:24:18.001759,84776,10008,3033,10008,961,10008,21,10008,4,18920,0,1.0281233999994583
4,0,,2026-07-19T18:24:19.030319,84183,10190,2974,10190,1011,10190,21,10190,6,18820,5,1.028193400008604
4,0,,2026-07-19T18:24:20.056843,84290,9902,3066,9902,939,9902,19,9902,3,19071,7,1.026211799995508
4,0,,2026-07-19T18:24:21.084126,84764,10057,3066,10057,949,10057,18,10057,5,18981,4,1.027011300000595
4,0,,2026-07-19T18:24:22.112378,84297,10046,3094,10046,977,10046,26,10046,4,18804,7,1.027927599992836
4,0,,2026-07-19T18:24:23.140537,85011,9870,3000,9870,953,9870,20,9870,6,18945,9,1.0278450999903725
4,0,,2026-07-19T18:24:24.169187,84662,9891,2987,9891,1007,9891,21,9891,1,18826,4,1.028310000008787
4,0,,2026-07-19T18:24:25.197879,84591,9914,2937,9914,998,9914,29,9914,3,19139,14,1.0282925999927102
4,0,,2026-07-19T18:24:26.225447,84639,10061,3015,10061,985,10061,21,10061,4,19019,2,1.027204600002733
4,0,,2026-07-19T18:24:27.253836,84413,10090,3026,10090,1006,10090,22,10090,4,18927,8,1.0279966999951284
4,0,,2026-07-19T18:24:28.282414,84746,10193,3083,10193,955,10193,25,10193,3,18799,7,1.028237500009709
4,0,,2026-07-19T18:24:29.311725,84969,10065,3045,10065,1013,10065,23,10065,1,18681,12,1.0289131000026828
4,0,,2026-07-19T18:24:30.340253,84888,10165,3017,10165,998,10165,27,10165,4,18840,8,1.0282162000075914
4,0,,2026-07-19T18:24:31.368942,84581,10063,3044,10063,946,10063,14,10063,7,18859,6,1.0283952999889152
4,0,,2026-07-19T18:24:32.397738,84532,10014,3021,10014,1002,10014,27,10014,4,18956,9,1.0284288999973796
4,0,,2026-07-19T18:24:33.426584,84310,10149,3087,10149,1023,10149,16,10149,2,18842,8,1.0284056999953464
4,0,,2026-07-19T18:24:34.454890,84628,10061,3019,10061,1013,10061,21,10061,5,18733,5,1.0280382000055397
4,0,,2026-07-19T18:24:35.483738,84850,9976,3004,9976,982,9976,19,9976,4,18798,11,1.0284176999994088
4,0,,2026-07-19T18:24:36.512871,84745,10178,3073,10178,983,10178,24,10178,2,18802,4,1.0288240000081714
4,0,,2026-07-19T18:24:37.540395,85110,10017,3007,10017,997,10017,18,10017,1,18882,6,1.0271714999980759
4,0,,2026-07-19T18:24:38.568725,84699,10071,3000,10071,1042,10071,30,10071,6,18738,12,1.0279904000053648
4,0,,2026-07-19T18:24:39.596896,84749,10187,3042,10187,964,10187,29,10187,3,19002,6,1.0278799000079744
4,0,,2026-07-19T18:24:40.625019,84804,9938,3019,9938,930,9938,26,9938,6,18859,6,1.0278615999995964
4,0,,2026-07-19T18:24:41.652652,84436,10188,3032,10188,1006,10188,17,10188,4,18769,7,1.0273534000007203
4,0,,2026-07-19T18:24:42.680042,84665,10038,2930,10038,979,10038,28,10038,1,18594,5,1.027000100002624
4,0,,2026-07-19T18:24:43.708529,84662,10008,3054,10008,966,10008,21,10008,2,18739,8,1.0282536000013351
4,0,,2026-07-19T18:24:44.737633,84596,10097,3049,10097,1038,10097,21,10097,5,18998,7,1.0287251999980072
4,0,,2026-07-19T18:24:45.766629,84791,10138,2944,10138,1017,10138,23,10138,2,18726,7,1.0286212000064552
4,0,,2026-07-19T18:24:46.794989,84695,10069,3018,10069,1014,10069,12,10069,2,18961,7,1.0280199999979232
4,0,,2026-07-19T18:24:47.824289,84748,9967,2923,9967,977,9967,19,9967,5,18722,6,1.0288870999938808
4,0,,2026-07-19T18:24:48.852716,85073,10017,2929,10017,1002,10017,13,10017,1,18776,8,1.0280403999931877
4,0,,2026-07-19T18:24:49.881997,85040,10088,3005,10088,1027,10088,23,10088,7,18686,7,1.0289698999986285
4,0,,2026-07-19T18:24:50.910008,84594,9965,2916,9965,991,9965,16,9965,5,18640,7,1.0276357999973698
4,0,,2026-07-19T18:24:51.938110,84238,9998,2981,9998,992,9998,16,9998,5,18901,7,1.0277309999946738
4,0,,2026-07-19T18:24:52.965672,84745,10012,3059,10012,970,10012,20,10012,3,18796,4,1.027237399990554
4,0,,2026-07-19T18:24:53.994145,84363,9945,3006,9945,906,9945,24,9945,4,18752,7,1.028129300000728
4,0,,2026-07-19T18:24:55.022681,84446,9966,2943,9966,1047,9966,28,9966,2,18858,3,1.0282727000012528
4,0,,2026-07-19T18:24:56.052021,84809,9859,2955,9859,916,9859,15,9859,3,18876,12,1.0290393000032054
4,0,,2026-07-19T18:24:57.081239,84783,10076,3038,10076,984,10076,23,10076,5,18821,9,1.0288300000102026
4,0,,2026-07-19T18:24:58.109936,84464,10164,3019,10164,998,10164,17,10164,4,19080,7,1.0283349999954225
4,0,,2026-07-19T18:24:59.138213,84387,10074,2956,10074,993,10074,18,10074,2,18993,12,1.0279670000018086
4,0,,2026-07-19T18:25:00.164889,84420,10117,2967,10116,1043,10116,30,10116,4,18835,4,1.0262629000062589
4,0,,2026-07-19T18:25:01.193022,84337,9793,2878,9793,1026,9793,22,9793,5,18914,8,1.0278155999985756
4,0,,2026-07-19T18:25:02.219875,84733,10036,2967,10036,1009,10036,25,10036,7,18981,7,1.0264883999916492
4,0,,2026-07-19T18:25:03.245332,84386,10047,2973,10047,972,10047,32,10047,5,18689,2,1.0252752999949735
4,0,,2026-07-19T18:25:04.272563,84060,9902,3036,9902,980,9902,26,9902,2,18483,5,1.0268629000056535
4,0,,2026-07-19T18:25:05.301444,84623,10141,2994,10141,1000,10141,20,10141,6,18989,9,1.0285942999908002
4,0,,2026-07-19T18:25:06.330349,84510,10169,3053,10169,997,10169,22,10169,4,18682,4,1.0285575000016252
4,0,,2026-07-19T18:25:07.359493,84786,10077,3012,10077,1023,10077,21,10077,0,18846,5,1.0287539999990258
4,0,,2026-07-19T18:25:08.387858,84543,9871,2923,9871,953,9871,21,9871,7,18802,12,1.0279947000090033
4,0,,2026-07-19T18:25:09.416267,84414,10152,3020,10152,1009,10152,17,10152,8,18771,8,1.0280843000073219
4,0,,2026-07-19T18:25:10.445273,84938,9950,2988,9950,990,9950,21,9950,6,18924,9,1.028615399991395
4,0,,2026-07-19T18:25:11.473547,84948,10163,2941,10163,1067,10163,19,10163,6,18722,4,1.0278101000003517
4,0,,2026-07-19T18:25:12.500788,84774,10038,2987,10038,985,10038,21,10038,6,18549,8,1.0268740000028629
4,0,,2026-07-19T18:25:13.527481,84582,10042,3097,10042,1000,10042,23,10042,2,18616,11,1.0264576000045054
4,0,,2026-07-19T18:25:14.554162,85054,10108,3061,10108,990,10108,32,10108,6,18784,6,1.0264259000105085
4,0,,2026-07-19T18:25:15.582418,84463,9968,2927,9968,992,9968,17,9968,3,18870,9,1.0280053000024054
4,0,,2026-07-19T18:25:16.609844,84418,10174,3057,10174,948,10174,21,10174,4,18653,8,1.0271614999946905
4,0,,2026-07-19T18:25:17.636744,84621,9928,2894,9928,1027,9928,24,9928,4,19065,7,1.0265892000024905
4,0,,2026-07-19T18:25:18.663638,84276,9994,3030,9994,969,9994,24,9994,6,18767,4,1.0266031000064686
4,0,,2026-07-19T18:25:19.692506,84219,10039,2953,10039,976,10039,20,10039,3,18812,5,1.0286338000005344
4,0,,2026-07-19T18:25:20.720679,84127,10094,2986,10094,996,10094,21,10094,3,18786,7,1.0277535999921383
4,0,,2026-07-19T18:25:21.748385,84852,10015,2996,10015,1026,10015,24,10015,7,18753,3,1.0273882000037702
4,0,,2026-07-19T18:25:22.775220,83961,10073,3051,10073,1054,10073,21,10073,6,18978,6,1.0266150000097696
4,0,,2026-07-19T18:25:23.803013,84568,10058,2971,10058,1023,10058,22,10058,8,19081,3,1.0276404000032926
4,0,,2026-07-19T18:25:24.832534,84998,10142,2971,10142,1010,10142,23,10142,11,18870,9,1.0291904999903636
4,0,,2026-07-19T18:25:25.859862,84769,10072,3022,10072,989,10072,18,10072,3,18913,6,1.0271011000004364
4,0,,2026-07-19T18:25:26.888689,84891,10183,3078,10183,983,10183,35,10183,10,18858,6,1.0285131999989972
4,0,,2026-07-19T18:25:27.915850,84015,10008,2953,10008,933,10008,30,10008,7,18847,5,1.0268386000097962
4,0,,2026-07-19T18:25:28.944178,84702,10169,3038,10169,985,10169,23,10169,5,18841,11,1.028036699994118
4,0,,2026-07-19T18:25:29.971700,84370,9904,2976,9904,937,9904,22,9904,3,18739,6,1.027097700003651
4,0,,2026-07-19T18:25:30.999173,85176,10169,3012,10169,958,10169,16,10169,8,18956,5,1.0271696999989217
4,0,,2026-07-19T18:25:32.028193,85011,10049,2979,10049,1026,10049,16,10049,5,18860,8,1.0287184000044363
4,0,,2026-07-19T18:25:33.056551,84727,10092,3087,10092,975,10092,20,10092,4,19099,7,1.0280397000024095
4,0,,2026-07-19T18:25:34.082803,84499,10133,3026,10133,952,10133,12,10133,0,18964,10,1.0259759000036865
4,0,,2026-07-19T18:25:35.110254,84558,10108,3077,10108,1008,10108,14,10108,4,19045,7,1.0273201999953017
4,0,,2026-07-19T18:25:36.138096,84243,10022,3026,10022,980,10022,22,10022,3,18893,6,1.0274655999965034
4,0,,2026-07-19T18:25:37.168038,85348,10046,2988,10046,988,10046,21,10046,2,18954,9,1.0295824000058929
4,0,,2026-07-19T18:25:38.197349,84551,10008,3067,10008,978,10008,28,10008,3,18953,9,1.028934300004039
4,0,,2026-07-19T18:25:39.225872,84601,10141,3045,10141,967,10141,22,10141,5,18581,5,1.0281976999976905
4,0,,2026-07-19T18:25:40.254879,84886,10097,3067,10097,993,10097,21,10097,4,18682,4,1.0285999000043375
4,0,,2026-07-19T18:25:41.283631,84561,10208,3005,10208,1037,10208,22,10208,8,18673,7,1.028312399997958
4,0,,2026-07-19T18:25:42.313099,84594,10300,2994,10300,1003,10300,21,10300,2,18932,4,1.0290241000038804
4,0,,2026-07-19T18:25:43.340378,85072,10172,3049,10172,1009,10172,22,10172,2,18804,7,1.0268733999982942
4,0,,2026-07-19T18:25:44.368445,84892,10062,3030,10062,977,10062,26,10062,2,18621,7,1.0278566999913892
4,0,,2026-07-19T18:25:45.397256,84776,10292,3091,10292,1006,10292,22,10292,6,18803,5,1.0284557000122732
4,0,,2026-07-19T18:25:46.425922,84462,10143,2992,10143,970,10143,27,10143,3,18771,2,1.0283163999993121
4,0,,2026-07-19T18:25:47.454863,84803,9990,3016,9990,998,9990,21,9990,8,18969,6,1.028537599995616
4,0,,2026-07-19T18:25:48.483564,84361,10150,3065,10150,1013,10150,21,10150,5,19028,7,1.0283244000020204
4,0,,2026-07-19T18:25:49.513857,84841,10323,3106,10323,1022,10323,29,10323,4,18819,8,1.0298947999981465
4,0,,2026-07-19T18:25:50.542622,84638,9881,2959,9881,1022,9881,20,9881,7,18918,6,1.0283982999972068
4,0,,2026-07-19T18:25:51.570577,84538,9943,2989,9943,945,9943,32,9943,7,18939,5,1.0276160999928834
4,0,,2026-07-19T18:25:52.599415,85179,10003,3024,10003,981,10003,17,10003,6,18799,7,1.028444399998989
4,0,,2026-07-19T18:25:53.628408,83961,9971,2951,9971,971,9971,25,9971,2,19023,4,1.028660399999353
4,0,,2026-07-19T18:25:54.657200,84395,10043,2984,10043,1011,10043,16,10043,5,18852,10,1.0282314000069164
4,0,,2026-07-19T18:25:55.685696,84410,10153,3078,10153,1005,10153,30,10153,3,18875,5,1.028100199997425
4,0,,2026-07-19T18:25:56.714197,84463,9911,3125,9911,941,9911,16,9911,7,19058,1,1.028112300002249
4,0,,2026-07-19T18:25:57.743167,85125,10121,3036,10121,981,10121,19,10121,6,18771,6,1.0286647000029916
4,0,,2026-07-19T18:25:58.770053,84923,10176,3023,10176,1009,10176,32,10176,3,18916,5,1.0265518999949563
4,0,,2026-07-19T18:25:59.799001,84292,9860,2904,9860,908,9860,29,9860,3,18408,9,1.0286686000035843
4,0,,2026-07-19T18:26:00.827639,84516,9950,3018,9950,1011,9950,17,9950,8,18989,5,1.0282843000022694
4,0,,2026-07-19T18:26:01.856547,84965,10084,3001,10084,1026,10084,22,10084,9,18733,3,1.0285945999930846
4,0,,2026-07-19T18:26:02.884778,85064,9940,2926,9940,1010,9940,14,9940,4,18966,4,1.0278141000017058
