N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch12,coinc_ch12,singles_ch7,coinc_ch7,int_time
6,2,,2026-07-30T19:20:31.535027,1020695,63176,30180,63176,9148,63176,2040,63176,293,63176,29,63176,12,108445,76,10.029103000008035
6,2,,2026-07-30T19:20:41.563392,1021147,63571,30243,63571,9315,63571,2039,63571,270,63571,36,63571,11,107729,65,10.027955400000792
6,2,,2026-07-30T19:20:51.592581,1021222,63075,30093,63075,9055,63075,1906,63075,278,63075,33,63075,14,108469,62,10.028899700031616
6,2,,2026-07-30T19:21:01.623287,1021493,62917,30105,62917,9060,62917,2041,62917,292,62917,30,62917,10,108171,64,10.030310799949802
6,2,,2026-07-30T19:21:11.652594,1022308,63395,30413,63395,9175,63395,2031,63395,263,63395,27,63395,9,108459,62,10.029001699993387
6,2,,2026-07-30T19:21:21.681994,1022087,63774,30479,63774,9254,63774,1994,63774,285,63774,26,63774,8,108632,63,10.029053999984171
6,2,,2026-07-30T19:21:31.712736,1022549,63567,30433,63567,9290,63567,1969,63567,283,63567,33,63567,17,107530,59,10.030320000019856
6,2,,2026-07-30T19:21:41.745183,1021556,62979,30033,62979,8963,62979,1979,62979,300,62979,36,62979,7,107931,71,10.031303099996876
6,3,,2026-07-30T19:22:02.026867,1021723,72092,37823,72092,9224,72092,1673,72092,175,72092,16,72092,8,107675,52,10.030040699988604
6,3,,2026-07-30T19:22:12.057021,1023686,72398,38045,72398,9276,72398,1662,72398,174,72398,13,72398,15,107576,69,10.029723500018008
6,3,,2026-07-30T19:22:22.086631,1021883,72059,37753,72059,9188,72059,1587,72059,173,72059,21,72059,17,107256,72,10.029235600028187
6,3,,2026-07-30T19:22:32.117738,1021077,72132,37821,72132,9274,72132,1611,72132,192,72132,15,72132,17,107500,70,10.03055880003376
6,3,,2026-07-30T19:22:42.146719,1023645,71594,37604,71594,9168,71594,1580,71594,157,71594,16,71594,10,107521,70,10.02857760002371
6,3,,2026-07-30T19:22:52.174626,1022339,71854,37731,71854,9135,71854,1624,71854,153,71854,15,71854,16,107783,61,10.027693800046109
6,3,,2026-07-30T19:23:02.203982,1022906,72679,38174,72679,9215,72679,1583,72679,182,72679,13,72679,14,107996,68,10.02909779996844
6,3,,2026-07-30T19:23:12.233989,1021200,72078,38126,72078,9071,72078,1569,72078,181,72078,14,72078,8,107934,66,10.02962759998627
6,3,,2026-07-30T19:23:22.262400,1022940,71990,37791,71990,9288,71990,1607,71990,156,71990,15,71990,17,107477,64,10.028027299966197
6,3,,2026-07-30T19:23:32.291110,1021243,71843,37744,71843,9159,71843,1634,71843,147,71843,17,71843,10,107892,61,10.028503499983344
6,3,,2026-07-30T19:23:42.321110,1021187,72506,38180,72506,9092,72506,1623,72506,159,72506,15,72506,9,107420,73,10.029674499994144
6,3,,2026-07-30T19:23:52.351217,1024275,72021,37880,72021,9353,72021,1605,72021,183,72021,21,72021,11,108196,74,10.029819699993823
6,3,,2026-07-30T19:24:02.383861,1022568,71808,37699,71808,9229,71808,1632,71808,179,71808,24,71808,18,107935,54,10.03236300003482
6,3,,2026-07-30T19:24:12.413865,1022609,71750,37560,71750,9209,71750,1618,71750,180,71750,14,71750,12,108018,66,10.029662599961739
6,3,,2026-07-30T19:24:22.443596,1021173,72194,37830,72194,9269,72194,1666,72194,166,72194,18,72194,4,107860,60,10.029342000023462
6,3,,2026-07-30T19:24:32.471505,1024207,72168,37549,72168,9265,72168,1601,72168,170,72168,16,72168,16,108652,80,10.027496900002006
6,3,,2026-07-30T19:24:42.501126,1021986,71744,37615,71744,9137,71744,1664,71744,175,71744,21,71744,21,107905,67,10.02937020000536
6,3,,2026-07-30T19:24:52.529029,1022702,71775,37592,71775,9164,71775,1626,71775,181,71775,13,71775,21,107942,64,10.027539900038391
6,4,,2026-07-30T19:25:12.671926,1020907,81108,46632,81108,8684,81108,1076,81108,63,81108,12,81108,11,107668,68,10.029353899997659
6,4,,2026-07-30T19:25:22.705836,1020081,81949,47350,81949,8667,81949,1075,81949,55,81949,19,81949,21,107327,73,10.033483100007288
6,4,,2026-07-30T19:25:32.736558,1021849,81207,46885,81207,8621,81207,1085,81207,64,81207,13,81207,14,107188,60,10.030295600008685
6,4,,2026-07-30T19:25:42.764437,1023659,81840,46950,81840,8777,81840,966,81840,64,81840,9,81840,11,107605,68,10.02741599996807
6,4,,2026-07-30T19:25:52.792073,1022258,81664,47004,81664,8715,81664,1036,81664,47,81664,15,81664,17,107335,58,10.02735930000199
6,4,,2026-07-30T19:26:02.820940,1022543,81683,47123,81683,8589,81683,1042,81683,58,81683,11,81683,12,107737,71,10.028563699976075
6,4,,2026-07-30T19:26:12.849949,1023212,82024,47128,82024,8682,82024,1018,82024,52,82024,13,82024,18,107380,65,10.028748699987773
6,4,,2026-07-30T19:26:22.880193,1021574,82036,47057,82036,8650,82036,1045,82036,42,82036,12,82036,15,107422,61,10.029732200026046
6,4,,2026-07-30T19:26:32.910747,1020120,81639,46647,81639,8770,81639,1030,81639,62,81639,13,81639,17,107348,64,10.030232799996156
6,4,,2026-07-30T19:26:42.940318,1022451,81339,46626,81339,8495,81339,1069,81339,74,81339,10,81339,21,107981,72,10.02923240000382
6,4,,2026-07-30T19:26:53.028278,1027069,82318,47420,82318,8622,82318,1033,82318,66,82318,7,82318,13,107364,70,10.08760919998167
6,4,,2026-07-30T19:27:03.057657,1021226,81509,47018,81509,8624,81509,1022,81509,57,81509,14,81509,19,107189,71,10.029217100003734
6,4,,2026-07-30T19:27:13.087077,1021583,81623,46749,81623,8628,81623,1012,81623,72,81623,16,81623,13,107907,68,10.029011900012847
6,4,,2026-07-30T19:27:23.114954,1021590,81803,47299,81803,8494,81803,1086,81803,73,81803,12,81803,15,107669,70,10.027369300019927
6,4,,2026-07-30T19:27:33.142711,1021597,81996,47198,81996,8685,81996,1030,81996,79,81996,10,81996,14,106974,61,10.027446000021882
6,4,,2026-07-30T19:27:43.172699,1021018,81154,46711,81154,8561,81154,1061,81154,70,81154,14,81154,15,107478,65,10.029694000026211
6,4,,2026-07-30T19:27:53.199964,1022003,82049,47096,82049,8679,82049,1030,82049,67,82049,16,82049,10,107295,67,10.027041500026826
6,4,,2026-07-30T19:28:03.228158,1021632,81308,46527,81308,8650,81308,1052,81308,69,81308,10,81308,15,107333,63,10.027969899994787
6,5,,2026-07-30T19:28:23.518888,1022402,86192,51814,86192,7715,86192,616,86192,19,86192,19,86192,26,107119,78,10.030305899970699
6,5,,2026-07-30T19:28:33.548935,1023300,86577,52535,86577,7660,86577,615,86577,15,86577,23,86577,18,107741,69,10.029569100006483
6,5,,2026-07-30T19:28:43.577396,1021615,85467,51624,85467,7595,85467,549,85467,16,85467,24,85467,22,106917,56,10.028106500045396
6,5,,2026-07-30T19:28:53.606424,1021061,85800,51725,85800,7513,85800,666,85800,17,85800,21,85800,21,106882,63,10.028783199959435
6,5,,2026-07-30T19:29:03.637341,1021104,85164,51297,85164,7682,85164,628,85164,19,85164,23,85164,19,106722,60,10.03070210001897
6,5,,2026-07-30T19:29:13.668300,1021596,86285,52010,86285,7873,86285,597,86285,21,86285,29,86285,18,107221,71,10.030582900042646
6,5,,2026-07-30T19:29:23.697262,1021720,85864,51873,85864,7521,85864,632,85864,9,85864,23,85864,15,106825,66,10.028472499980126
6,5,,2026-07-30T19:29:33.727368,1020908,86269,52215,86269,7580,86269,620,86269,21,86269,22,86269,19,106910,62,10.029727699991781
6,5,,2026-07-30T19:29:43.757579,1022173,85651,51673,85651,7665,85651,636,85651,3,85651,18,85651,16,106869,63,10.029937899962533
6,5,,2026-07-30T19:29:53.786434,1022679,85389,51523,85389,7624,85389,622,85389,11,85389,26,85389,20,107247,67,10.028525500034448
6,5,,2026-07-30T19:30:03.816434,1023228,86265,51991,86265,7682,86265,608,86265,12,86265,20,86265,14,106682,65,10.029696899990086
6,5,,2026-07-30T19:30:13.846499,1021802,85836,51873,85836,7603,85836,601,85836,18,85836,24,85836,18,106881,73,10.029623999958858
6,5,,2026-07-30T19:30:23.876156,1020925,85585,51626,85585,7709,85585,656,85585,16,85585,32,85585,17,107495,58,10.029237599985208
6,5,,2026-07-30T19:30:33.906356,1022475,86114,52116,86114,7592,86114,588,86114,16,86114,16,86114,19,107668,73,10.029810099978931
6,5,,2026-07-30T19:30:43.935835,1020933,85994,51580,85994,7781,85994,605,85994,13,85994,27,85994,13,107408,69,10.029190599976573
6,5,,2026-07-30T19:30:53.965171,1019332,86139,51761,86139,7753,86139,614,86139,25,86139,22,86139,11,107036,78,10.028707200021017
6,5,,2026-07-30T19:31:03.995429,1022368,86072,51878,86072,7796,86072,654,86072,12,86073,23,86073,17,106989,75,10.030063899990637
6,5,,2026-07-30T19:31:14.026130,1022492,86091,52169,86091,7573,86091,579,86091,13,86090,22,86090,18,107204,77,10.030188200005796
6,6,,2026-07-30T19:31:33.287069,1023697,86207,53904,86207,6172,86207,252,86207,30,86207,43,86207,17,107942,69,10.027300300018396
6,6,,2026-07-30T19:31:43.316697,1023766,85439,53067,85439,6166,85439,262,85439,35,85439,48,85439,15,107383,87,10.02925399999367
6,6,,2026-07-30T19:31:53.347326,1022160,86124,54033,86124,6157,86124,278,86124,31,86124,41,86124,26,107683,65,10.030163799994625
6,6,,2026-07-30T19:32:03.378681,1023015,86139,53823,86139,6275,86139,279,86139,41,86139,44,86139,26,107427,85,10.030823099950794
6,6,,2026-07-30T19:32:13.410116,1021866,86289,53997,86289,6251,86289,225,86289,28,86289,47,86289,34,107223,63,10.030995699984487
6,6,,2026-07-30T19:32:23.442123,1021888,86128,53886,86128,6083,86128,255,86128,34,86128,46,86128,27,106760,76,10.031523999990895
6,6,,2026-07-30T19:32:33.472494,1022758,86387,54104,86387,6068,86387,253,86387,31,86387,52,86387,29,107288,83,10.029935400001705
6,6,,2026-07-30T19:32:43.502752,1024460,86216,53768,86216,6239,86216,243,86216,30,86216,43,86216,31,107347,63,10.029812199994922
6,6,,2026-07-30T19:32:53.533076,1022746,86859,54362,86859,6411,86859,276,86859,31,86859,53,86859,27,107452,82,10.029896899999585
6,6,,2026-07-30T19:33:03.562905,1020555,86142,53912,86142,6178,86142,273,86142,31,86142,54,86142,21,107052,67,10.029373099969234
6,6,,2026-07-30T19:33:13.590691,1020871,85271,53638,85271,6111,85271,235,85271,18,85271,43,85271,26,106311,55,10.02741729997797
6,6,,2026-07-30T19:33:23.618655,1021351,86189,53623,86189,6250,86189,298,86189,31,86189,30,86189,25,107108,66,10.02776799997082
6,6,,2026-07-30T19:33:33.646963,1021786,86197,53843,86197,6319,86197,270,86197,21,86197,43,86197,21,107514,68,10.028048000007402
6,6,,2026-07-30T19:33:43.676048,1022937,86267,54055,86267,6141,86267,233,86267,26,86267,38,86267,26,107361,74,10.02873499999987
6,6,,2026-07-30T19:33:53.706741,1020756,85915,53857,85915,6092,85915,276,85915,27,85915,61,85915,17,107214,66,10.03027699998347
6,6,,2026-07-30T19:34:03.737693,1021444,85749,53612,85749,6225,85749,264,85749,23,85749,42,85749,23,106820,67,10.0304257000098
6,6,,2026-07-30T19:34:13.767978,1022600,86166,53829,86166,6367,86166,270,86166,32,86166,53,86166,26,106742,70,10.02979649999179
6,6,,2026-07-30T19:34:23.797375,1022436,85819,53867,85819,6161,85819,251,85819,29,85819,41,85819,20,107057,58,10.028895499999635
