N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-29T17:36:10.182520,98825,7234,1778,7234,1040,7234,154,7,0,1.0280867000110447
3,0,,2026-07-29T17:36:11.213507,99685,7346,1919,7346,1035,7346,157,5,0,1.030224200017983
3,0,,2026-07-29T17:36:12.242029,99780,7278,1916,7278,1066,7278,164,14,0,1.0279925000213552
3,0,,2026-07-29T17:36:13.271602,99332,7418,1905,7418,1060,7418,146,8,0,1.029208199994173
3,0,,2026-07-29T17:36:14.300038,99060,7081,1819,7081,995,7081,123,14,0,1.0279576999892015
3,0,,2026-07-29T17:36:15.329185,99490,7200,1873,7200,1010,7200,164,10,0,1.0287018999806605
3,0,,2026-07-29T17:36:16.357799,99445,7140,1842,7140,974,7140,148,8,0,1.0283278999850154
3,0,,2026-07-29T17:36:17.385564,99563,7241,1795,7241,1064,7241,142,13,0,1.0275732000009157
3,0,,2026-07-29T17:36:18.415908,99539,7307,1841,7307,1064,7307,140,12,0,1.0298825000063516
3,0,,2026-07-29T17:36:19.446186,99653,7205,1800,7205,1014,7205,145,8,0,1.0297559000027832
3,0,,2026-07-29T17:36:20.475842,99071,7162,1883,7162,1010,7162,146,16,0,1.029255400004331
3,0,,2026-07-29T17:36:21.507342,99777,7291,1895,7291,1009,7291,136,21,0,1.0310840000165626
3,0,,2026-07-29T17:36:22.536056,99792,7029,1740,7029,1010,7029,125,14,0,1.0282953999994788
3,0,,2026-07-29T17:36:23.566152,99345,7338,1824,7338,1002,7338,145,10,0,1.0296014999912586
3,0,,2026-07-29T17:36:24.595003,99449,7215,1834,7215,1054,7215,154,7,0,1.0284415999776684
3,0,,2026-07-29T17:36:25.625246,99681,7367,1778,7367,1115,7367,158,12,0,1.0299152999941725
3,0,,2026-07-29T17:36:26.655116,99478,7185,1774,7185,1060,7185,161,10,0,1.02944120002212
3,0,,2026-07-29T17:36:27.683137,99177,7317,1859,7317,1059,7317,143,9,0,1.0276019000157248
3,0,,2026-07-29T17:36:28.712938,99664,7172,1812,7172,1053,7172,140,19,0,1.0294702999817673
3,0,,2026-07-29T17:36:29.740970,99702,7260,1815,7260,982,7260,165,6,0,1.0277345000067726
3,0,,2026-07-29T17:36:30.768835,99853,7183,1831,7183,1016,7183,146,11,0,1.02752409997629
3,0,,2026-07-29T17:36:31.797500,99359,7227,1798,7228,1055,7228,155,16,0,1.0282838999992236
3,0,,2026-07-29T17:36:32.824580,99521,7327,1876,7326,1074,7326,152,8,0,1.0268775000004098
3,0,,2026-07-29T17:36:33.852531,99003,7166,1817,7166,1034,7166,147,12,0,1.0276541000057478
3,0,,2026-07-29T17:36:34.880927,99196,7206,1814,7206,1033,7206,157,19,0,1.0279435999982525
3,0,,2026-07-29T17:36:35.908274,99448,7156,1789,7156,1023,7156,158,12,0,1.0270355000102427
3,0,,2026-07-29T17:36:36.936973,98981,7136,1820,7136,1075,7136,129,8,0,1.0284412000037264
3,0,,2026-07-29T17:36:37.965416,99213,7200,1761,7200,1038,7200,146,13,0,1.0280796999868471
3,0,,2026-07-29T17:36:38.994219,99526,7241,1828,7241,1063,7241,140,9,0,1.0284370000008494
3,0,,2026-07-29T17:36:40.023002,99375,7263,1881,7263,1047,7263,163,8,0,1.028348299994832
3,0,,2026-07-29T17:36:41.051926,99425,7364,1884,7364,1061,7364,117,14,0,1.0284721000061836
3,0,,2026-07-29T17:36:42.082035,99284,7065,1849,7065,995,7065,135,8,0,1.0296585999894887
3,0,,2026-07-29T17:36:43.112815,99676,7183,1845,7183,1032,7183,121,12,0,1.0303684000100475
3,0,,2026-07-29T17:36:44.141398,99437,7226,1888,7226,1056,7226,130,14,0,1.0282437000132632
3,0,,2026-07-29T17:36:45.170899,99785,7179,1834,7179,1049,7179,132,5,0,1.0292368999798782
3,0,,2026-07-29T17:36:46.200909,99694,7227,1867,7227,1047,7227,141,16,0,1.0297057999996468
3,0,,2026-07-29T17:36:47.230242,99475,7334,1881,7334,1035,7334,148,10,0,1.0287250000110362
3,0,,2026-07-29T17:36:48.257996,98868,7163,1785,7163,1028,7163,165,16,0,1.0269068999914452
3,0,,2026-07-29T17:36:49.287113,99363,7107,1763,7107,1017,7107,153,12,0,1.0287790999864228
3,0,,2026-07-29T17:36:50.313885,99270,7353,1971,7353,1081,7353,144,13,0,1.0264665999857243
3,0,,2026-07-29T17:36:51.343457,99421,7320,1853,7320,1050,7320,132,12,0,1.0293851000024006
3,0,,2026-07-29T17:36:52.372398,99412,7209,1860,7209,1084,7209,126,13,0,1.028681099996902
3,0,,2026-07-29T17:36:53.401183,99028,7220,1849,7220,988,7220,158,11,0,1.028473500016844
3,0,,2026-07-29T17:36:54.430191,99417,7277,1848,7277,1117,7277,148,12,0,1.0285486999782734
3,0,,2026-07-29T17:36:55.459229,99742,7290,1933,7290,1078,7290,131,10,0,1.0286539000226185
3,0,,2026-07-29T17:36:56.487544,99273,7352,1849,7352,1028,7352,133,10,0,1.0280054000031669
3,0,,2026-07-29T17:36:57.517281,100349,7247,1867,7247,1078,7247,133,17,0,1.0294377000245731
3,0,,2026-07-29T17:36:58.546479,99169,7244,1851,7244,1040,7244,157,15,0,1.0287717999890447
3,0,,2026-07-29T17:36:59.575372,99757,7173,1830,7173,1000,7173,140,10,0,1.028554599994095
3,0,,2026-07-29T17:37:00.603933,99370,7295,1852,7295,1062,7295,154,11,0,1.0281309999991208
3,0,,2026-07-29T17:37:01.633867,99619,7148,1811,7148,1019,7148,183,21,0,1.0296198999858461
3,0,,2026-07-29T17:37:02.662948,100263,7370,1849,7370,1093,7370,132,10,0,1.0286772999970708
3,0,,2026-07-29T17:37:03.691859,98820,7227,1812,7227,999,7227,131,11,0,1.028509199997643
3,0,,2026-07-29T17:37:04.721072,99368,7251,1823,7251,1063,7251,155,8,0,1.0286813999991864
3,0,,2026-07-29T17:37:05.748685,99538,7254,1893,7254,1011,7254,133,7,0,1.0271865999966394
3,0,,2026-07-29T17:37:06.779687,99434,7199,1873,7199,1025,7199,147,18,0,1.0305892000033055
3,0,,2026-07-29T17:37:07.808738,100175,7236,1835,7236,1030,7236,147,15,0,1.0286850999982562
3,0,,2026-07-29T17:37:08.837758,99920,7345,1844,7345,1069,7345,148,10,0,1.0286711000080686
3,0,,2026-07-29T17:37:09.866256,99129,7206,1891,7206,1030,7206,147,15,0,1.0278953999804799
3,0,,2026-07-29T17:37:10.894961,99559,7240,1846,7240,1041,7240,131,12,0,1.0284621999890078
3,0,,2026-07-29T17:37:11.923999,99630,7262,1828,7262,1034,7262,148,10,0,1.028660599986324
3,0,,2026-07-29T17:37:12.953887,99588,7252,1812,7252,1043,7252,145,17,0,1.0294157000025734
3,0,,2026-07-29T17:37:13.983417,98985,7158,1805,7158,1043,7158,131,19,0,1.0290953000076115
3,0,,2026-07-29T17:37:15.012626,99617,7336,1879,7336,1103,7336,139,17,0,1.0287909999897238
3,0,,2026-07-29T17:37:16.040612,99569,7255,1850,7255,1016,7255,152,18,0,1.0275244000076782
3,0,,2026-07-29T17:37:17.069497,99947,7245,1887,7245,1051,7245,148,20,0,1.0285791000060271
3,0,,2026-07-29T17:37:18.098669,99261,7286,1810,7286,985,7286,162,15,0,1.0287829999870155
3,0,,2026-07-29T17:37:19.127877,99951,7322,1854,7322,1064,7322,160,10,0,1.0288269000011496
3,0,,2026-07-29T17:37:20.156772,99833,7312,1939,7312,1068,7312,155,11,0,1.028587000007974
3,0,,2026-07-29T17:37:21.186503,99727,7186,1822,7186,1035,7186,161,12,0,1.029357199993683
3,0,,2026-07-29T17:37:22.215283,99481,7305,1846,7305,1068,7305,147,7,0,1.0283444999950007
3,0,,2026-07-29T17:37:23.244418,99533,7161,1892,7161,992,7161,156,9,0,1.0286847999959718
3,0,,2026-07-29T17:37:24.273534,99647,7348,1804,7348,1114,7348,147,8,0,1.0288092999835499
3,0,,2026-07-29T17:37:25.302742,98632,7073,1738,7073,1091,7073,131,4,0,1.0288778000103775
3,0,,2026-07-29T17:37:26.331286,99333,7205,1702,7205,1092,7205,139,14,0,1.0282684999983758
3,0,,2026-07-29T17:37:27.361702,99210,7309,1835,7309,1038,7309,145,9,0,1.0301223999995273
3,0,,2026-07-29T17:37:28.390604,100155,7297,1856,7297,1108,7297,135,8,0,1.0285964999930002
3,0,,2026-07-29T17:37:29.419399,99270,7217,1889,7217,1000,7217,139,8,0,1.0283725000044797
3,0,,2026-07-29T17:37:30.447646,99851,7404,1893,7404,1079,7404,160,14,0,1.0279990000126418
3,0,,2026-07-29T17:37:31.477494,100127,7176,1827,7176,1039,7176,160,9,0,1.0295228000031784
3,0,,2026-07-29T17:37:32.506689,100215,7446,1905,7446,1093,7446,138,10,0,1.0288276000064798
3,0,,2026-07-29T17:37:33.535490,99395,7218,1810,7218,1028,7218,156,12,0,1.02824650000548
3,0,,2026-07-29T17:37:34.565749,99181,7102,1816,7102,1052,7102,127,20,0,1.0297835000092164
3,0,,2026-07-29T17:37:35.595125,99654,7202,1721,7202,1024,7202,150,8,0,1.0284960999852046
3,0,,2026-07-29T17:37:36.623343,99614,7140,1864,7140,996,7140,139,14,0,1.027999699988868
3,0,,2026-07-29T17:37:37.651312,99918,7183,1806,7183,991,7183,166,13,0,1.027777600014815
3,0,,2026-07-29T17:37:38.678915,99235,7120,1862,7120,1006,7120,134,17,0,1.027314099977957
3,0,,2026-07-29T17:37:39.707847,99461,7348,1911,7348,1072,7348,155,15,0,1.0286315999983344
3,0,,2026-07-29T17:37:40.737853,100296,7347,1855,7347,1061,7347,152,10,0,1.0295437000168022
3,0,,2026-07-29T17:37:41.767662,100059,7233,1882,7233,1024,7233,133,10,0,1.0293110999919008
3,0,,2026-07-29T17:37:42.797729,99896,7340,1933,7340,1055,7340,135,8,0,1.0296825999976136
3,0,,2026-07-29T17:37:43.826637,100063,7133,1866,7133,1029,7133,133,14,0,1.0284157999849413
3,0,,2026-07-29T17:37:44.856755,99457,7441,1860,7441,1079,7441,143,6,0,1.0296371000004
3,0,,2026-07-29T17:37:45.886322,99805,7292,1831,7292,1069,7292,147,11,0,1.0288697000069078
3,0,,2026-07-29T17:37:46.915709,99439,7297,1886,7297,997,7297,138,5,0,1.0288911000243388
3,0,,2026-07-29T17:37:47.946064,99582,7255,1898,7255,1089,7255,153,12,0,1.0297005000174977
3,0,,2026-07-29T17:37:48.975424,98972,7296,1854,7296,1084,7296,162,9,0,1.028965799981961
3,0,,2026-07-29T17:37:50.003504,99684,7256,1825,7256,1084,7256,147,11,0,1.0278059000265785
3,0,,2026-07-29T17:37:51.033243,99386,7354,1887,7354,1069,7354,155,9,0,1.0294037999992725
3,0,,2026-07-29T17:37:52.063151,99652,7299,1902,7299,975,7299,139,15,0,1.0294870000216179
3,0,,2026-07-29T17:37:53.092802,100226,7278,1858,7278,1084,7278,136,10,0,1.0292205000005197
3,0,,2026-07-29T17:37:54.120254,99717,7154,1831,7154,1016,7154,135,9,0,1.0270504000072833
3,0,,2026-07-29T17:37:55.150870,98634,7241,1836,7241,1053,7241,153,12,0,1.0303991000109818
3,0,,2026-07-29T17:37:56.180535,99188,7081,1798,7081,1002,7081,130,8,0,1.0290159999858588
3,0,,2026-07-29T17:37:57.210231,99581,7197,1771,7197,1034,7197,131,16,0,1.0293355000030715
3,0,,2026-07-29T17:37:58.239748,99772,7229,1852,7229,1067,7229,141,8,0,1.0292889999982435
3,0,,2026-07-29T17:37:59.268387,99854,7065,1845,7065,1016,7065,135,19,0,1.028127300000051
3,0,,2026-07-29T17:38:00.296790,99724,7270,1792,7270,1050,7270,137,11,0,1.028047499974491
3,0,,2026-07-29T17:38:01.326288,99774,7238,1752,7238,1050,7238,149,14,0,1.0291853999951854
3,0,,2026-07-29T17:38:02.355282,99436,7308,1876,7308,1013,7308,137,11,0,1.028711299994029
3,0,,2026-07-29T17:38:03.384406,99882,7348,1804,7348,1090,7348,158,17,0,1.0287942000140902
3,0,,2026-07-29T17:38:04.413517,100118,7275,1874,7275,1043,7275,170,13,0,1.0288787999888882
3,0,,2026-07-29T17:38:05.441885,99639,7061,1825,7061,991,7061,131,11,0,1.0280417000176385
3,0,,2026-07-29T17:38:06.470723,99990,7415,1857,7415,1041,7415,133,15,0,1.028539400023874
3,0,,2026-07-29T17:38:07.500361,99667,7027,1856,7027,1036,7027,149,8,0,1.029035199986538
3,0,,2026-07-29T17:38:08.529587,99601,7170,1859,7170,1064,7170,138,3,0,1.0287538999982644
3,0,,2026-07-29T17:38:09.559568,99537,7234,1845,7234,1028,7234,151,14,0,1.0297121000185143
