N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
5,0,,2026-07-30T17:24:51.857670,514643,17795,4990,17795,3093,17795,1060,17795,194,17795,32,46199,30,5.027086399990367
5,0,,2026-07-30T17:24:56.885700,514409,17897,5093,17897,3173,17897,1047,17897,223,17897,29,45560,39,5.027810900006443
5,0,,2026-07-30T17:25:01.913827,515927,17674,4867,17674,3121,17674,1075,17674,219,17674,26,46031,29,5.0279111999843735
5,0,,2026-07-30T17:25:06.941841,515345,17942,4912,17942,3140,17942,1045,17942,216,17942,32,45740,26,5.027734600007534
5,0,,2026-07-30T17:25:11.970840,516410,17585,4930,17585,3195,17585,1018,17585,193,17585,33,45542,29,5.028812500007916
5,0,,2026-07-30T17:25:16.998639,515538,17886,4985,17886,3117,17886,1021,17886,228,17886,31,45681,20,5.027267600002233
5,0,,2026-07-30T17:25:22.026682,514442,17770,5000,17770,3117,17770,1086,17770,210,17770,28,45891,29,5.027764800004661
5,0,,2026-07-30T17:25:27.055733,513969,17662,4850,17662,3209,17662,1050,17662,238,17662,32,45782,18,5.02874989999691
5,0,,2026-07-30T17:25:32.084068,514056,17543,4857,17543,3047,17543,1077,17543,220,17543,36,45823,18,5.028100800001994
5,0,,2026-07-30T17:25:37.110923,515492,17822,5014,17822,3185,17822,1053,17822,212,17822,42,46201,35,5.026650199986761
5,0,,2026-07-30T17:25:42.139265,515093,17671,4959,17671,3193,17671,1077,17671,221,17671,27,45775,34,5.028076200018404
5,0,,2026-07-30T17:25:47.167706,514107,17591,4960,17591,3026,17591,1034,17591,211,17591,24,45549,20,5.028161099995486
5,0,,2026-07-30T17:25:52.194701,515011,17655,4920,17655,3061,17655,1062,17655,211,17655,30,46013,28,5.026681599993026
5,0,,2026-07-30T17:25:57.222423,514856,17801,4948,17801,3182,17801,1001,17801,228,17801,35,45556,31,5.027463400008855
5,0,,2026-07-30T17:26:02.250705,513909,17522,4817,17522,3112,17522,1027,17522,206,17522,30,45686,34,5.0279523999779485
5,0,,2026-07-30T17:26:07.278953,514921,17795,5032,17795,3204,17795,1101,17795,238,17795,30,45462,31,5.027892999991309
5,0,,2026-07-30T17:26:12.307080,516194,17745,4967,17745,3143,17745,1041,17745,242,17745,24,45634,26,5.027629399992293
5,0,,2026-07-30T17:26:17.334646,515147,17712,5018,17712,3110,17712,1105,17712,232,17712,32,45361,21,5.027342500019586
5,0,,2026-07-30T17:26:22.362564,515796,17629,4978,17629,3050,17629,1095,17629,200,17629,30,45803,29,5.027729200024623
5,0,,2026-07-30T17:26:27.390374,516050,17853,5074,17853,3087,17853,1046,17853,213,17853,35,45861,29,5.027513699984411
5,0,,2026-07-30T17:26:32.418007,514997,17876,5033,17876,3186,17876,1042,17876,220,17876,38,45540,26,5.02740060002543
5,0,,2026-07-30T17:26:37.445473,516394,17823,5080,17823,3100,17823,1062,17823,194,17823,43,45765,30,5.027181400015252
5,0,,2026-07-30T17:26:42.473775,514771,17738,4952,17738,3005,17738,1056,17738,204,17738,33,45687,35,5.028098199982196
5,0,,2026-07-30T17:26:47.501345,516677,17951,5007,17951,3103,17951,1076,17952,207,17952,38,45828,28,5.027181400015252
5,0,,2026-07-30T17:26:52.530967,514572,17662,4950,17662,3074,17662,1083,17661,219,17661,30,45630,27,5.029335600003833
5,0,,2026-07-30T17:26:57.560929,515504,17738,5020,17738,3090,17738,1063,17738,199,17738,31,45623,29,5.029413199983537
5,0,,2026-07-30T17:27:02.588614,516288,17787,4897,17787,3152,17787,1072,17787,188,17787,38,45378,24,5.027351700002328
5,0,,2026-07-30T17:27:07.617948,515311,17768,4830,17768,3137,17768,1084,17768,203,17768,32,45615,21,5.028882699989481
5,0,,2026-07-30T17:27:12.648396,517313,17655,5040,17655,3148,17655,1022,17655,198,17655,26,45876,37,5.030122200027108
5,0,,2026-07-30T17:27:17.678285,516724,17808,5049,17808,3164,17808,1028,17808,222,17808,33,45992,34,5.029498699994292
5,0,,2026-07-30T17:27:22.707321,517253,17764,4886,17764,3139,17764,1089,17764,231,17764,23,45874,30,5.028659999981755
5,0,,2026-07-30T17:27:27.736086,515769,17907,4937,17907,3196,17907,1054,17907,205,17907,32,45897,34,5.028397399990354
5,0,,2026-07-30T17:27:32.765306,516064,17944,4988,17944,3134,17944,1048,17944,203,17944,25,46210,17,5.028871699993033
5,0,,2026-07-30T17:27:37.796121,517135,17746,5043,17746,3022,17746,1074,17746,228,17746,25,45737,20,5.030282000021543
5,0,,2026-07-30T17:27:42.825554,515124,17777,4926,17777,3222,17777,1087,17777,200,17777,25,45628,23,5.028982099989662
5,0,,2026-07-30T17:27:47.855957,518397,18053,5032,18053,3159,18053,1130,18053,209,18053,35,45649,27,5.029907199990703
5,0,,2026-07-30T17:27:52.885436,517488,18035,5078,18035,3245,18035,1099,18035,217,18035,29,45554,25,5.029039099987131
5,0,,2026-07-30T17:27:57.914899,516368,17727,4872,17727,3122,17727,1101,17727,221,17727,41,45995,24,5.029112499993062
5,0,,2026-07-30T17:28:02.946126,516634,17854,4970,17854,3183,17854,1051,17854,224,17854,25,45503,18,5.030804900015937
5,0,,2026-07-30T17:28:07.976446,516556,17683,4977,17683,3109,17683,1099,17683,204,17683,23,45679,25,5.029963499982841
5,0,,2026-07-30T17:28:13.006298,517276,17688,4889,17688,3231,17688,1014,17688,199,17688,21,45774,25,5.029426299995976
5,0,,2026-07-30T17:28:18.033820,517914,17926,4935,17926,3155,17926,1046,17926,232,17926,21,45854,19,5.027086699992651
5,0,,2026-07-30T17:28:23.061149,516280,17860,4990,17860,3101,17860,1060,17860,212,17860,29,45747,25,5.026948699989589
5,0,,2026-07-30T17:28:28.091595,516865,17783,4975,17783,3236,17783,1030,17783,220,17783,29,45825,25,5.030040699988604
5,0,,2026-07-30T17:28:33.120115,516693,17765,4996,17765,3153,17765,1071,17765,208,17765,32,45855,30,5.028175999992527
5,0,,2026-07-30T17:28:38.150805,517267,17760,4967,17760,3053,17760,1089,17760,212,17760,34,45691,16,5.030439499998465
5,0,,2026-07-30T17:28:43.181214,517312,17864,4894,17864,3185,17864,1049,17864,205,17864,28,45715,18,5.029893200000515
5,0,,2026-07-30T17:28:48.210141,517966,17683,4961,17683,3106,17683,1070,17683,213,17683,27,45782,23,5.028621199977351
5,0,,2026-07-30T17:28:53.238869,517290,17626,4931,17626,3096,17626,1033,17626,221,17626,26,45790,19,5.028375499998219
5,0,,2026-07-30T17:28:58.269022,517229,17899,4957,17899,3167,17899,1068,17899,232,17899,25,45978,23,5.0297627999971155
5,0,,2026-07-30T17:29:03.298216,516514,17924,4923,17924,3176,17924,1072,17924,194,17924,30,45887,13,5.0288617000041995
5,0,,2026-07-30T17:29:08.327489,516755,17868,5006,17868,3128,17868,1059,17868,211,17868,26,45811,25,5.028731099999277
5,0,,2026-07-30T17:29:13.358380,518194,17993,5098,17993,3175,17993,1023,17993,233,17993,26,45242,30,5.030604500003392
5,0,,2026-07-30T17:29:18.388678,517068,17740,4934,17740,3118,17740,1082,17740,201,17740,33,45491,31,5.029859600006603
5,0,,2026-07-30T17:29:23.418957,518102,17954,5067,17954,3107,17954,1155,17954,216,17954,31,46121,18,5.029970000003232
5,0,,2026-07-30T17:29:28.448705,517073,17744,4833,17744,3188,17744,1095,17744,203,17744,28,45463,23,5.029357300023548
5,0,,2026-07-30T17:29:33.476201,517811,17680,4999,17680,3130,17680,1026,17680,234,17680,30,46107,31,5.02728969999589
5,0,,2026-07-30T17:29:38.505333,518077,17742,4954,17742,3132,17742,1088,17742,213,17742,29,45707,20,5.028863600018667
5,0,,2026-07-30T17:29:43.535248,517680,17593,5013,17593,3033,17593,1024,17593,215,17593,41,45943,26,5.029453600000124
5,0,,2026-07-30T17:29:48.565510,516657,17786,4962,17786,3194,17786,1058,17786,204,17786,20,45650,31,5.029837700014468
5,0,,2026-07-30T17:29:53.593836,517855,18072,5109,18072,3157,18072,1080,18072,228,18072,40,45793,29,5.027915300015593
5,0,,2026-07-30T17:29:58.624738,516446,17561,4932,17561,3051,17561,1088,17561,232,17561,33,45715,39,5.030574700009311
5,0,,2026-07-30T17:30:03.655920,516560,17681,5062,17681,3103,17681,1017,17681,223,17681,38,45875,33,5.030823100009002
5,0,,2026-07-30T17:30:08.685921,515602,17576,4855,17576,3088,17576,1101,17576,242,17576,21,45738,24,5.029367100010859
5,0,,2026-07-30T17:30:13.738628,519113,17784,4811,17784,3118,17784,1098,17784,213,17784,33,45673,36,5.05232290001004
5,0,,2026-07-30T17:30:18.767251,516725,17767,5020,17767,3182,17767,1056,17767,203,17767,26,45807,20,5.02835189999314
5,0,,2026-07-30T17:30:23.797132,516672,17668,4921,17668,3076,17668,1084,17668,217,17668,30,45875,25,5.029408600006718
5,0,,2026-07-30T17:30:28.824087,516944,17822,4962,17822,3082,17822,1119,17822,191,17822,34,45493,32,5.026581900019664
5,0,,2026-07-30T17:30:33.851690,516954,17794,5076,17794,3119,17794,1102,17794,211,17794,34,45617,22,5.027451700007077
5,0,,2026-07-30T17:30:38.880299,516661,17753,4970,17753,3167,17753,1062,17753,227,17753,25,45759,36,5.028290199988987
5,0,,2026-07-30T17:30:43.914024,516100,17523,4958,17523,3023,17523,1062,17523,203,17523,34,45709,21,5.033433100004913
5,0,,2026-07-30T17:30:48.943156,515879,17991,5036,17991,3068,17991,1141,17991,190,17991,39,45618,30,5.028787200018996
5,0,,2026-07-30T17:30:53.972358,516842,17734,5068,17734,3100,17734,1067,17734,236,17734,35,45934,32,5.028818699996918
5,0,,2026-07-30T17:30:58.998759,515355,17413,4869,17413,3057,17413,1034,17413,187,17413,30,45835,23,5.026086999976542
5,0,,2026-07-30T17:31:04.027094,516465,18174,5098,18174,3119,18174,1112,18174,186,18174,41,45813,28,5.028150899976026
5,0,,2026-07-30T17:31:09.056031,515786,17530,5011,17530,3033,17530,1012,17530,214,17530,35,45559,27,5.028583100007381
5,0,,2026-07-30T17:31:14.085201,516903,17715,4885,17715,3178,17715,1037,17715,221,17715,28,45702,21,5.028767100011464
5,0,,2026-07-30T17:31:19.114451,516863,17796,4996,17796,3154,17796,1017,17796,193,17796,43,45792,26,5.028827799978899
5,0,,2026-07-30T17:31:24.144342,517578,17719,4880,17719,3136,17719,1081,17719,230,17719,22,45737,22,5.029477699979907
5,0,,2026-07-30T17:31:29.174435,516921,17622,4907,17622,3071,17622,1080,17622,209,17622,37,45684,27,5.029680500010727
5,0,,2026-07-30T17:31:34.203673,515779,17550,4950,17550,3190,17550,1043,17550,222,17550,34,45483,25,5.028717000008328
5,0,,2026-07-30T17:31:39.232775,515897,17533,4931,17533,3081,17533,1040,17533,206,17533,32,45322,29,5.028703699994367
5,0,,2026-07-30T17:31:44.261319,517371,17795,4960,17795,3143,17795,1058,17795,202,17795,28,45692,25,5.028148400015198
5,0,,2026-07-30T17:31:49.290929,515412,17745,4832,17745,3159,17745,1035,17745,214,17745,43,45457,33,5.029283799987752
5,0,,2026-07-30T17:31:54.321255,515552,17604,4897,17604,3122,17604,1045,17604,202,17604,31,45830,31,5.029988399997819
5,0,,2026-07-30T17:31:59.350603,516810,17741,4762,17741,3168,17741,1083,17741,195,17741,37,45816,28,5.028745799994795
5,0,,2026-07-30T17:32:04.378941,517158,18106,5085,18106,3271,18106,1076,18106,215,18106,24,45686,30,5.027859999972861
5,0,,2026-07-30T17:32:09.408063,516105,17687,4952,17687,3098,17687,1028,17687,205,17687,28,45587,22,5.02880119998008
5,0,,2026-07-30T17:32:14.436904,516090,17799,5025,17799,3135,17799,1033,17799,218,17799,34,45147,20,5.028517600003397
5,0,,2026-07-30T17:32:19.465578,516837,17903,5108,17903,3188,17903,1049,17903,210,17903,28,45799,21,5.028338200005237
5,0,,2026-07-30T17:32:24.495716,515382,17705,5018,17705,3098,17705,1077,17705,219,17705,32,45803,31,5.029514100024244
5,0,,2026-07-30T17:32:29.525061,516539,17647,5156,17647,3184,17647,1014,17647,197,17647,34,45791,26,5.028857800003607
5,0,,2026-07-30T17:32:34.552875,515824,17593,4839,17593,3211,17593,1047,17593,207,17593,38,45358,26,5.0273215000052005
5,0,,2026-07-30T17:32:39.581821,515123,17720,4980,17720,3129,17720,1044,17720,232,17720,26,45590,17,5.028659299976425
5,0,,2026-07-30T17:32:44.611102,516094,17800,4985,17800,3142,17800,1139,17800,212,17800,33,45755,31,5.029029500001343
5,0,,2026-07-30T17:32:49.639717,514709,17757,4935,17757,3071,17757,1102,17757,228,17757,32,45659,26,5.028238899976714
5,0,,2026-07-30T17:32:54.669149,514168,17321,4831,17321,3011,17321,1063,17321,226,17321,32,45640,27,5.029074599995511
5,0,,2026-07-30T17:32:59.699602,516157,17584,4854,17584,3179,17584,1018,17584,205,17584,34,45695,34,5.029958600003738
5,0,,2026-07-30T17:33:04.730468,516011,17552,4833,17552,3106,17552,1038,17552,217,17552,19,45035,35,5.030449100013357
