N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-28T21:12:39.168720,106825,5889,2430,5889,1051,5889,94,5889,2,5889,4,9650,6,1.0276343000005
3,0,,2026-07-28T21:12:40.198543,107591,5938,2383,5938,1118,5938,104,5938,1,5938,4,9465,5,1.0294967999943765
3,0,,2026-07-28T21:12:41.226530,106996,5911,2431,5911,1046,5911,97,5911,6,5911,2,9546,6,1.0276202999957604
3,0,,2026-07-28T21:12:42.255079,107208,5907,2420,5907,1092,5907,91,5907,6,5907,1,9538,4,1.0281679000036092
3,0,,2026-07-28T21:12:43.284477,107421,6105,2533,6105,1130,6105,89,6105,2,6105,2,9715,1,1.0290999999997439
3,0,,2026-07-28T21:12:44.312036,107363,5988,2499,5988,1046,5988,94,5988,4,5988,1,9580,5,1.0271913999895332
3,0,,2026-07-28T21:12:45.342189,107037,5962,2408,5962,1151,5962,89,5962,2,5962,1,9502,1,1.0298909999983152
3,0,,2026-07-28T21:12:46.371608,107446,5929,2412,5929,1103,5929,86,5929,5,5929,4,9607,3,1.0290552000078605
3,0,,2026-07-28T21:12:47.400758,106808,5965,2472,5965,1084,5965,80,5965,1,5965,3,9369,5,1.0287053000065498
3,0,,2026-07-28T21:12:48.429212,107767,5952,2372,5952,1144,5952,78,5952,3,5952,3,9513,6,1.0280481999943731
3,0,,2026-07-28T21:12:49.458967,107070,6025,2466,6025,1065,6025,93,6025,1,6025,2,9701,6,1.0293435000057798
3,0,,2026-07-28T21:12:50.488030,107433,5975,2398,5975,1107,5975,92,5975,3,5975,3,9608,6,1.0284404999983963
3,0,,2026-07-28T21:12:51.516760,107610,5923,2433,5923,1085,5923,105,5923,3,5923,4,9605,2,1.028322300000582
3,0,,2026-07-28T21:12:52.546335,107634,6061,2453,6061,1150,6061,99,6061,6,6061,3,9573,3,1.029249200000777
3,0,,2026-07-28T21:12:53.575856,107485,5996,2391,5996,1067,5996,101,5996,1,5996,3,9555,3,1.0291513999982271
3,0,,2026-07-28T21:12:54.604921,107593,6067,2553,6067,1086,6067,87,6067,4,6067,1,9396,2,1.0286832000128925
3,0,,2026-07-28T21:12:55.633834,107565,5905,2443,5905,1020,5905,105,5905,1,5905,2,9784,3,1.0285146000096574
3,0,,2026-07-28T21:12:56.662941,108126,6112,2490,6112,1171,6112,75,6112,2,6112,1,9623,6,1.0287050000042655
3,0,,2026-07-28T21:12:57.690990,107551,5851,2366,5851,1068,5851,91,5851,4,5851,2,9733,3,1.0276287000015145
3,0,,2026-07-28T21:12:58.721072,107054,5935,2427,5935,1061,5935,104,5935,3,5935,0,9654,1,1.0297253000026103
3,0,,2026-07-28T21:12:59.750535,107364,6060,2431,6060,1084,6060,103,6060,2,6060,3,9709,2,1.0291500000021188
3,0,,2026-07-28T21:13:00.780139,106862,6005,2485,6005,1112,6005,73,6005,3,6005,0,9713,5,1.029206700011855
3,0,,2026-07-28T21:13:01.808847,107214,6019,2451,6019,1074,6019,100,6019,0,6019,2,9657,4,1.028351200002362
3,0,,2026-07-28T21:13:02.836112,106621,5972,2487,5972,1076,5972,76,5972,3,5972,3,9562,5,1.026894499998889
3,0,,2026-07-28T21:13:03.864986,107177,5945,2414,5945,1127,5945,99,5945,2,5945,3,9744,2,1.028564299995196
3,0,,2026-07-28T21:13:04.892658,106872,6020,2442,6020,1123,6020,82,6020,4,6020,4,9624,2,1.0273021000029985
3,0,,2026-07-28T21:13:05.921295,107036,5883,2397,5883,1124,5883,96,5883,6,5883,4,9702,6,1.0283009999984642
3,0,,2026-07-28T21:13:06.949897,107226,5966,2405,5966,1114,5966,74,5966,5,5966,4,9497,5,1.028197799998452
3,0,,2026-07-28T21:13:07.976767,106875,5856,2376,5856,1084,5856,94,5856,0,5856,3,9806,7,1.0266254000016488
3,0,,2026-07-28T21:13:09.005750,107008,6179,2571,6179,1134,6179,84,6179,4,6179,3,9607,6,1.0288075000134995
3,0,,2026-07-28T21:13:10.035073,107278,5950,2451,5950,1067,5950,91,5950,4,5950,2,9636,5,1.0289202999992995
3,0,,2026-07-28T21:13:11.062691,106636,5842,2338,5842,1090,5842,90,5842,4,5842,8,9524,5,1.0272609000094235
3,0,,2026-07-28T21:13:12.090368,107980,5932,2433,5932,1062,5932,94,5932,5,5932,2,9719,3,1.02735709999979
3,0,,2026-07-28T21:13:13.156003,110774,6173,2486,6173,1211,6173,81,6173,2,6173,2,10080,8,1.0305443999968702
3,0,,2026-07-28T21:13:14.184592,106482,5873,2388,5873,1117,5873,95,5873,7,5873,2,9620,5,1.0282718999951612
3,0,,2026-07-28T21:13:15.213576,106899,5988,2461,5988,1104,5988,95,5988,6,5988,1,9705,6,1.0286139999952866
3,0,,2026-07-28T21:13:16.242096,106822,6056,2473,6056,1099,6056,95,6056,2,6056,5,9735,4,1.0281057999964105
3,0,,2026-07-28T21:13:17.270687,107222,6117,2484,6117,1168,6117,99,6117,2,6117,2,9518,7,1.0282062999904156
3,0,,2026-07-28T21:13:18.300447,106891,5862,2331,5862,1100,5862,90,5862,4,5862,5,9583,0,1.0293741000059526
3,0,,2026-07-28T21:13:19.328960,106694,6000,2452,6000,1120,6000,76,6000,2,6000,4,9595,5,1.028090699997847
3,0,,2026-07-28T21:13:20.357607,107118,5967,2443,5967,1076,5967,86,5967,2,5967,3,9658,6,1.0282513999991352
3,0,,2026-07-28T21:13:21.386448,107274,5966,2411,5966,1144,5966,95,5966,5,5966,7,9687,4,1.0284442999982275
3,0,,2026-07-28T21:13:22.414865,107714,5958,2454,5958,1106,5958,103,5958,2,5958,6,9841,2,1.0280349999957252
3,0,,2026-07-28T21:13:23.442246,107416,6053,2458,6053,1122,6053,91,6053,2,6053,3,9612,5,1.0269717000046512
3,0,,2026-07-28T21:13:24.471290,107900,5984,2418,5984,1125,5984,92,5984,3,5984,3,9560,2,1.0287669000099413
3,0,,2026-07-28T21:13:25.499925,107111,6012,2443,6012,1113,6012,90,6012,3,6012,4,9678,6,1.0282743999996455
3,0,,2026-07-28T21:13:26.528450,106848,5976,2401,5976,1119,5976,84,5976,4,5976,4,9704,2,1.028233300006832
3,0,,2026-07-28T21:13:27.557851,107572,6049,2520,6049,1113,6049,93,6049,1,6049,4,9629,1,1.0289708000054816
3,0,,2026-07-28T21:13:28.586684,107637,6190,2531,6190,1161,6190,100,6190,1,6190,2,9461,8,1.0284430000028806
3,0,,2026-07-28T21:13:29.615428,106454,5927,2387,5927,1053,5927,85,5927,3,5927,5,9562,5,1.0283504999970319
3,0,,2026-07-28T21:13:30.643392,106832,5943,2424,5943,1060,5943,82,5943,1,5943,3,9491,4,1.0275776999915252
3,0,,2026-07-28T21:13:31.671877,107119,5967,2465,5967,1099,5967,87,5967,1,5967,1,9675,5,1.0280618000106188
