N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch7,coinc_ch7,int_time
3,3,,2026-07-29T18:12:11.024852,95242,8798,3770,8798,13,8798,126,0,0,1.0292744000034872
3,3,,2026-07-29T18:12:12.054384,94800,8774,3795,8774,7,8774,99,0,0,1.028039600001648
3,3,,2026-07-29T18:12:13.083955,94876,8477,3620,8477,14,8477,115,0,0,1.0281844999990426
3,3,,2026-07-29T18:12:14.113337,95110,8686,3793,8686,17,8686,89,0,0,1.0282293999916874
3,3,,2026-07-29T18:12:15.145455,94828,8445,3640,8445,13,8445,97,0,0,1.0303715000045486
3,3,,2026-07-29T18:12:16.175023,94929,8595,3734,8595,12,8595,102,0,0,1.027894800005015
3,3,,2026-07-29T18:12:17.206483,94774,8710,3780,8710,10,8710,116,0,0,1.0300637999898754
3,3,,2026-07-29T18:12:18.237714,95514,8504,3711,8504,11,8504,93,0,0,1.0297117999871261
3,3,,2026-07-29T18:12:19.266853,95085,8521,3728,8521,15,8521,83,0,0,1.0277062999957707
3,3,,2026-07-29T18:12:20.297086,94649,8638,3733,8638,14,8638,100,0,0,1.0287413999903947
3,3,,2026-07-29T18:12:21.326204,94519,8571,3658,8571,19,8571,111,0,0,1.0276211999880616
3,3,,2026-07-29T18:12:22.355923,94959,8559,3747,8559,7,8559,106,0,0,1.0282640999939758
3,3,,2026-07-29T18:12:23.385042,94560,8627,3767,8627,15,8627,99,0,0,1.027774700021837
3,3,,2026-07-29T18:12:24.414488,94848,8536,3702,8536,9,8536,76,0,0,1.0278743999951985
3,3,,2026-07-29T18:12:25.443272,95138,8697,3844,8697,10,8697,99,0,0,1.0274402999784797
3,3,,2026-07-29T18:12:26.471740,94655,8354,3632,8354,12,8354,100,0,0,1.027138700010255
3,3,,2026-07-29T18:12:27.502743,94323,8497,3728,8497,10,8497,107,0,0,1.0295836000004783
3,3,,2026-07-29T18:12:28.533911,95176,8548,3732,8548,19,8548,92,0,0,1.0294189999985974
3,3,,2026-07-29T18:12:29.565373,95412,8617,3731,8617,8,8617,114,0,0,1.02945770000224
3,3,,2026-07-29T18:12:30.594731,94933,8394,3665,8394,13,8394,108,0,0,1.0277917999774218
3,3,,2026-07-29T18:12:31.624450,94839,8588,3673,8588,13,8588,98,0,0,1.0281669999822043
3,3,,2026-07-29T18:12:32.654192,95260,8727,3751,8727,15,8727,90,0,0,1.0285996999882627
3,3,,2026-07-29T18:12:33.710371,96920,8836,3846,8836,21,8836,97,0,0,1.054942699993262
3,3,,2026-07-29T18:12:34.737838,94991,8527,3698,8527,10,8527,83,0,0,1.0268273999972735
3,3,,2026-07-29T18:12:35.764239,94876,8702,3799,8702,6,8702,88,0,0,1.025705999985803
3,3,,2026-07-29T18:12:36.792079,94938,8571,3712,8571,10,8571,102,0,0,1.0271263000031468
3,3,,2026-07-29T18:12:37.834052,94681,8650,3821,8650,18,8650,80,0,0,1.0315420999831986
3,3,,2026-07-29T18:12:38.871357,96817,8743,3915,8743,16,8743,122,0,0,1.027939299994614
3,3,,2026-07-29T18:12:39.900246,94809,8531,3743,8531,15,8531,96,0,0,1.0275566999916919
3,3,,2026-07-29T18:12:40.930629,94764,8606,3733,8606,15,8606,113,0,0,1.0285219999786932
3,3,,2026-07-29T18:12:41.960479,95400,8549,3734,8549,9,8549,95,0,0,1.0287250000110362
3,3,,2026-07-29T18:12:42.993089,95572,8747,3800,8747,9,8747,106,0,0,1.0318832999910228
3,3,,2026-07-29T18:12:44.024458,94744,8599,3728,8599,15,8599,106,0,0,1.0298341999878176
3,3,,2026-07-29T18:12:45.054974,94973,8638,3708,8638,21,8638,92,0,0,1.0287023999844678
3,3,,2026-07-29T18:12:46.084886,94023,8589,3654,8589,14,8589,83,0,0,1.0283876000030432
3,3,,2026-07-29T18:12:47.113560,95258,8543,3696,8543,11,8543,115,0,0,1.0276301999983843
3,3,,2026-07-29T18:12:48.142051,94669,8740,3789,8740,14,8740,99,0,0,1.0274262000166345
3,3,,2026-07-29T18:12:49.171660,95643,8648,3685,8648,19,8648,111,0,0,1.0284873999771662
3,3,,2026-07-29T18:12:50.204112,94793,8514,3644,8514,10,8514,97,0,0,1.031141999992542
3,3,,2026-07-29T18:12:51.234751,94904,8777,3796,8777,13,8777,81,0,0,1.0291488000075333
3,3,,2026-07-29T18:12:52.266248,95366,8722,3787,8722,13,8722,99,0,0,1.0297170000267215
3,3,,2026-07-29T18:12:53.295198,95150,8556,3730,8556,10,8556,74,0,0,1.0273299000109546
3,3,,2026-07-29T18:12:54.325773,94366,8684,3839,8684,11,8684,99,0,0,1.0294063000183087
3,3,,2026-07-29T18:12:55.354378,94792,8726,3735,8726,12,8726,94,0,0,1.0272129999939352
3,3,,2026-07-29T18:12:56.383028,94744,8509,3690,8509,14,8509,80,0,0,1.0274483999819495
3,3,,2026-07-29T18:12:57.410982,94973,8586,3664,8586,13,8586,102,0,0,1.02686429998721
3,3,,2026-07-29T18:12:58.441900,94690,8595,3727,8595,19,8595,92,0,0,1.0296042000118177
3,3,,2026-07-29T18:12:59.472510,94797,8607,3696,8607,14,8607,103,0,0,1.02891069999896
3,3,,2026-07-29T18:13:00.501949,95499,8646,3727,8646,15,8646,104,0,0,1.0280446000106167
3,3,,2026-07-29T18:13:01.530833,95509,8578,3636,8578,9,8578,109,0,0,1.027463699982036
3,3,,2026-07-29T18:13:02.558809,94783,8494,3618,8494,11,8494,103,0,0,1.0271854999882635
3,3,,2026-07-29T18:13:03.626672,94588,8499,3671,8499,11,8499,92,0,0,1.0274029000138398
3,3,,2026-07-29T18:13:04.655324,98717,8885,3781,8885,11,8885,102,0,0,1.027434399991762
3,3,,2026-07-29T18:13:05.685617,94646,8625,3717,8625,7,8625,73,0,0,1.0272333000029903
3,3,,2026-07-29T18:13:06.714547,94255,8508,3730,8508,8,8508,95,0,0,1.0277353999845218
3,3,,2026-07-29T18:13:07.745613,94690,8480,3619,8480,10,8480,80,0,0,1.0295199999818578
3,3,,2026-07-29T18:13:08.776047,95111,8681,3728,8681,8,8681,82,0,0,1.0291251000016928
3,3,,2026-07-29T18:13:09.805899,94922,8632,3776,8632,10,8632,102,0,0,1.028436699998565
3,3,,2026-07-29T18:13:10.835133,95039,8495,3679,8495,6,8495,101,0,0,1.0280446999822743
3,3,,2026-07-29T18:13:11.864381,95076,8544,3753,8544,9,8544,100,0,0,1.0277951000025496
3,3,,2026-07-29T18:13:12.893119,95153,8780,3809,8780,19,8780,101,0,0,1.0276744999864604
