N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
5,0,,2026-07-30T12:28:21.284778,106464,3939,1054,3939,631,3939,182,3939,42,3939,4,9595,7,1.02852220000932
5,0,,2026-07-30T12:28:22.314440,106475,3879,996,3879,646,3879,168,3879,46,3879,1,9410,4,1.0291189000126906
5,0,,2026-07-30T12:28:23.344373,106567,3979,1013,3979,651,3979,206,3979,52,3979,1,9553,6,1.0293813000025693
5,0,,2026-07-30T12:28:24.372549,106540,3796,957,3796,661,3796,188,3796,40,3796,0,9676,9,1.027793399989605
5,0,,2026-07-30T12:28:25.400747,106503,3840,976,3840,634,3840,192,3840,42,3840,3,9591,8,1.0279419000144117
5,0,,2026-07-30T12:28:26.428969,107094,3807,1002,3807,605,3807,187,3807,33,3807,2,9392,4,1.0279332000063732
5,0,,2026-07-30T12:28:27.458784,106844,3841,999,3841,647,3841,202,3841,44,3841,4,9583,3,1.0294509999803267
5,0,,2026-07-30T12:28:28.488418,106606,3891,987,3891,610,3891,208,3891,58,3891,2,9580,7,1.029456599993864
5,0,,2026-07-30T12:28:29.517662,106824,4008,1032,4008,685,4008,182,4008,48,4008,3,9370,9,1.028890899993712
5,0,,2026-07-30T12:28:30.546332,106607,3956,1032,3956,617,3956,191,3956,42,3956,1,9468,9,1.0282357999822125
5,0,,2026-07-30T12:28:31.574873,106905,3773,988,3773,610,3773,166,3773,39,3773,1,9263,8,1.0281065999879502
5,0,,2026-07-30T12:28:32.603927,106586,3804,1000,3804,654,3804,174,3804,35,3804,2,9371,6,1.0286327000067104
5,0,,2026-07-30T12:28:33.633318,106345,3820,996,3820,638,3820,174,3820,47,3820,3,9424,6,1.0290774999884889
5,0,,2026-07-30T12:28:34.662394,106333,3902,1053,3902,607,3902,199,3902,39,3902,4,9443,8,1.0287185999914072
5,0,,2026-07-30T12:28:35.691704,105889,3818,921,3818,679,3818,161,3818,49,3818,4,9558,3,1.0288522000191733
5,0,,2026-07-30T12:28:36.720635,106601,3914,991,3914,652,3914,178,3914,43,3914,0,9301,3,1.0285233000176959
5,0,,2026-07-30T12:28:37.750108,107038,3828,951,3828,629,3828,192,3828,40,3828,1,9591,6,1.0290839000081178
5,0,,2026-07-30T12:28:38.778802,106394,3885,1001,3885,638,3885,176,3885,46,3885,3,9464,4,1.0283936000196263
5,0,,2026-07-30T12:28:39.809329,106870,3949,979,3949,682,3949,180,3949,51,3949,2,9514,6,1.0301436000154354
5,0,,2026-07-30T12:28:40.838290,107040,3843,981,3843,645,3843,168,3843,42,3843,1,9649,3,1.0287434000056237
5,0,,2026-07-30T12:28:41.866250,106604,3924,1008,3924,712,3924,174,3924,41,3924,0,9466,4,1.027545699995244
5,0,,2026-07-30T12:28:42.894416,105940,3835,992,3835,621,3835,184,3835,45,3835,2,9466,2,1.027923899993766
5,0,,2026-07-30T12:28:43.922669,106280,3855,990,3855,649,3855,198,3855,37,3855,0,9424,5,1.027781300013885
5,0,,2026-07-30T12:28:44.951089,106489,3836,974,3836,635,3836,178,3836,49,3836,0,9324,6,1.0280407999816816
5,0,,2026-07-30T12:28:45.978800,106232,3825,1006,3825,601,3825,179,3825,41,3825,2,9474,6,1.0273577000189107
5,0,,2026-07-30T12:28:47.007391,106547,3825,987,3825,614,3825,179,3825,43,3825,1,9518,4,1.0282247999857645
5,0,,2026-07-30T12:28:48.034406,106802,3832,946,3832,641,3832,206,3832,40,3832,1,9411,6,1.0266164000204299
5,0,,2026-07-30T12:28:49.063260,106377,3798,948,3798,686,3798,179,3798,42,3798,1,9249,3,1.028693900007056
5,0,,2026-07-30T12:28:50.093185,107174,3969,972,3969,663,3969,188,3969,44,3969,2,9514,8,1.0295620000106283
5,0,,2026-07-30T12:28:51.122651,106682,3880,983,3880,628,3880,183,3880,51,3880,0,9487,7,1.028999100002693
5,0,,2026-07-30T12:28:52.151633,107194,3836,1004,3836,668,3836,180,3836,35,3836,2,9214,5,1.028557199984789
5,0,,2026-07-30T12:28:53.181861,106440,3848,962,3848,637,3848,185,3848,46,3848,2,9571,9,1.0298074999882374
5,0,,2026-07-30T12:28:54.211257,106527,3884,912,3884,655,3884,190,3884,44,3884,2,9519,6,1.0290676000004169
5,0,,2026-07-30T12:28:55.240159,106964,3865,973,3865,633,3865,175,3865,37,3865,2,9549,7,1.0284340999787673
5,0,,2026-07-30T12:28:56.269812,106708,3928,1035,3928,629,3928,180,3928,38,3928,1,9559,6,1.0293072999920696
5,0,,2026-07-30T12:28:57.300409,107124,4005,1061,4005,700,4005,175,4005,41,4005,1,9520,6,1.0300540000025649
5,0,,2026-07-30T12:28:58.330460,107002,3967,999,3967,684,3967,200,3967,55,3967,1,9588,6,1.0295840999751817
5,0,,2026-07-30T12:28:59.360252,106816,3869,983,3869,655,3869,183,3869,44,3869,2,9436,4,1.0294107999943662
5,0,,2026-07-30T12:29:00.388723,107019,3769,1008,3769,667,3769,173,3769,37,3769,1,9554,6,1.0280206000024918
5,0,,2026-07-30T12:29:01.420770,106739,3795,1022,3795,680,3795,180,3795,50,3795,1,9355,7,1.0316563000087626
5,0,,2026-07-30T12:29:02.450093,106523,3842,1049,3842,621,3842,192,3842,37,3842,1,9272,9,1.0289389000099618
5,0,,2026-07-30T12:29:03.478762,106305,3862,970,3862,624,3862,186,3862,47,3862,1,9576,8,1.0283264000026975
5,0,,2026-07-30T12:29:04.507396,105916,3851,1009,3851,689,3851,189,3851,35,3851,2,9443,3,1.028280700003961
5,0,,2026-07-30T12:29:05.536614,106684,3838,955,3838,621,3838,161,3838,35,3838,4,9503,5,1.028759100008756
5,0,,2026-07-30T12:29:06.567141,106804,3772,957,3772,683,3772,174,3772,44,3772,2,9433,1,1.030132300016703
5,0,,2026-07-30T12:29:07.596750,106289,3802,967,3802,663,3802,176,3802,43,3802,2,9366,6,1.0292149000160862
5,0,,2026-07-30T12:29:08.625105,106848,3886,1040,3886,634,3886,173,3886,44,3886,0,9412,5,1.0281929999764543
5,0,,2026-07-30T12:29:09.655780,106363,3847,992,3847,648,3847,209,3847,45,3847,2,9428,4,1.0302602000010666
5,0,,2026-07-30T12:29:10.685160,106917,3868,1007,3868,667,3868,193,3868,40,3868,2,9396,8,1.0289182999986224
5,0,,2026-07-30T12:29:11.714808,106583,3916,1080,3916,621,3916,191,3916,42,3916,3,9560,4,1.0292287000047509
5,0,,2026-07-30T12:29:12.743798,106539,3812,998,3812,598,3812,197,3812,37,3812,3,9426,4,1.0286790000100154
5,0,,2026-07-30T12:29:13.772856,107041,3876,1016,3876,645,3876,175,3876,40,3876,2,9464,3,1.0287438000086695
5,0,,2026-07-30T12:29:14.802067,106646,3893,971,3893,680,3893,196,3893,37,3893,3,9631,5,1.0289201000123285
5,0,,2026-07-30T12:29:15.830122,106688,3878,1013,3878,648,3878,208,3878,46,3878,4,9551,6,1.027663000015309
5,0,,2026-07-30T12:29:16.859973,107041,3851,942,3851,702,3851,193,3851,52,3851,1,9436,5,1.0294440999859944
5,0,,2026-07-30T12:29:17.889180,106854,3763,1006,3763,624,3763,169,3763,41,3763,1,9507,5,1.0287160000007134
5,0,,2026-07-30T12:29:18.919064,106617,3825,971,3825,636,3825,182,3825,30,3825,1,9410,9,1.0293081999989226
5,0,,2026-07-30T12:29:19.946944,107075,3750,1012,3750,601,3750,164,3750,41,3750,0,9400,3,1.027514000015799
5,0,,2026-07-30T12:29:20.975580,106620,3860,970,3860,655,3860,196,3860,25,3860,2,9379,2,1.0283481999940705
5,0,,2026-07-30T12:29:22.004800,106893,3834,1012,3834,641,3834,182,3834,36,3834,1,9368,8,1.0288213999883737
5,0,,2026-07-30T12:29:23.033332,106529,3820,1022,3820,599,3820,175,3820,48,3820,2,9354,3,1.0282339999976102
5,0,,2026-07-30T12:29:24.061601,106395,3720,938,3720,598,3720,166,3720,44,3720,0,9488,4,1.0278774999896996
5,0,,2026-07-30T12:29:25.091379,106780,3902,1006,3902,679,3902,189,3902,39,3902,0,9252,6,1.0295764000038616
5,0,,2026-07-30T12:29:26.120655,106539,3790,986,3790,687,3790,160,3790,42,3790,0,9347,3,1.0288438000134192
5,0,,2026-07-30T12:29:27.149869,106733,3855,1035,3855,646,3855,184,3855,33,3855,2,9494,5,1.028802499989979
5,0,,2026-07-30T12:29:28.179051,106684,3952,1028,3952,658,3952,181,3952,50,3952,0,9540,8,1.0288159000047017
5,0,,2026-07-30T12:29:29.208129,106525,3797,984,3797,636,3797,159,3797,35,3797,4,9387,10,1.0286811999976635
5,0,,2026-07-30T12:29:30.236763,106647,3889,983,3889,697,3889,190,3889,46,3889,0,9447,4,1.028300300007686
5,0,,2026-07-30T12:29:31.266492,107009,3797,950,3797,681,3797,175,3797,47,3797,3,9453,6,1.0293158999993466
5,0,,2026-07-30T12:29:32.296839,106803,3770,980,3770,613,3770,170,3770,30,3770,2,9435,4,1.0293898000090849
5,0,,2026-07-30T12:29:33.325522,106786,3829,963,3829,632,3829,187,3829,40,3829,0,9528,1,1.028094899986172
5,0,,2026-07-30T12:29:34.353144,106791,3870,1035,3870,633,3870,209,3870,33,3870,0,9534,7,1.0273656000208575
5,0,,2026-07-30T12:29:35.382365,106790,3842,991,3842,674,3842,165,3842,42,3842,1,9624,3,1.0289411999983713
5,0,,2026-07-30T12:29:36.410796,106273,3857,957,3857,661,3857,194,3857,51,3857,2,9390,5,1.0282637000200339
5,0,,2026-07-30T12:29:37.439332,106607,3845,912,3845,640,3845,180,3845,46,3845,1,9459,7,1.0281807999999728
5,0,,2026-07-30T12:29:38.467957,106796,3743,1023,3743,648,3743,168,3743,46,3743,1,9459,9,1.028218299994478
5,0,,2026-07-30T12:29:39.496647,107386,3940,1037,3940,640,3940,198,3940,50,3940,1,9446,4,1.0282619000063278
5,0,,2026-07-30T12:29:40.525463,106898,3936,1039,3936,647,3936,178,3936,35,3936,4,9484,4,1.028478099993663
5,0,,2026-07-30T12:29:41.554398,106581,3912,1012,3912,685,3912,207,3912,33,3912,0,9387,5,1.0285941000038292
5,0,,2026-07-30T12:29:42.585487,106653,3834,972,3834,631,3834,211,3834,36,3834,2,9398,7,1.0306566000217572
5,0,,2026-07-30T12:29:43.614361,106183,3870,1011,3870,570,3870,191,3870,44,3870,2,9449,6,1.0283284000179265
5,0,,2026-07-30T12:29:44.643259,106622,3880,1016,3880,613,3880,160,3880,52,3880,0,9442,0,1.0285295999783557
5,0,,2026-07-30T12:29:45.672524,106603,3789,968,3789,633,3789,196,3789,37,3789,3,9368,5,1.0288263999973424
5,0,,2026-07-30T12:29:46.701398,106659,3895,991,3895,681,3895,189,3895,41,3895,0,9510,7,1.0285390999924857
5,0,,2026-07-30T12:29:47.730483,106954,3951,1004,3951,687,3951,184,3951,43,3951,0,9384,8,1.0286398000025656
5,0,,2026-07-30T12:29:48.757646,106490,3835,945,3835,657,3835,170,3835,52,3835,0,9576,6,1.0267779999994673
5,0,,2026-07-30T12:29:49.786122,106433,3863,1007,3863,658,3863,178,3863,53,3863,3,9495,8,1.0282049999805167
5,0,,2026-07-30T12:29:50.815564,106876,3894,1013,3894,653,3894,182,3894,41,3894,3,9430,2,1.029102900007274
5,0,,2026-07-30T12:29:51.843461,106900,3951,1043,3951,665,3951,200,3951,47,3951,1,9552,6,1.0275913999939803
5,0,,2026-07-30T12:29:52.873277,106726,3783,986,3783,645,3783,198,3783,48,3783,1,9490,3,1.0292698999983259
5,0,,2026-07-30T12:29:53.902862,106338,3908,990,3908,649,3908,193,3908,36,3908,1,9416,9,1.0291273000184447
5,0,,2026-07-30T12:29:54.932344,106550,3863,1011,3863,583,3863,184,3863,48,3863,2,9335,5,1.0290593999961857
5,0,,2026-07-30T12:29:55.960864,106274,3815,960,3815,626,3815,182,3815,43,3815,1,9423,1,1.0281796999915969
5,0,,2026-07-30T12:29:56.990344,106602,3822,985,3822,631,3822,184,3822,48,3822,3,9546,3,1.0290595999977086
5,0,,2026-07-30T12:29:58.020482,106719,3866,1006,3866,657,3866,208,3866,44,3866,2,9455,3,1.0296972000214737
5,0,,2026-07-30T12:29:59.049332,107033,3842,943,3842,634,3842,197,3842,44,3842,1,9647,3,1.0283739999867976
5,0,,2026-07-30T12:30:00.076406,106450,3831,972,3831,647,3831,191,3831,43,3831,3,9319,3,1.0267202999966685
5,0,,2026-07-30T12:30:01.103153,106796,3846,1001,3846,611,3846,186,3846,48,3846,1,9445,7,1.0264758999983314
5,0,,2026-07-30T12:30:02.131642,106091,3697,961,3697,599,3697,172,3697,34,3697,1,9537,6,1.028247400012333
5,0,,2026-07-30T12:30:03.161240,107090,3790,998,3790,623,3790,169,3790,43,3790,2,9520,3,1.0293271999980789
5,0,,2026-07-30T12:30:04.190471,106708,3869,991,3869,609,3869,177,3869,55,3869,1,9393,3,1.0288312000047881
5,0,,2026-07-30T12:30:05.219727,107287,3797,1079,3797,619,3797,167,3797,44,3797,2,9454,8,1.0287662999762688
5,0,,2026-07-30T12:30:06.249235,106373,3819,966,3819,643,3819,167,3819,43,3819,0,9422,2,1.0291791000054218
5,0,,2026-07-30T12:30:07.278363,107220,3975,1002,3975,679,3975,199,3975,30,3975,1,9390,7,1.0287724999943748
5,0,,2026-07-30T12:30:08.307924,106607,3849,1006,3849,668,3849,174,3849,48,3849,0,9307,10,1.0291875999828335
5,0,,2026-07-30T12:30:09.336507,107077,3824,990,3824,615,3824,206,3824,37,3824,1,9411,4,1.0281938000116497
5,0,,2026-07-30T12:30:10.364571,106549,3853,933,3853,693,3853,188,3853,39,3853,1,9507,7,1.027708999987226
5,0,,2026-07-30T12:30:11.393008,106369,3918,1030,3918,651,3918,199,3918,40,3918,0,9418,6,1.0282475000130944
5,0,,2026-07-30T12:30:12.420129,106826,3807,995,3807,624,3807,189,3807,42,3807,3,9576,4,1.0267282999993768
5,0,,2026-07-30T12:30:13.450650,106698,3876,1006,3876,642,3876,185,3876,46,3876,2,9416,7,1.0301788999931887
5,0,,2026-07-30T12:30:14.478005,106237,3863,984,3863,675,3863,186,3863,41,3863,5,9574,5,1.0269326999841724
5,0,,2026-07-30T12:30:15.507370,106605,3850,934,3850,625,3850,199,3850,42,3850,3,9327,12,1.0291144000075292
5,0,,2026-07-30T12:30:16.534718,106984,3729,961,3729,624,3729,165,3729,46,3729,2,9466,3,1.0270453999983147
5,0,,2026-07-30T12:30:17.563560,106357,3904,1007,3904,646,3904,204,3904,45,3904,4,9411,6,1.0286782000039238
5,0,,2026-07-30T12:30:18.592870,106704,3944,1008,3944,668,3944,195,3944,52,3944,1,9418,7,1.0288599999912549
5,0,,2026-07-30T12:30:19.620186,107148,3959,1029,3959,664,3959,179,3959,38,3959,0,9408,6,1.0269296999904327
5,0,,2026-07-30T12:30:20.650560,107001,3956,1001,3956,672,3956,197,3956,55,3956,3,9469,7,1.0299798999913037
5,0,,2026-07-30T12:30:21.679035,106415,3846,1032,3846,640,3846,158,3846,37,3846,2,9475,4,1.0281493999937084
5,0,,2026-07-30T12:30:22.707392,106684,3881,995,3881,674,3881,163,3881,38,3881,3,9264,3,1.0280218999832869
5,0,,2026-07-30T12:30:23.736473,106588,3754,1019,3754,580,3754,152,3754,33,3754,0,9273,3,1.0288119000033475
5,0,,2026-07-30T12:30:24.764436,106744,3869,1011,3869,610,3869,193,3869,47,3869,1,9624,5,1.027802900003735
5,0,,2026-07-30T12:30:25.791548,106051,3888,981,3888,673,3888,173,3888,36,3888,0,9502,6,1.0268279000010807
5,0,,2026-07-30T12:30:26.818907,106404,3858,1006,3858,617,3858,198,3858,40,3858,2,9606,6,1.0270559000200592
5,0,,2026-07-30T12:30:27.847150,106205,3779,1029,3779,614,3779,177,3779,37,3779,0,9370,9,1.0280254000099376
5,0,,2026-07-30T12:30:28.906691,109530,4043,1054,4043,703,4043,174,4043,40,4043,1,9671,5,1.0591522000031546
5,0,,2026-07-30T12:30:29.936512,106540,3852,1007,3852,624,3852,165,3852,41,3852,2,9445,8,1.02935629998683
5,0,,2026-07-30T12:30:30.965158,106089,3976,1056,3976,635,3976,197,3976,46,3976,1,9501,7,1.0282742999843322
5,0,,2026-07-30T12:30:31.994167,106526,3843,1014,3843,654,3843,184,3843,39,3843,1,9416,4,1.0286902000079863
5,0,,2026-07-30T12:30:33.022060,106626,3841,1042,3841,659,3841,192,3841,51,3841,2,9478,5,1.0274926999991294
5,0,,2026-07-30T12:30:34.051911,106562,3790,997,3790,679,3790,180,3790,42,3790,0,9390,5,1.0294962000043597
5,0,,2026-07-30T12:30:35.080838,107145,3936,1012,3936,640,3936,211,3936,47,3936,2,9407,2,1.0285701999964658
5,0,,2026-07-30T12:30:36.110284,106620,3837,1018,3837,645,3837,171,3837,46,3837,0,9626,7,1.0291105000069365
5,0,,2026-07-30T12:30:37.139585,106510,3958,1022,3958,682,3958,175,3958,28,3958,1,9452,6,1.0289358999871183
5,0,,2026-07-30T12:30:38.168530,107205,3809,1020,3809,630,3809,175,3809,37,3809,1,9389,3,1.0284585999906994
5,0,,2026-07-30T12:30:39.197073,107192,3805,976,3805,646,3805,155,3805,44,3805,0,9601,4,1.0281910999910906
5,0,,2026-07-30T12:30:40.225781,106366,3901,994,3901,648,3901,176,3901,47,3901,1,9455,5,1.0284146000049077
5,0,,2026-07-30T12:30:41.254134,106376,3779,984,3779,674,3779,173,3779,46,3779,2,9347,5,1.0280343999911565
5,0,,2026-07-30T12:30:42.283896,106012,3814,960,3814,632,3814,178,3814,30,3814,0,9438,6,1.0294341999979224
5,0,,2026-07-30T12:30:43.311746,106817,3748,949,3748,645,3748,176,3748,52,3748,3,9567,6,1.0274232999945525
5,0,,2026-07-30T12:30:44.341108,106742,3910,996,3910,654,3910,191,3910,59,3910,2,9537,2,1.0290874000056647
5,0,,2026-07-30T12:30:45.371843,106414,3830,981,3830,659,3830,186,3830,52,3830,2,9498,1,1.030348000000231
5,0,,2026-07-30T12:30:46.400717,106969,3947,1014,3947,665,3947,192,3947,55,3947,3,9615,2,1.028403000003891
5,0,,2026-07-30T12:30:47.430077,106708,3861,1032,3861,625,3861,166,3861,35,3861,3,9604,5,1.0289951000013389
5,0,,2026-07-30T12:30:48.460038,106627,3931,1011,3931,686,3931,177,3931,45,3931,5,9445,5,1.0295168999873567
5,0,,2026-07-30T12:30:49.488809,106810,3801,989,3801,654,3801,170,3801,51,3801,2,9333,3,1.0283858999900986
5,0,,2026-07-30T12:30:50.519337,107363,3815,966,3815,673,3815,183,3815,37,3815,1,9459,2,1.0302035999775399
5,0,,2026-07-30T12:30:51.547600,107154,3906,971,3906,675,3906,200,3906,41,3906,1,9458,6,1.027893899998162
5,0,,2026-07-30T12:30:52.574462,106580,3970,992,3970,640,3970,213,3970,44,3970,0,9529,5,1.0266761000093538
5,0,,2026-07-30T12:30:53.604614,106877,3809,971,3809,631,3809,196,3809,33,3809,3,9476,3,1.0298422999912873
5,0,,2026-07-30T12:30:54.634941,106685,3787,959,3787,639,3787,212,3787,32,3787,0,9654,2,1.0299314000003505
5,0,,2026-07-30T12:30:55.665824,106191,3903,1010,3903,665,3903,181,3903,46,3903,0,9531,7,1.0302814999886323
5,0,,2026-07-30T12:30:56.695106,107460,3998,1038,3998,690,3998,190,3998,54,3998,2,9442,6,1.028928999992786
5,0,,2026-07-30T12:30:57.724945,106925,3887,975,3887,662,3887,139,3887,45,3887,2,9302,10,1.0294762999983504
5,0,,2026-07-30T12:30:58.753951,106618,3893,975,3893,614,3893,172,3893,44,3893,1,9335,9,1.0286276999977417
5,0,,2026-07-30T12:30:59.783663,106684,3895,1075,3895,638,3895,185,3895,43,3895,2,9368,4,1.0292774999979883
5,0,,2026-07-30T12:31:00.814585,106823,3872,1030,3872,651,3872,191,3872,46,3872,1,9671,4,1.0304663999995682
5,0,,2026-07-30T12:31:01.844431,107541,3796,1005,3796,624,3796,188,3796,37,3796,0,9659,2,1.0293318999756593
5,0,,2026-07-30T12:31:02.874049,106205,3817,1009,3817,644,3817,194,3817,48,3817,2,9328,4,1.0291539000172634
5,0,,2026-07-30T12:31:03.905243,106787,3735,944,3735,634,3735,156,3735,46,3735,0,9486,9,1.0307820000161882
5,0,,2026-07-30T12:31:04.934661,106637,3870,1006,3870,642,3870,179,3870,45,3870,1,9389,6,1.028999100002693
5,0,,2026-07-30T12:31:05.963583,106520,3909,1000,3909,718,3909,177,3909,41,3909,1,9538,5,1.028494199999841
5,0,,2026-07-30T12:31:06.991982,106572,3897,974,3897,673,3897,188,3897,41,3897,2,9528,7,1.027994400006719
5,0,,2026-07-30T12:31:08.020810,106793,3832,980,3832,623,3832,197,3832,40,3832,1,9254,3,1.028419300011592
5,0,,2026-07-30T12:31:09.049919,106502,3895,988,3895,644,3895,168,3895,49,3895,2,9520,5,1.028725599986501
5,0,,2026-07-30T12:31:10.078394,106423,3808,910,3808,635,3808,171,3808,41,3808,1,9430,8,1.0279875000123866
5,0,,2026-07-30T12:31:11.107879,106648,3888,1011,3888,659,3888,200,3888,50,3888,4,9281,3,1.0290979999990668
5,0,,2026-07-30T12:31:12.136952,105946,3779,950,3779,603,3779,189,3779,45,3779,0,9412,4,1.0287680000183173
5,0,,2026-07-30T12:31:13.164265,106840,3952,1020,3952,624,3952,192,3952,36,3952,3,9474,7,1.0272138000000268
5,0,,2026-07-30T12:31:14.191653,106769,3848,972,3848,670,3848,169,3848,35,3848,0,9341,3,1.0270974999875762
5,0,,2026-07-30T12:31:15.219286,106129,3800,969,3800,644,3800,169,3800,42,3800,1,9410,5,1.027423399995314
5,0,,2026-07-30T12:31:16.248336,106364,3897,1026,3897,655,3897,170,3897,43,3897,1,9433,4,1.0286750000086613
5,0,,2026-07-30T12:31:17.277391,106122,3826,991,3826,639,3826,190,3826,42,3826,2,9296,5,1.0286756999848876
5,0,,2026-07-30T12:31:18.306763,107374,3827,1024,3827,643,3827,211,3827,48,3827,1,9499,12,1.0289850999834016
5,0,,2026-07-30T12:31:19.336720,106478,3935,982,3935,672,3935,211,3935,35,3935,0,9492,1,1.0296073000063188
5,0,,2026-07-30T12:31:20.366506,107217,3911,1024,3911,671,3911,187,3911,37,3911,1,9458,8,1.0291888999927323
5,0,,2026-07-30T12:31:21.396024,106598,3859,968,3859,645,3859,207,3859,37,3859,3,9425,6,1.0290482999989763
5,0,,2026-07-30T12:31:22.425915,107140,3850,1046,3850,604,3850,176,3850,35,3850,1,9489,3,1.0294404000160284
5,0,,2026-07-30T12:31:23.455161,106571,3826,999,3826,656,3826,185,3826,35,3826,1,9578,8,1.028870400012238
5,0,,2026-07-30T12:31:24.482130,105895,3835,986,3835,627,3835,176,3835,44,3835,1,9537,5,1.0266788000008091
5,0,,2026-07-30T12:31:25.512480,106585,3891,971,3891,629,3891,188,3891,42,3891,1,9307,4,1.0300469000067096
5,0,,2026-07-30T12:31:26.540748,106502,3975,1018,3975,697,3975,202,3975,48,3975,0,9469,5,1.027906700008316
5,0,,2026-07-30T12:31:27.571530,106429,3929,1010,3929,645,3929,200,3929,36,3929,0,9390,3,1.030365000013262
5,0,,2026-07-30T12:31:28.602591,107116,3970,1008,3970,681,3970,193,3970,51,3970,4,9504,4,1.0305064000131097
5,0,,2026-07-30T12:31:29.631899,107214,3970,1016,3970,700,3970,172,3970,51,3970,0,9791,6,1.028865100000985
5,0,,2026-07-30T12:31:30.661358,106063,3839,1006,3839,614,3839,191,3839,36,3839,2,9260,8,1.0291541999904439
5,0,,2026-07-30T12:31:31.691395,106941,3835,988,3835,620,3835,190,3835,43,3835,1,9342,4,1.0296726000087801
5,0,,2026-07-30T12:31:32.720238,106810,3842,982,3842,668,3842,169,3842,50,3842,0,9286,7,1.028462500020396
5,0,,2026-07-30T12:31:33.749933,106256,3796,975,3796,645,3796,165,3796,50,3796,1,9481,3,1.0293746999814175
5,0,,2026-07-30T12:31:34.777717,105956,3903,1037,3903,661,3903,188,3903,45,3903,1,9413,6,1.0273426000203472
5,0,,2026-07-30T12:31:35.807530,105987,3748,999,3748,661,3748,180,3748,42,3748,0,9413,11,1.0293889000022318
5,0,,2026-07-30T12:31:36.836494,106745,3863,1009,3863,669,3863,197,3863,50,3863,2,9440,4,1.0286113999900408
