N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-22T19:25:48.137075,106039,12846,4092,12846,1320,12846,754,12846,121,12846,4,20616,12,1.02826809999533
3,0,,2026-07-22T19:25:49.165458,106508,12801,4151,12801,1299,12801,748,12801,115,12801,1,20629,11,1.028005000000121
3,0,,2026-07-22T19:25:50.194057,107010,12857,4119,12857,1315,12857,787,12857,123,12857,3,20814,7,1.0282918000011705
3,0,,2026-07-22T19:25:51.222853,106851,12749,4128,12749,1360,12749,761,12749,119,12749,3,20999,6,1.028420599992387
3,0,,2026-07-22T19:25:52.252259,106374,12881,4194,12881,1320,12881,806,12881,104,12881,3,20695,8,1.028956099995412
3,0,,2026-07-22T19:25:53.281570,105904,12699,4077,12699,1345,12699,785,12699,129,12699,0,20584,9,1.0289099000074202
3,0,,2026-07-22T19:25:54.309964,106067,12856,4068,12856,1340,12856,771,12856,106,12856,1,20847,5,1.0280511999881128
3,0,,2026-07-22T19:25:55.338929,105800,12804,4108,12804,1398,12804,755,12804,111,12804,2,20639,2,1.0285565999947721
3,0,,2026-07-22T19:25:56.368374,105959,12903,4121,12903,1352,12903,791,12903,126,12903,3,20740,10,1.0290359999926295
3,0,,2026-07-22T19:25:57.395491,106147,12659,4093,12659,1311,12659,742,12659,126,12659,3,21077,11,1.0267414999980247
3,0,,2026-07-22T19:25:58.424909,105894,12866,4099,12866,1327,12866,796,12866,123,12866,2,20748,4,1.0290851999889128
3,0,,2026-07-22T19:25:59.454508,107367,12719,4086,12719,1295,12719,782,12719,134,12719,0,20969,9,1.0292714000097476
3,0,,2026-07-22T19:26:00.482970,106717,12876,4079,12876,1377,12876,745,12876,120,12876,6,20710,8,1.028112100000726
3,0,,2026-07-22T19:26:01.510523,106853,12923,4143,12923,1351,12923,786,12923,115,12923,4,20682,7,1.0273138000047766
3,0,,2026-07-22T19:26:02.539720,106493,12946,4218,12946,1347,12946,786,12946,116,12946,2,20702,14,1.0288596999889705
3,0,,2026-07-22T19:26:03.567073,106885,12637,4091,12637,1273,12637,777,12637,111,12637,5,20837,10,1.0269880999985617
3,0,,2026-07-22T19:26:04.595636,106551,12924,4240,12924,1296,12924,754,12924,105,12924,1,20819,7,1.0282484000053955
3,0,,2026-07-22T19:26:05.624152,106379,12885,4173,12885,1304,12885,777,12885,120,12885,2,20506,11,1.0281840999959968
3,0,,2026-07-22T19:26:06.651462,105767,12514,4040,12514,1310,12514,704,12514,108,12514,2,20499,6,1.026909699998214
3,0,,2026-07-22T19:26:07.679122,106909,12736,3999,12736,1375,12736,808,12736,112,12736,5,20663,10,1.0273649000009755
3,0,,2026-07-22T19:26:08.706801,105930,12865,4105,12865,1297,12865,796,12865,128,12865,4,20532,8,1.027424100000644
3,0,,2026-07-22T19:26:09.735926,106252,12731,4077,12731,1380,12731,748,12731,127,12731,1,20663,4,1.0289323999895714
3,0,,2026-07-22T19:26:10.764396,106510,12667,4123,12667,1288,12667,732,12667,113,12667,2,20652,11,1.0280812999990303
3,0,,2026-07-22T19:26:11.793697,106033,12711,4068,12711,1332,12711,748,12711,109,12711,6,21070,13,1.0289646000019275
3,0,,2026-07-22T19:26:12.821207,106401,12719,4117,12719,1290,12719,725,12719,130,12719,6,20802,13,1.027155199990375
3,0,,2026-07-22T19:26:13.850527,106855,12930,4224,12930,1268,12930,786,12930,112,12930,3,21096,6,1.0289035000023432
3,0,,2026-07-22T19:26:14.879881,106203,12903,4171,12903,1300,12903,782,12903,125,12903,5,20486,9,1.02896999999939
3,0,,2026-07-22T19:26:15.907825,106158,12695,4028,12695,1359,12695,766,12695,126,12695,5,20547,7,1.027598400003626
3,0,,2026-07-22T19:26:16.937465,106457,12754,4016,12754,1347,12754,769,12754,121,12754,1,20610,6,1.0292868000105955
3,0,,2026-07-22T19:26:17.966379,105980,12652,4054,12652,1310,12652,745,12652,110,12652,2,20519,7,1.0285280000098282
3,0,,2026-07-22T19:26:18.995517,107020,13007,4050,13007,1352,13007,825,13007,135,13007,1,20864,11,1.0287596999987727
3,0,,2026-07-22T19:26:20.024927,106594,12730,4079,12730,1351,12730,749,12730,102,12730,1,20534,12,1.0290162000019336
3,0,,2026-07-22T19:26:21.053814,106489,12785,4148,12785,1333,12785,763,12785,111,12785,3,20604,7,1.028524199995445
3,0,,2026-07-22T19:26:22.082319,106657,12682,4075,12682,1400,12682,764,12682,123,12682,6,20617,11,1.0281511999928625
3,0,,2026-07-22T19:26:23.111407,106186,12699,4091,12699,1327,12699,761,12699,113,12699,3,20632,7,1.0288067999936175
3,0,,2026-07-22T19:26:24.140458,106937,12738,4146,12738,1355,12738,769,12738,123,12738,4,20739,5,1.0286783000046853
3,0,,2026-07-22T19:26:25.169771,106302,12849,4146,12849,1305,12849,756,12849,132,12849,0,20639,18,1.0289323000033619
3,0,,2026-07-22T19:26:26.198871,106715,12840,4171,12840,1279,12840,747,12840,137,12840,2,21030,12,1.0286766000062926
3,0,,2026-07-22T19:26:27.225855,106653,12656,4095,12656,1317,12656,755,12656,125,12656,3,20724,8,1.0266730000003008
3,0,,2026-07-22T19:26:28.254979,105670,12604,3986,12604,1299,12604,777,12604,130,12604,4,20791,9,1.0288266999996267
3,0,,2026-07-22T19:26:29.283693,106891,13061,4195,13061,1306,13061,776,13061,121,13061,2,20699,8,1.0283396000013454
3,0,,2026-07-22T19:26:30.313066,106204,12683,4061,12683,1262,12683,730,12683,124,12683,1,20790,8,1.0289478000049712
3,0,,2026-07-22T19:26:31.341641,106621,12765,4169,12765,1313,12765,735,12765,126,12765,5,20744,10,1.028215199999977
3,0,,2026-07-22T19:26:32.370956,106431,12937,4130,12937,1394,12937,755,12937,111,12937,3,20610,8,1.0289560000092024
3,0,,2026-07-22T19:26:33.400064,106701,12853,4113,12853,1322,12853,774,12853,123,12853,4,20688,5,1.0287248999957228
3,0,,2026-07-22T19:26:34.429413,106065,12688,4032,12688,1341,12688,771,12688,111,12688,2,20662,7,1.0289467999973567
3,0,,2026-07-22T19:26:35.458867,106001,12584,4042,12584,1360,12584,777,12584,107,12584,3,20979,8,1.0291415999963647
3,0,,2026-07-22T19:26:36.486120,106218,12660,4008,12660,1295,12660,782,12660,120,12660,3,20636,10,1.026838100005989
3,0,,2026-07-22T19:26:37.515533,106522,12889,4143,12889,1307,12889,759,12889,127,12889,2,20763,11,1.0290472999913618
3,0,,2026-07-22T19:26:38.544663,106362,12823,4076,12823,1287,12823,774,12823,125,12823,1,20900,9,1.028768600008334
3,0,,2026-07-22T19:26:39.572603,106758,12889,4203,12889,1315,12889,791,12889,114,12889,6,20787,5,1.0275668999966001
3,0,,2026-07-22T19:26:40.599656,106203,12720,4037,12720,1342,12720,744,12720,98,12720,6,20714,7,1.0267859000014141
3,0,,2026-07-22T19:26:41.628458,106905,12882,4222,12882,1315,12882,801,12882,100,12882,5,20682,9,1.0285337999957846
3,0,,2026-07-22T19:26:42.658167,106653,12768,4098,12768,1382,12768,779,12768,126,12768,3,20908,11,1.0293402999959653
3,0,,2026-07-22T19:26:43.686938,106607,12827,4040,12827,1361,12827,783,12827,108,12827,7,20745,6,1.0283446999965236
3,0,,2026-07-22T19:26:44.714367,106531,12914,4191,12914,1368,12914,743,12914,119,12914,2,20651,8,1.0271271000092383
3,0,,2026-07-22T19:26:45.743457,105829,12581,4058,12581,1339,12581,695,12581,128,12581,2,20741,9,1.0288785000011558
3,0,,2026-07-22T19:26:46.772915,106697,12809,3985,12809,1362,12810,796,12810,120,12810,3,20830,9,1.0290796000044793
3,0,,2026-07-22T19:26:47.801276,106994,12867,4177,12867,1362,12866,749,12866,135,12866,2,20971,10,1.0280284999898868
3,0,,2026-07-22T19:26:48.829238,105929,12816,4130,12816,1298,12816,769,12816,111,12816,4,20803,6,1.0276508999959333
3,0,,2026-07-22T19:26:49.858105,106745,12805,4012,12805,1367,12805,749,12805,123,12805,9,20565,6,1.0285635000036564
3,0,,2026-07-22T19:26:50.887088,106614,12749,4127,12749,1323,12749,769,12749,123,12749,2,20513,7,1.0286315000121249
3,0,,2026-07-22T19:26:51.915847,106297,12691,4011,12691,1336,12691,757,12691,121,12691,2,20522,5,1.028373900000588
3,0,,2026-07-22T19:26:52.944562,106642,12785,4142,12785,1411,12785,760,12785,123,12785,2,20700,9,1.0283278999995673
3,0,,2026-07-22T19:26:53.973584,106268,12704,4146,12704,1311,12704,739,12704,135,12704,4,20744,7,1.028656200011028
3,0,,2026-07-22T19:26:55.002695,106410,12753,4002,12753,1304,12753,737,12753,144,12753,2,20741,13,1.0287218000012217
3,0,,2026-07-22T19:26:56.031749,106510,12662,4029,12662,1357,12662,773,12662,104,12662,1,20671,11,1.028691700004856
3,0,,2026-07-22T19:26:57.060681,106687,12810,4048,12810,1356,12810,748,12810,116,12810,3,20715,8,1.028521100000944
3,0,,2026-07-22T19:26:58.089767,106649,12865,4042,12865,1353,12865,770,12865,110,12865,4,20610,9,1.0286619000107748
3,0,,2026-07-22T19:26:59.119282,106498,12788,4190,12788,1288,12788,784,12788,109,12788,2,20731,8,1.0291383000003407
3,0,,2026-07-22T19:27:00.147228,107043,13009,4143,13009,1357,13009,807,13009,133,13009,2,20657,12,1.0275980000005802
3,0,,2026-07-22T19:27:01.176594,106892,13008,4222,13008,1319,13009,791,13009,117,13009,1,20815,15,1.0290403999970295
3,0,,2026-07-22T19:27:02.205265,107073,12966,4224,12966,1382,12965,761,12965,140,12965,6,20502,6,1.0283617999957642
3,0,,2026-07-22T19:27:03.231804,106336,12936,4197,12936,1348,12936,783,12936,131,12936,3,20561,4,1.0261490999982925
3,0,,2026-07-22T19:27:04.260323,105524,12784,4098,12784,1320,12784,768,12784,112,12784,1,20505,10,1.028328700005659
3,0,,2026-07-22T19:27:05.288700,106047,12842,4193,12842,1358,12842,791,12842,124,12842,1,20685,8,1.028145999996923
3,0,,2026-07-22T19:27:06.317949,106769,12700,4131,12700,1332,12700,806,12700,127,12700,3,20663,7,1.02891069999896
3,0,,2026-07-22T19:27:07.347665,106795,12876,4071,12876,1340,12876,770,12876,125,12876,3,20859,5,1.0292863000067882
3,0,,2026-07-22T19:27:08.375876,106938,12835,4126,12835,1320,12835,757,12835,108,12835,7,20750,8,1.0278478000109317
3,0,,2026-07-22T19:27:09.403802,106022,12792,4078,12792,1326,12792,725,12792,120,12792,4,20889,15,1.0275736000039615
3,0,,2026-07-22T19:27:10.431744,106365,12488,3994,12488,1264,12489,747,12489,125,12489,2,21038,10,1.0276825000037206
3,0,,2026-07-22T19:27:11.460694,106500,12981,4171,12981,1348,12980,756,12980,109,12980,3,20984,12,1.0285605999961263
3,0,,2026-07-22T19:27:12.490445,106694,12857,4168,12857,1318,12857,745,12857,99,12857,2,20444,6,1.029379899991909
3,0,,2026-07-22T19:27:13.519410,107244,13018,4238,13018,1384,13018,764,13018,103,13018,3,21011,8,1.0286363000050187
3,0,,2026-07-22T19:27:14.548604,106566,12868,4137,12868,1335,12868,756,12868,107,12868,4,20722,9,1.0289678999979515
3,0,,2026-07-22T19:27:15.575663,106734,12924,4237,12924,1370,12924,717,12924,106,12924,3,20642,7,1.0267023999913363
3,0,,2026-07-22T19:27:16.603760,106537,12867,4129,12867,1347,12867,777,12867,112,12867,2,20738,10,1.0277518999937456
3,0,,2026-07-22T19:27:17.632559,106262,12905,4242,12905,1294,12905,766,12905,122,12905,0,20822,8,1.028458300002967
3,0,,2026-07-22T19:27:18.662392,106531,12664,4004,12664,1330,12664,722,12664,135,12664,3,20612,6,1.029433899995638
3,0,,2026-07-22T19:27:19.690057,106468,12911,4136,12911,1351,12911,770,12911,117,12911,1,21133,4,1.0272871000051964
3,0,,2026-07-22T19:27:20.719198,106572,12655,3953,12655,1389,12655,764,12655,96,12655,7,20717,7,1.028890000001411
3,0,,2026-07-22T19:27:21.747275,106387,12593,4042,12593,1344,12593,711,12593,122,12593,1,20876,8,1.0277058000065153
3,0,,2026-07-22T19:27:22.774411,106504,12653,4010,12653,1321,12653,751,12653,127,12653,3,20724,10,1.026860799989663
3,0,,2026-07-22T19:27:23.801075,106244,12869,4176,12869,1393,12869,784,12869,109,12869,1,20556,5,1.0262940999964485
3,0,,2026-07-22T19:27:24.828606,106459,12755,4169,12755,1319,12755,750,12755,123,12755,3,20783,8,1.027253100008238
3,0,,2026-07-22T19:27:25.856928,106679,12862,4102,12862,1386,12862,795,12862,110,12862,3,20661,9,1.0280074999900535
3,0,,2026-07-22T19:27:26.884103,106255,12692,4041,12692,1295,12692,719,12692,106,12692,3,20734,5,1.0268871000007493
3,0,,2026-07-22T19:27:27.910990,106658,12759,4082,12759,1339,12759,782,12759,103,12759,3,20787,11,1.0267337999976007
3,0,,2026-07-22T19:27:28.937775,105742,12775,4145,12775,1361,12775,749,12775,116,12775,3,20741,4,1.026576299991575
3,0,,2026-07-22T19:27:29.964614,106084,12677,4072,12677,1304,12677,718,12677,104,12677,3,20571,15,1.0265894000040134
3,0,,2026-07-22T19:27:30.993235,106797,13083,4144,13083,1365,13083,810,13083,134,13083,5,20644,6,1.0283456999895861
3,0,,2026-07-22T19:27:32.022144,106117,12877,4141,12877,1382,12877,752,12877,112,12877,5,20486,11,1.0285648000135552
3,0,,2026-07-22T19:27:33.051883,105901,12863,4094,12863,1331,12863,758,12863,101,12863,7,20693,10,1.0293600000004517
3,0,,2026-07-22T19:27:34.080398,105889,12827,4145,12827,1326,12827,788,12827,115,12827,2,20680,6,1.0281290999992052
3,0,,2026-07-22T19:27:35.110220,106226,12909,4159,12909,1273,12909,785,12909,131,12909,4,20856,12,1.0294288000004599
3,0,,2026-07-22T19:27:36.139739,106478,12878,4130,12878,1392,12878,797,12878,125,12878,8,20654,7,1.029159300000174
3,0,,2026-07-22T19:27:37.172348,106314,12841,4160,12841,1363,12841,749,12841,127,12841,5,20641,6,1.0322619999933522
3,0,,2026-07-22T19:27:38.201640,106650,12775,4057,12775,1330,12775,840,12775,112,12775,5,20919,10,1.028960300012841
3,0,,2026-07-22T19:27:39.230741,106498,12967,4160,12967,1394,12967,748,12967,128,12967,3,20548,13,1.0286808000091696
3,0,,2026-07-22T19:27:40.259520,106626,12758,4094,12758,1314,12758,757,12758,115,12758,4,20851,10,1.028396599998814
3,0,,2026-07-22T19:27:41.288489,106448,12624,4033,12624,1268,12624,771,12624,107,12624,4,20645,7,1.028657300004852
3,0,,2026-07-22T19:27:42.317703,106664,12869,4161,12869,1310,12869,802,12869,114,12869,4,20472,10,1.0288131999986945
3,0,,2026-07-22T19:27:43.346548,106253,12987,4158,12987,1345,12987,799,12987,119,12987,4,20571,9,1.0284213999984786
3,0,,2026-07-22T19:27:44.375346,106075,12801,4131,12801,1362,12801,765,12801,116,12801,6,21006,9,1.028443300005165
3,0,,2026-07-22T19:27:45.404699,106318,12843,4127,12843,1374,12843,761,12843,153,12843,7,20821,7,1.0289726000046358
3,0,,2026-07-22T19:27:46.433626,106237,12966,4260,12966,1284,12966,814,12967,130,12967,2,20593,8,1.0285650000005262
3,0,,2026-07-22T19:27:47.462983,106490,12762,4138,12762,1345,12762,742,12761,107,12761,2,20855,5,1.0289868999971077
3,0,,2026-07-22T19:27:48.491838,106588,12768,4132,12768,1297,12768,801,12768,127,12768,0,20642,8,1.0284957999974722
3,0,,2026-07-22T19:27:49.520409,106659,13079,4173,13079,1409,13079,755,13079,119,13079,6,20700,9,1.0282875999982934
3,0,,2026-07-22T19:27:50.549574,106191,12749,4044,12749,1308,12749,752,12749,149,12749,0,20750,11,1.028881399994134
3,0,,2026-07-22T19:27:51.578712,106596,12788,4007,12788,1374,12788,772,12788,141,12788,1,20706,10,1.0288129999971716
3,0,,2026-07-22T19:27:52.608219,106504,12922,4140,12922,1340,12922,783,12922,126,12922,3,20722,10,1.0291293000045698
3,0,,2026-07-22T19:27:53.637651,106735,12804,4231,12804,1281,12804,723,12804,120,12804,2,20482,4,1.029051100005745
3,0,,2026-07-22T19:27:54.666233,106110,13073,4193,13073,1352,13073,805,13073,142,13073,4,20746,4,1.028205300011905
3,0,,2026-07-22T19:27:55.696794,106490,12743,4043,12743,1259,12743,784,12743,108,12743,2,21007,10,1.0301611999893794
3,0,,2026-07-22T19:27:56.724471,106304,12814,4093,12814,1358,12814,727,12814,124,12814,1,20771,9,1.0273530000122264
3,0,,2026-07-22T19:27:57.751303,106098,12719,4010,12719,1315,12719,720,12719,133,12719,0,20769,6,1.0266009000042686
3,0,,2026-07-22T19:27:58.778857,106345,12808,4086,12808,1330,12808,737,12808,145,12808,6,20711,10,1.027371200005291
3,0,,2026-07-22T19:27:59.805937,106343,12838,4110,12838,1338,12838,783,12838,107,12838,3,20834,7,1.0269506000040565
3,0,,2026-07-22T19:28:00.835118,106105,12870,4149,12870,1399,12870,781,12870,119,12870,0,20556,15,1.0288350000046194
3,0,,2026-07-22T19:28:01.863767,106599,13101,4269,13102,1372,13102,838,13102,132,13102,4,20693,6,1.0283465000102296
3,0,,2026-07-22T19:28:02.892693,105859,12835,4088,12834,1343,12834,766,12834,127,12834,4,20586,6,1.0285997999890242
3,0,,2026-07-22T19:28:03.921484,106209,12726,4076,12726,1330,12726,786,12726,108,12726,3,20561,12,1.0284416999929817
3,0,,2026-07-22T19:28:04.951081,105913,12592,3986,12592,1382,12592,727,12592,117,12592,5,20828,8,1.0292658999969717
3,0,,2026-07-22T19:28:05.980597,106967,12884,4142,12884,1377,12884,763,12884,118,12884,3,20940,11,1.0292713999951957
3,0,,2026-07-22T19:28:07.010052,106599,12737,4111,12737,1310,12737,758,12737,113,12737,6,20853,16,1.029098700004397
3,0,,2026-07-22T19:28:08.036491,105808,12795,4171,12795,1344,12795,762,12795,114,12795,1,20526,10,1.0261390999949072
3,0,,2026-07-22T19:28:09.065554,106462,12800,4060,12800,1376,12801,765,12801,102,12801,8,20795,7,1.0289078000059817
3,0,,2026-07-22T19:28:10.094720,106629,12618,3939,12618,1323,12617,761,12617,104,12617,4,20611,6,1.028833799995482
3,0,,2026-07-22T19:28:11.123828,106071,12846,4139,12846,1329,12846,780,12846,99,12846,0,20986,6,1.0287394000042696
3,0,,2026-07-22T19:28:12.153561,106586,12888,4073,12888,1368,12888,752,12888,130,12888,2,21090,11,1.0293875000061234
3,0,,2026-07-22T19:28:13.182284,106171,12784,4160,12784,1356,12784,762,12784,119,12784,2,20879,7,1.0284602000028826
3,0,,2026-07-22T19:28:14.211371,105946,12840,4091,12840,1382,12840,723,12840,118,12840,3,20796,8,1.0287404999980936
3,0,,2026-07-22T19:28:15.240828,106976,12817,4121,12817,1264,12817,727,12817,118,12817,6,20883,6,1.029062999994494
3,0,,2026-07-22T19:28:16.269861,106485,12869,4099,12869,1387,12869,775,12869,116,12869,5,20806,12,1.0286631000053603
3,0,,2026-07-22T19:28:17.299368,106394,12760,4034,12760,1361,12760,729,12760,125,12760,1,20741,3,1.0291082999901846
3,0,,2026-07-22T19:28:18.329190,106628,12791,4089,12791,1323,12791,793,12791,122,12791,1,20599,11,1.029400200000964
3,0,,2026-07-22T19:28:19.358105,106511,12722,3989,12722,1397,12722,721,12722,117,12722,1,20694,9,1.0285539000033168
3,0,,2026-07-22T19:28:20.386932,107016,12762,4139,12762,1325,12762,789,12762,119,12762,3,20765,10,1.0284448000020348
3,0,,2026-07-22T19:28:21.416094,106091,12830,4170,12830,1349,12830,740,12830,121,12830,1,20598,12,1.0287835000053747
3,0,,2026-07-22T19:28:22.477271,106521,12704,4046,12704,1310,12704,760,12704,127,12704,3,20838,7,1.0607642999966629
3,0,,2026-07-22T19:28:23.506760,109786,13169,4223,13169,1390,13169,775,13169,142,13169,2,21487,3,1.0293025999999372
3,0,,2026-07-22T19:28:24.535480,106636,13044,4184,13044,1327,13044,787,13044,117,13044,2,20816,10,1.0283147000009194
3,0,,2026-07-22T19:28:25.565148,106809,12936,4186,12936,1363,12936,750,12936,121,12936,5,20677,15,1.0293072999920696
3,0,,2026-07-22T19:28:26.592529,106563,12816,4122,12816,1381,12816,739,12816,107,12816,3,20419,9,1.0270565999962855
3,0,,2026-07-22T19:28:27.621208,106180,12935,4104,12935,1356,12935,772,12935,122,12935,4,20505,8,1.0283846000093035
3,0,,2026-07-22T19:28:28.649711,106722,12729,4024,12729,1334,12729,771,12729,105,12729,2,20714,6,1.0280976999929408
3,0,,2026-07-22T19:28:29.678837,106162,12847,4170,12847,1382,12847,747,12847,118,12847,3,20624,9,1.0288011000084225
3,0,,2026-07-22T19:28:30.707581,106801,12897,4137,12897,1382,12897,765,12897,141,12897,4,20364,8,1.0283728999929735
3,0,,2026-07-22T19:28:31.736662,106817,12986,4171,12986,1317,12986,775,12986,148,12986,1,20625,6,1.0286353000119561
3,0,,2026-07-22T19:28:32.765034,106728,12842,4181,12842,1309,12842,798,12842,128,12842,2,20541,8,1.0280023999948753
3,0,,2026-07-22T19:28:33.794337,106599,12893,4121,12893,1353,12893,798,12893,93,12893,3,20879,6,1.0289956000051461
3,0,,2026-07-22T19:28:34.823631,106721,12864,4154,12864,1372,12864,803,12864,111,12864,3,20853,9,1.028931900000316
3,0,,2026-07-22T19:28:35.852736,106854,12790,4139,12790,1344,12790,782,12790,135,12790,3,20562,4,1.0286957000062102
3,0,,2026-07-22T19:28:36.881650,107052,13066,4241,13066,1374,13066,782,13066,120,13066,4,20957,4,1.0285274000052596
3,0,,2026-07-22T19:28:37.910288,106587,12726,4052,12726,1363,12726,736,12726,108,12726,2,20640,5,1.028258199992706
3,0,,2026-07-22T19:28:38.938342,106976,12920,4147,12920,1347,12920,753,12920,111,12920,2,20633,7,1.0277493999892613
3,0,,2026-07-22T19:28:39.967037,106376,12949,4039,12949,1362,12949,806,12949,140,12949,6,20639,7,1.0283908999990672
3,0,,2026-07-22T19:28:40.995593,106439,12766,4013,12766,1324,12766,745,12766,134,12766,3,20661,12,1.0281248999963282
3,0,,2026-07-22T19:28:42.025108,106575,12703,4070,12703,1298,12703,797,12703,112,12703,0,20839,11,1.0291403000010177
