N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch12,coinc_ch12,singles_ch7,coinc_ch7,int_time
6,0,,2026-07-30T20:32:58.722212,2046748,82242,25264,82242,14894,82242,5254,82242,1141,82242,181,82242,41,221021,152,20.031482200021856
6,0,,2026-07-30T20:33:18.749655,2048334,81959,25073,81959,14911,81959,5276,81959,1106,81959,178,81959,28,220708,140,20.027227899990976
6,0,,2026-07-30T20:33:38.778355,2048667,82319,25475,82319,14672,82319,5219,82319,1145,82319,169,82319,34,220413,124,20.0285872000386
6,0,,2026-07-30T20:33:58.808220,2048885,82353,25399,82353,14930,82353,5362,82353,1057,82353,169,82353,37,221096,156,20.029614400002174
6,0,,2026-07-30T20:34:18.838827,2048143,81841,25122,81841,14819,81841,5233,81841,1139,81841,163,81841,34,220828,125,20.030147100042086
6,0,,2026-07-30T20:34:38.868613,2052172,82231,25381,82231,14809,82231,5245,82231,1118,82231,173,82231,33,220844,149,20.029423100000713
6,0,,2026-07-30T20:34:58.898502,2052728,81289,25195,81289,14892,81289,5156,81289,1085,81289,169,81289,32,221428,145,20.02963030000683
6,0,,2026-07-30T20:35:18.926102,2050308,81978,25315,81978,14877,81978,5156,81978,1206,81978,143,81978,28,221169,142,20.027322500012815
6,0,,2026-07-30T20:35:38.954393,2052280,82538,25120,82538,14745,82538,5185,82538,1084,82538,150,82538,30,221222,159,20.028137700050138
6,0,,2026-07-30T20:35:58.982397,2052216,82276,25182,82276,14878,82276,5176,82276,1121,82276,189,82276,35,222118,137,20.027898699976504
6,0,,2026-07-30T20:36:19.012670,2048738,82232,25378,82232,14968,82232,5094,82232,1082,82232,150,82232,32,221292,129,20.029959000006784
6,0,,2026-07-30T20:36:39.042443,2050281,82214,25311,82214,14826,82214,5072,82214,1107,82214,169,82214,29,219964,155,20.029481199977454
6,0,,2026-07-30T20:36:59.071157,2047974,80910,24815,80910,14895,80910,4991,80910,1107,80910,177,80910,25,221303,140,20.028410199971404
6,0,,2026-07-30T20:37:19.101853,2051782,81662,25038,81662,14899,81662,5200,81662,1106,81662,153,81662,36,220986,132,20.030453699990176
6,0,,2026-07-30T20:37:39.129851,2050848,81394,25157,81394,14594,81394,5236,81394,1018,81394,166,81394,34,220451,141,20.027593199978583
6,0,,2026-07-30T20:37:59.157369,2050436,81810,25163,81810,14867,81810,5227,81810,1089,81810,171,81810,36,220450,153,20.02729240001645
6,0,,2026-07-30T20:38:19.186501,2049849,81894,25189,81894,14612,81894,5204,81894,1130,81894,179,81894,30,220265,131,20.028958099952433
6,0,,2026-07-30T20:38:39.212937,2048477,82069,25434,82069,14857,82069,5026,82069,1084,82069,171,82069,31,220482,140,20.026183100009803
6,0,,2026-07-30T20:38:59.241699,2047671,81726,24974,81726,14840,81726,5229,81726,1086,81726,169,81726,28,219909,134,20.02854660002049
6,0,,2026-07-30T20:39:19.269977,2047299,81713,25113,81713,14820,81713,5240,81713,1076,81713,159,81713,36,219965,146,20.028090799984057
6,0,,2026-07-30T20:39:39.299021,2049566,81672,25116,81672,14572,81672,5250,81672,1105,81672,196,81672,35,219606,115,20.02878029999556
6,0,,2026-07-30T20:39:59.328128,2047759,81357,24906,81357,14905,81357,5124,81357,1068,81357,163,81357,30,219322,114,20.028851100010797
6,0,,2026-07-30T20:40:19.357433,2046500,81443,25030,81443,14721,81443,5034,81443,1099,81443,166,81443,27,219694,133,20.029084900044836
6,0,,2026-07-30T20:40:39.387297,2046015,81908,25362,81908,14667,81908,5358,81908,1098,81908,182,81908,29,219673,131,20.029583499999717
6,0,,2026-07-30T20:40:59.416418,2048776,81215,24788,81215,14549,81215,5230,81215,1104,81215,202,81215,43,219909,123,20.02884789998643
6,0,,2026-07-30T20:41:19.445972,2046078,81651,24947,81651,14810,81651,5205,81651,1129,81651,152,81651,27,219493,142,20.029329199984204
6,0,,2026-07-30T20:41:39.475122,2045182,81501,24926,81501,14574,81501,5222,81501,1148,81501,184,81501,24,219413,134,20.028852900024503
6,0,,2026-07-30T20:41:59.503753,2042918,81455,25048,81455,14629,81455,5123,81455,1145,81455,167,81455,35,220631,155,20.02836280001793
6,0,,2026-07-30T20:42:19.533055,2041012,81390,25044,81390,14741,81390,5073,81390,1093,81390,167,81390,26,219488,120,20.02905799995642
6,0,,2026-07-30T20:42:39.562846,2041310,81022,24698,81022,14740,81022,5120,81022,1140,81022,162,81022,34,219450,130,20.02945929998532
6,0,,2026-07-30T20:42:59.591865,2041202,81474,24862,81474,14731,81474,5066,81474,1059,81474,186,81474,31,219706,141,20.02875589998439
6,0,,2026-07-30T20:43:19.620725,2039523,81107,24722,81107,14684,81107,5191,81107,1137,81107,160,81107,25,219932,118,20.028552300005686
6,0,,2026-07-30T20:43:39.649622,2037662,81175,24917,81175,14665,81175,5067,81175,1139,81175,171,81175,49,219648,136,20.0285709000309
6,0,,2026-07-30T20:43:59.676470,2039172,81285,25082,81285,14647,81285,5136,81285,1130,81285,175,81285,20,219438,105,20.02662949997466
6,0,,2026-07-30T20:44:19.705873,2036143,80947,25016,80947,14576,80947,5047,80947,1147,80947,149,80947,26,219542,130,20.029218399955425
6,0,,2026-07-30T20:44:39.734023,2034358,81217,25036,81217,14757,81217,5064,81217,1141,81217,172,81217,32,219046,138,20.027892199985217
6,0,,2026-07-30T20:44:59.762931,2033529,81340,24835,81340,14761,81340,5278,81340,1078,81340,177,81340,29,218186,137,20.02862300002016
6,0,,2026-07-30T20:45:19.791915,2033087,81450,24979,81450,14690,81450,5176,81450,1057,81450,182,81450,39,219213,126,20.02865519997431
6,0,,2026-07-30T20:45:39.818723,2029932,81271,24917,81271,14538,81271,5170,81271,1127,81271,157,81271,34,218754,132,20.026497300015762
6,0,,2026-07-30T20:45:59.847565,2030675,81053,24735,81053,14575,81053,5106,81053,1089,81053,170,81053,23,218239,129,20.028634499991313
6,0,,2026-07-30T20:46:19.874424,2031488,80877,24809,80877,14617,80877,5158,80877,1131,80877,166,80877,37,218749,128,20.026680800016038
6,0,,2026-07-30T20:46:39.904115,2030703,81256,24921,81256,14906,81256,5192,81256,1170,81256,171,81256,24,218584,137,20.029530700005125
6,0,,2026-07-30T20:46:59.932022,2032059,81255,24861,81255,14655,81255,5140,81255,1159,81255,170,81255,42,219233,137,20.02762970002368
6,0,,2026-07-30T20:47:19.961064,2030894,81101,24739,81101,14670,81101,5176,81101,1102,81101,158,81101,34,219111,119,20.028852300019935
6,0,,2026-07-30T20:47:39.990914,2030066,80979,24795,80979,14671,80979,5157,80979,1114,80979,166,80979,28,218775,125,20.02952209999785
6,0,,2026-07-30T20:48:00.018857,2031357,80914,24860,80914,14631,80914,5177,80914,1145,80914,177,80914,29,218928,129,20.027627100003883
6,0,,2026-07-30T20:48:20.048573,2034225,81407,25086,81407,14689,81407,5073,81407,1149,81407,171,81407,27,219566,162,20.029508200008422
6,0,,2026-07-30T20:48:40.078809,2031926,81096,24795,81096,14718,81096,5171,81096,1152,81096,167,81096,25,219251,127,20.029976000019815
6,0,,2026-07-30T20:49:00.105562,2031029,81655,24882,81655,14840,81655,5156,81655,1142,81655,156,81655,28,219258,148,20.02651060000062
6,0,,2026-07-30T20:49:20.133884,2032112,81132,24991,81132,14387,81132,5294,81132,1084,81132,157,81132,32,219437,133,20.028082099976018
6,0,,2026-07-30T20:49:40.162266,2033315,81570,25249,81570,14613,81570,5132,81570,1174,81570,180,81570,33,219056,154,20.028220299980603
6,0,,2026-07-30T20:50:00.190131,2035345,81295,24868,81295,14900,81295,5077,81295,1088,81295,184,81295,38,219143,133,20.027639299980365
6,0,,2026-07-30T20:50:20.220330,2037032,81905,25134,81905,14712,81905,5267,81905,1112,81905,192,81905,34,220490,124,20.029916800034698
6,0,,2026-07-30T20:50:40.250427,2034106,81856,25128,81856,14822,81856,5130,81856,1180,81856,174,81856,23,219608,126,20.029795000038575
6,0,,2026-07-30T20:51:00.279044,2035955,81624,25141,81624,14662,81624,5177,81624,1132,81624,174,81624,28,220207,113,20.02829520002706
6,0,,2026-07-30T20:51:20.307922,2038588,81578,25304,81578,14659,81578,5212,81578,1108,81578,155,81578,34,219238,126,20.028611100045964
6,0,,2026-07-30T20:51:40.337191,2039567,81543,24975,81543,14962,81543,5168,81543,1114,81543,186,81543,26,221041,141,20.028848999994807
6,0,,2026-07-30T20:52:00.365953,2039754,81915,25208,81915,14860,81915,5132,81915,1161,81915,166,81915,33,220363,130,20.02852230001008
6,0,,2026-07-30T20:52:20.394771,2040891,81978,25267,81978,14837,81978,5187,81978,1119,81978,176,81978,25,220984,132,20.028569099958986
6,0,,2026-07-30T20:52:40.423747,2039869,82034,25201,82034,14883,82034,5204,82034,1057,82034,171,82034,26,220310,150,20.028634099988267
6,0,,2026-07-30T20:53:00.453158,2040240,81586,25126,81586,14790,81586,5264,81586,1133,81586,193,81586,21,220602,134,20.029144699976314
6,0,,2026-07-30T20:53:20.481769,2038850,81323,25045,81323,14702,81323,5150,81323,1123,81323,155,81323,27,220186,163,20.02825259999372
6,0,,2026-07-30T20:53:40.511034,2040771,81679,25102,81679,14889,81679,5237,81679,1124,81679,160,81679,30,219410,126,20.029005100019276
6,0,,2026-07-30T20:54:00.541140,2042204,81615,25139,81615,14701,81615,5180,81615,1106,81615,181,81615,31,219950,130,20.029709599970374
6,0,,2026-07-30T20:54:20.570494,2040381,81787,25152,81787,14810,81787,5158,81787,1105,81787,178,81787,26,220876,128,20.0290634999983
6,0,,2026-07-30T20:54:40.599605,2043779,81839,25406,81839,14792,81839,5180,81839,1119,81839,153,81839,31,220614,143,20.028763000038452
6,0,,2026-07-30T20:55:00.628514,2044339,81685,25068,81685,14816,81685,5246,81685,1079,81685,155,81685,38,219984,107,20.02862090000417
6,0,,2026-07-30T20:55:20.656572,2044309,82072,25250,82072,14884,82072,5200,82072,1155,82072,169,82072,25,220632,149,20.02775839995593
6,0,,2026-07-30T20:55:40.685354,2045736,81649,25249,81649,14741,81649,5034,81649,1148,81649,174,81649,32,220249,121,20.028492100012954
6,0,,2026-07-30T20:56:00.714830,2046522,82180,25168,82180,14926,82180,5192,82180,1120,82180,161,82180,42,220666,154,20.02919109998038
6,0,,2026-07-30T20:56:20.745069,2048323,81588,25222,81588,14933,81588,5272,81588,1077,81588,179,81588,33,220879,165,20.03002479998395
6,0,,2026-07-30T20:56:40.774896,2046412,82046,25223,82046,14817,82046,5342,82046,1034,82046,181,82046,28,220002,141,20.029567299992777
6,0,,2026-07-30T20:57:00.803957,2048076,81796,25098,81796,14755,81796,5152,81796,1087,81796,180,81796,32,220782,123,20.02872269996442
6,0,,2026-07-30T20:57:20.833645,2048299,82049,25225,82049,14875,82049,5288,82049,1110,82049,173,82049,26,221192,138,20.029397699981928
6,0,,2026-07-30T20:57:40.862026,2051169,81734,25211,81734,14668,81734,5202,81734,1115,81734,178,81734,32,221368,144,20.02813970000716
6,0,,2026-07-30T20:58:00.889127,2049331,81039,24859,81039,14571,81039,5109,81039,1088,81039,180,81039,27,220839,127,20.02689710003324
6,0,,2026-07-30T20:58:20.918585,2051371,81608,25210,81608,14710,81608,5222,81608,1069,81608,204,81608,35,220987,140,20.029193599999417
6,0,,2026-07-30T20:58:40.947766,2050277,81925,25408,81925,14815,81925,5248,81925,1086,81925,166,81925,27,221645,144,20.02884600003017
6,0,,2026-07-30T20:59:00.976920,2049789,81914,25455,81914,14801,81914,5207,81914,1124,81914,183,81914,36,221365,95,20.02889860002324
6,0,,2026-07-30T20:59:21.007958,2052181,82171,25244,82171,15081,82171,5156,82171,1044,82171,169,82171,24,221961,124,20.03085809998447
6,0,,2026-07-30T20:59:41.037484,2052302,81792,25183,81792,14681,81792,5327,81792,1088,81792,179,81792,26,221160,124,20.02919720002683
6,0,,2026-07-30T21:00:01.067218,2050785,82147,25273,82147,14739,82147,5261,82147,1138,82147,178,82147,35,221660,118,20.02943769999547
6,0,,2026-07-30T21:00:21.096830,2054672,81699,25198,81699,14726,81699,5113,81699,1080,81699,166,81699,18,221595,134,20.02929509995738
6,0,,2026-07-30T21:00:41.125269,2051371,81707,25014,81707,14937,81707,5249,81707,1057,81707,173,81707,31,221216,124,20.02828029997181
6,0,,2026-07-30T21:01:01.153625,2052708,82105,25195,82105,14810,82105,5185,82105,1092,82105,162,82105,24,220831,139,20.02809530001832
6,0,,2026-07-30T21:01:21.183092,2050070,81176,25033,81176,14562,81176,5108,81176,1113,81176,169,81176,23,220558,128,20.029197599971667
6,0,,2026-07-30T21:01:41.210258,2052185,81834,25400,81834,14724,81834,5213,81834,1094,81834,175,81834,31,220995,137,20.026915099995676
6,0,,2026-07-30T21:02:01.239366,2046237,81052,24975,81052,14798,81052,5081,81052,1023,81052,150,81052,34,219592,131,20.02884039998753
6,0,,2026-07-30T21:02:21.268528,2050526,81857,25028,81857,14806,81857,5222,81857,1181,81857,158,81857,20,220989,127,20.02885399997467
6,0,,2026-07-30T21:02:41.297352,2048615,81733,25084,81733,14705,81733,5172,81733,1125,81733,158,81733,32,220267,125,20.02859439997701
6,0,,2026-07-30T21:03:01.326809,2049768,82404,25494,82404,14714,82404,5270,82404,1113,82404,169,82404,29,220871,134,20.029197999974713
6,0,,2026-07-30T21:03:21.356353,2048639,81878,25393,81878,14771,81878,5178,81878,1082,81878,159,81878,29,221345,138,20.02921760000754
6,0,,2026-07-30T21:03:41.384957,2052472,81733,25275,81733,14883,81733,5051,81733,1102,81733,158,81733,30,220428,115,20.028195899969433
6,0,,2026-07-30T21:04:01.413920,2052000,82460,25531,82460,14897,82460,5150,82460,1077,82460,183,82460,27,220574,136,20.028737500018906
6,0,,2026-07-30T21:04:21.440678,2052552,81597,25170,81597,14635,81597,5137,81597,1130,81597,171,81597,32,220173,134,20.02646259998437
6,0,,2026-07-30T21:04:41.469367,2050096,81915,25017,81915,14988,81915,5283,81915,1096,81915,195,81915,25,220372,130,20.028490600001533
6,0,,2026-07-30T21:05:01.499634,2050400,81666,25030,81666,14753,81666,5028,81666,1100,81666,182,81666,40,220657,122,20.0298979000072
6,0,,2026-07-30T21:05:21.529600,2051943,81735,25228,81735,14788,81735,5111,81735,1037,81735,175,81735,36,220051,136,20.029594100022223
6,0,,2026-07-30T21:05:41.559638,2047931,81432,25051,81432,14589,81432,5028,81432,1139,81432,164,81432,26,221178,135,20.029747600026894
6,0,,2026-07-30T21:06:01.588602,2049796,81234,25148,81234,14811,81234,5027,81234,1156,81234,157,81234,31,219816,145,20.028715000022203
6,0,,2026-07-30T21:06:21.617097,2049688,81726,25321,81726,14570,81726,4983,81726,1140,81726,158,81726,33,220035,118,20.028267599991523
6,0,,2026-07-30T21:06:41.646398,2047419,81435,25039,81435,14547,81435,5046,81435,1038,81436,173,81436,35,220187,148,20.029017799999565
6,0,,2026-07-30T21:07:01.674810,2046268,82025,25313,82025,14704,82025,5127,82025,1049,82024,141,82024,31,219810,143,20.028263100015465
6,0,,2026-07-30T21:07:21.704864,2046706,81634,25146,81634,14561,81634,5261,81634,1091,81634,178,81634,31,219199,144,20.029841399984434
6,0,,2026-07-30T21:07:41.731790,2047379,81732,25231,81732,14726,81732,5210,81732,1062,81732,191,81732,37,219865,144,20.026653299981263
6,0,,2026-07-30T21:08:01.759859,2043077,81473,24756,81473,14647,81473,5167,81473,1089,81473,157,81473,27,219251,125,20.02788559999317
6,0,,2026-07-30T21:08:21.789755,2043349,81313,24977,81313,14560,81313,5199,81313,1173,81313,166,81313,28,219444,147,20.02962819999084
6,0,,2026-07-30T21:08:41.820682,2043794,81583,25081,81583,14705,81583,5193,81583,1077,81583,178,81583,25,219755,122,20.030592299997807
6,0,,2026-07-30T21:09:01.850335,2044475,81583,24950,81583,14667,81583,5117,81583,1103,81583,165,81583,32,219784,141,20.02933779999148
6,0,,2026-07-30T21:09:21.879055,2043573,81978,25032,81978,14725,81978,5181,81978,1137,81978,155,81978,35,219478,149,20.02847079996718
6,0,,2026-07-30T21:09:41.908402,2038483,81304,24813,81304,14658,81304,5097,81304,1083,81304,162,81304,29,219899,123,20.029100499989
6,0,,2026-07-30T21:10:01.938184,2041283,81464,24888,81464,14538,81464,5108,81464,1068,81464,176,81464,17,219667,139,20.02953419997357
6,0,,2026-07-30T21:10:21.967290,2038616,81201,24865,81201,14429,81201,5016,81201,1113,81201,174,81201,43,219395,111,20.028861200029496
6,0,,2026-07-30T21:10:41.996066,2040423,81207,24919,81207,14509,81207,5038,81207,1123,81207,182,81207,32,219540,157,20.02847959997598
6,0,,2026-07-30T21:11:02.025949,2041520,81405,25257,81405,14604,81405,5104,81405,1111,81405,185,81405,30,219636,116,20.029554500011727
6,0,,2026-07-30T21:11:22.053615,2037605,81448,24804,81448,14543,81448,5038,81448,1100,81448,157,81448,33,219605,128,20.027413800009526
6,0,,2026-07-30T21:11:42.082322,2034639,81334,24970,81334,14518,81334,5121,81334,1103,81334,179,81334,26,219141,141,20.028539899969473
6,0,,2026-07-30T21:12:02.112002,2037359,80929,24831,80929,14352,80929,5161,80929,1129,80929,159,80929,33,219118,130,20.029414999997243
6,0,,2026-07-30T21:12:22.140602,2036613,81290,24988,81290,14432,81290,5200,81290,1091,81290,178,81290,34,219050,126,20.028407599951606
6,0,,2026-07-30T21:12:42.167505,2035434,81497,25173,81497,14650,81497,5218,81497,1120,81497,180,81497,36,218887,117,20.026678200054448
6,0,,2026-07-30T21:13:02.196461,2033436,81149,24758,81149,14553,81149,5058,81149,1145,81149,160,81149,34,219397,139,20.028866700013168
6,0,,2026-07-30T21:13:22.225475,2034537,80908,25062,80908,14494,80908,5086,80908,1111,80908,165,80908,28,219820,144,20.028703600051813
6,0,,2026-07-30T21:13:42.255621,2032513,80850,24810,80850,14657,80850,5016,80850,1057,80850,183,80850,27,218469,136,20.029850999999326
6,0,,2026-07-30T21:14:02.285307,2029461,81741,25202,81741,14688,81741,5111,81741,1131,81741,152,81741,29,217874,124,20.029471699963324
6,0,,2026-07-30T21:14:22.313899,2028733,81049,24877,81049,14461,81049,5060,81049,1053,81049,163,81049,26,218674,132,20.028324700018857
6,0,,2026-07-30T21:14:42.342456,2032058,81398,24923,81398,14569,81398,5204,81398,1148,81398,183,81398,29,219168,120,20.028221699991263
6,0,,2026-07-30T21:15:02.371553,2031679,80943,24731,80943,14682,80943,4979,80943,1181,80943,189,80943,28,219031,125,20.028832699987106
6,0,,2026-07-30T21:15:22.400710,2032271,82328,25152,82328,14865,82328,5269,82328,1077,82328,185,82328,35,219756,161,20.028928600018844
6,0,,2026-07-30T21:15:42.429634,2033127,81477,25069,81477,14608,81477,5131,81477,1156,81477,181,81477,31,219903,137,20.028611300047487
6,0,,2026-07-30T21:16:02.458979,2035563,81305,24884,81305,14583,81305,5228,81305,1079,81305,155,81305,34,220441,145,20.029075199970976
6,0,,2026-07-30T21:16:22.488336,2034814,81593,25181,81593,14701,81593,5131,81593,1088,81593,146,81593,29,220234,129,20.029088800016325
6,0,,2026-07-30T21:16:42.515115,2035955,82058,25026,82058,14822,82058,5186,82058,1162,82058,157,82058,25,220645,134,20.026562899991404
6,0,,2026-07-30T21:17:02.545600,2034977,81498,25017,81498,14433,81498,5098,81498,1134,81498,166,81498,39,219324,131,20.03029389999574
6,0,,2026-07-30T21:17:22.575598,2035768,81275,25217,81275,14588,81275,5147,81275,1136,81275,203,81275,35,219418,129,20.029681999993045
6,0,,2026-07-30T21:17:42.627926,2039426,82345,25233,82345,14734,82345,5277,82345,1115,82345,174,82345,29,220569,129,20.051999300019816
6,0,,2026-07-30T21:18:02.656765,2038472,81623,25501,81623,14628,81623,5025,81623,1069,81623,162,81623,26,220241,134,20.028652900015004
6,0,,2026-07-30T21:18:22.685295,2037511,81688,25134,81688,14763,81688,4978,81688,1082,81688,175,81688,28,220154,128,20.02824040001724
6,0,,2026-07-30T21:18:42.714473,2040139,82230,25415,82230,14567,82230,5090,82230,1109,82230,166,82230,22,220388,132,20.028897100011818
6,0,,2026-07-30T21:19:02.745076,2041751,81917,25136,81917,14742,81917,5260,81917,1101,81917,159,81917,26,219773,149,20.030311699956656
6,0,,2026-07-30T21:19:22.773340,2041226,81957,25225,81957,14742,81957,5209,81957,1066,81957,162,81957,37,221007,134,20.027983400039375
6,0,,2026-07-30T21:19:42.802950,2038316,81718,25084,81718,14632,81718,5115,81718,1073,81718,175,81718,26,219819,125,20.029379299958237
6,0,,2026-07-30T21:20:02.832218,2044970,81857,25090,81857,14523,81857,5241,81857,1142,81857,164,81857,45,221072,146,20.02901130000828
6,0,,2026-07-30T21:20:22.861622,2043880,81640,25144,81640,14726,81640,5075,81640,1078,81640,161,81640,38,220486,149,20.029123399988748
6,0,,2026-07-30T21:20:42.888529,2045045,81716,25146,81716,14857,81716,5167,81716,1099,81716,171,81716,25,221107,155,20.026619200012647
6,0,,2026-07-30T21:21:02.917481,2041213,81776,25030,81776,14466,81776,5118,81776,1080,81776,170,81776,25,219952,123,20.02880119998008
6,0,,2026-07-30T21:21:22.948529,2043133,81777,24925,81777,14750,81777,5133,81777,1110,81777,181,81777,32,220011,124,20.030725500022527
6,0,,2026-07-30T21:21:42.976373,2044268,81935,25061,81935,14889,81935,5302,81935,1084,81935,175,81935,29,220125,129,20.027598599961493
6,0,,2026-07-30T21:22:03.003543,2043992,82386,25325,82386,14930,82386,5182,82386,1099,82386,175,82386,35,220447,135,20.027071100019384
6,0,,2026-07-30T21:22:23.032663,2046528,81838,25109,81838,14902,81838,5142,81838,1085,81838,171,81838,29,220640,153,20.02895140001783
6,0,,2026-07-30T21:22:43.059777,2047859,81422,25021,81422,14792,81422,4978,81422,1115,81422,173,81422,27,220994,140,20.02685670001665
6,0,,2026-07-30T21:23:03.088887,2047986,81387,25268,81387,14599,81387,5160,81387,1104,81387,192,81387,32,221028,125,20.028932000044733
6,0,,2026-07-30T21:23:23.117596,2051088,81598,24950,81598,14854,81598,5145,81598,1019,81598,163,81598,31,221254,157,20.02844039996853
6,0,,2026-07-30T21:23:43.146721,2048180,81658,25292,81658,14693,81658,5125,81658,1141,81658,176,81658,34,221807,139,20.028905600018334
6,0,,2026-07-30T21:24:03.175731,2045960,81819,25212,81819,14896,81819,5037,81819,1069,81819,159,81819,26,220522,115,20.028714299958665
6,0,,2026-07-30T21:24:23.203643,2045499,81347,25028,81347,14751,81347,5225,81347,1098,81347,171,81347,28,221258,139,20.02765250002267
6,0,,2026-07-30T21:24:43.233413,2045680,81634,24956,81634,14878,81634,5053,81634,1068,81634,159,81634,38,220371,132,20.02947970002424
6,0,,2026-07-30T21:25:03.262651,2046554,81582,24958,81582,14784,81582,4999,81582,1084,81582,150,81582,34,221578,144,20.029021999973338
6,0,,2026-07-30T21:25:23.290947,2045378,81502,25124,81502,14691,81502,5158,81502,1100,81502,160,81502,30,219712,134,20.027868299977854
6,0,,2026-07-30T21:25:43.320712,2046351,81495,25206,81495,14643,81495,5154,81495,1065,81495,159,81495,18,220526,157,20.029427299974486
6,0,,2026-07-30T21:26:03.351092,2047088,81756,25050,81756,14719,81756,5201,81756,1075,81756,188,81756,25,220846,132,20.030040300043765
6,0,,2026-07-30T21:26:23.379522,2048535,81308,25101,81308,14583,81308,5120,81308,1057,81308,165,81308,27,220807,126,20.028112199972384
6,0,,2026-07-30T21:26:43.408253,2049107,81843,25355,81843,14505,81843,5139,81843,1094,81843,152,81843,32,220362,102,20.02841690002242
6,0,,2026-07-30T21:27:03.436941,2047572,81846,25081,81846,14731,81846,5104,81846,1083,81846,166,81846,23,221236,149,20.02847010002006
6,0,,2026-07-30T21:27:23.466511,2045844,81252,25109,81252,14755,81252,4905,81252,1112,81252,176,81252,34,220133,147,20.029395700024907
6,0,,2026-07-30T21:27:43.495748,2048530,81611,25226,81611,14634,81611,5054,81611,1078,81611,173,81611,19,220632,124,20.02898170001572
6,0,,2026-07-30T21:28:03.525914,2050447,81860,25204,81860,14854,81860,5102,81860,1154,81860,187,81860,37,220079,130,20.029992300027516
6,0,,2026-07-30T21:28:23.554879,2049720,81981,25302,81981,14711,81981,5053,81981,1104,81981,198,81981,19,221211,158,20.02868160000071
6,0,,2026-07-30T21:28:43.584003,2046543,81606,25144,81606,14713,81606,5231,81606,1065,81606,138,81606,29,220642,145,20.028944099962246
6,0,,2026-07-30T21:29:03.613048,2047412,81951,25402,81951,14737,81951,5337,81951,1107,81951,187,81951,30,220972,114,20.028841499995906
6,0,,2026-07-30T21:29:23.642544,2048850,81422,25261,81422,14717,81422,5052,81422,1054,81422,144,81422,30,220330,117,20.029220500029624
6,0,,2026-07-30T21:29:43.671818,2050495,81781,24982,81781,14745,81781,5178,81781,1102,81781,162,81781,21,220494,126,20.029024000046775
6,0,,2026-07-30T21:30:03.700829,2046874,81467,25127,81467,14609,81467,5145,81467,1137,81467,170,81467,28,220701,139,20.028651800006628
6,0,,2026-07-30T21:30:23.730412,2047560,81990,25418,81990,14561,81990,5147,81990,1113,81990,152,81990,34,219851,145,20.029304799973033
6,0,,2026-07-30T21:30:43.759412,2046569,81865,25148,81865,14830,81865,5073,81865,1115,81865,164,81865,18,220613,119,20.028644700010773
6,0,,2026-07-30T21:31:03.790284,2045577,81854,25199,81854,14687,81854,5072,81854,1113,81854,168,81854,33,220004,145,20.030569900001865
6,0,,2026-07-30T21:31:23.820441,2044674,81361,24970,81361,14625,81361,5067,81361,1135,81361,167,81361,30,219417,137,20.02985669998452
6,0,,2026-07-30T21:31:43.850032,2045374,81757,24969,81757,14653,81757,5114,81757,1173,81757,161,81757,26,219991,114,20.02917090000119
6,0,,2026-07-30T21:32:03.879987,2042904,81104,24986,81104,14575,81104,5129,81104,1135,81104,161,81104,21,220327,138,20.029699700011406
6,0,,2026-07-30T21:32:23.908367,2045679,81178,24881,81178,14759,81178,5153,81178,1058,81178,148,81178,35,219109,126,20.028119799972046
6,0,,2026-07-30T21:32:43.938452,2043897,81409,25204,81409,14573,81409,5198,81409,1140,81409,167,81409,25,219528,137,20.029765299987048
6,0,,2026-07-30T21:33:03.967745,2042804,81320,25132,81320,14606,81320,5191,81320,1126,81320,183,81320,31,220383,131,20.028928800020367
6,0,,2026-07-30T21:33:23.997268,2041125,81822,24935,81822,14716,81822,5087,81822,1136,81822,162,81822,37,218632,133,20.029137199977413
6,0,,2026-07-30T21:33:44.026228,2040082,81398,24800,81398,14617,81398,5214,81398,1019,81398,130,81398,19,219771,147,20.028641299984884
6,0,,2026-07-30T21:34:04.055131,2039623,81717,24914,81717,14800,81717,5114,81717,1060,81717,182,81717,33,219765,129,20.02861560002202
6,0,,2026-07-30T21:34:24.083686,2033425,80896,24629,80896,14701,80896,5051,80896,1043,80896,172,80896,25,219381,128,20.028227999981027
6,0,,2026-07-30T21:34:44.111586,2039489,81707,24971,81707,15004,81707,5120,81707,1102,81707,150,81707,30,219752,124,20.02766210003756
6,0,,2026-07-30T21:35:04.142237,2039588,81316,24922,81316,14624,81316,5096,81316,1059,81316,164,81316,26,219207,139,20.030371800006833
6,0,,2026-07-30T21:35:24.172206,2037829,81625,24960,81625,14719,81625,5221,81625,1126,81625,158,81625,32,218851,129,20.029576500004623
6,0,,2026-07-30T21:35:44.199959,2037382,81338,24941,81338,14478,81338,5162,81338,1108,81338,180,81338,29,219656,127,20.02745789999608
6,0,,2026-07-30T21:36:04.228921,2037022,81445,24931,81445,14496,81445,5210,81445,1113,81445,174,81445,33,218528,150,20.028777699975763
6,0,,2026-07-30T21:36:24.258274,2035422,81005,24853,81005,14623,81005,5092,81005,1128,81005,160,81005,34,220056,137,20.0290128000197
6,0,,2026-07-30T21:36:44.287847,2035148,81819,25009,81819,14660,81819,5149,81819,1109,81819,160,81819,28,219089,144,20.0293168000062
