N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch7,coinc_ch7,int_time
3,1,,2026-07-29T17:46:02.692427,99409,9462,3700,9462,619,9462,28,13,0,1.0277130999893416
3,1,,2026-07-29T17:46:03.722305,99900,9707,3806,9707,719,9707,20,15,0,1.0294833999942057
3,1,,2026-07-29T17:46:04.750688,98741,9561,3792,9561,685,9561,18,10,0,1.0281346999981906
3,1,,2026-07-29T17:46:05.778421,99723,9626,3757,9626,682,9626,24,14,0,1.0272821999969892
3,1,,2026-07-29T17:46:06.808335,99126,9552,3702,9552,670,9552,24,19,0,1.0296070000040345
3,1,,2026-07-29T17:46:07.837136,99413,9638,3769,9638,664,9638,28,16,0,1.0281870999897365
3,1,,2026-07-29T17:46:08.867161,99699,9580,3779,9580,655,9580,28,9,0,1.0295441999915056
3,1,,2026-07-29T17:46:09.895852,99267,9548,3746,9548,682,9548,31,17,0,1.02739410000504
3,1,,2026-07-29T17:46:10.925172,99413,9461,3706,9461,616,9461,17,14,0,1.0290105999738444
3,1,,2026-07-29T17:46:11.953458,100102,9583,3713,9583,662,9583,21,12,0,1.0279116000165232
3,1,,2026-07-29T17:46:12.982339,99839,9656,3815,9656,703,9656,19,12,0,1.0285727999871597
3,1,,2026-07-29T17:46:14.010148,99207,9560,3741,9560,639,9560,23,10,0,1.0272941999719478
3,1,,2026-07-29T17:46:15.039002,100015,9589,3784,9589,666,9589,28,8,0,1.0283339000015985
3,1,,2026-07-29T17:46:16.067453,99529,9587,3820,9587,638,9587,24,9,0,1.028010500012897
3,1,,2026-07-29T17:46:17.096051,99197,9475,3766,9475,656,9475,22,9,0,1.0282049000088591
3,1,,2026-07-29T17:46:18.126013,100018,9744,3828,9744,691,9744,20,13,0,1.0296358999912627
3,1,,2026-07-29T17:46:19.155864,99900,9748,3802,9748,660,9748,29,11,0,1.0293243000051007
3,1,,2026-07-29T17:46:20.184597,99559,9541,3714,9541,676,9541,26,14,0,1.0284817999927327
3,1,,2026-07-29T17:46:21.212297,99084,9506,3765,9506,614,9506,29,13,0,1.0274705000047106
3,1,,2026-07-29T17:46:22.238458,98857,9521,3748,9521,675,9521,16,10,0,1.0259937999944668
3,1,,2026-07-29T17:46:23.264583,98217,9411,3662,9411,652,9411,18,9,0,1.0259317999880295
3,1,,2026-07-29T17:46:24.292427,99605,9575,3715,9575,648,9575,26,15,0,1.0276649000006728
3,1,,2026-07-29T17:46:25.322200,99271,9617,3768,9617,617,9617,16,9,0,1.029393600008916
3,1,,2026-07-29T17:46:26.351955,99650,9495,3735,9495,680,9495,23,8,0,1.0293749999837019
3,1,,2026-07-29T17:46:27.381288,99864,9548,3763,9548,739,9548,20,12,0,1.0289365999924485
3,1,,2026-07-29T17:46:28.408844,99137,9523,3746,9523,666,9523,21,18,0,1.0270867999934126
3,1,,2026-07-29T17:46:29.436651,98862,9571,3789,9571,658,9571,23,7,0,1.0274317000003066
3,1,,2026-07-29T17:46:30.466099,99561,9544,3753,9544,698,9544,25,9,0,1.0290764999808744
3,1,,2026-07-29T17:46:31.493254,99194,9577,3804,9577,657,9577,24,12,0,1.0268893000029493
3,1,,2026-07-29T17:46:32.521323,98867,9705,3740,9705,714,9705,26,11,0,1.0277687999769114
3,1,,2026-07-29T17:46:33.549975,99530,9691,3813,9691,691,9691,22,4,0,1.028344999998808
3,1,,2026-07-29T17:46:34.579277,99532,9550,3733,9550,642,9550,27,15,0,1.029023099981714
3,1,,2026-07-29T17:46:35.608722,99442,9466,3787,9466,670,9466,19,12,0,1.0289876000024378
3,1,,2026-07-29T17:46:36.636717,100702,9709,3775,9709,718,9709,24,12,0,1.0275497999973595
3,1,,2026-07-29T17:46:37.663954,99348,9634,3828,9634,662,9634,22,12,0,1.026911499997368
3,1,,2026-07-29T17:46:38.691755,99704,9479,3716,9479,645,9479,21,13,0,1.0275743000092916
3,1,,2026-07-29T17:46:39.720012,99396,9795,3886,9795,657,9795,29,10,0,1.027934500016272
3,1,,2026-07-29T17:46:40.748486,99632,9597,3700,9597,716,9597,16,11,0,1.0281615999992937
3,1,,2026-07-29T17:46:41.778006,99220,9572,3709,9572,644,9572,31,9,0,1.0292316999984905
3,1,,2026-07-29T17:46:42.807772,100140,9549,3736,9549,652,9549,25,13,0,1.0293569999921601
3,1,,2026-07-29T17:46:43.837627,100166,9537,3705,9537,630,9537,33,13,0,1.0293273999996018
3,1,,2026-07-29T17:46:44.868059,99684,9600,3783,9600,668,9600,23,8,0,1.0302005000121426
3,1,,2026-07-29T17:46:45.897325,99565,9629,3749,9629,663,9629,19,15,0,1.0289167999872006
3,1,,2026-07-29T17:46:46.926238,99749,9562,3701,9562,694,9562,21,10,0,1.0284587999922223
3,1,,2026-07-29T17:46:47.956164,100063,9601,3767,9601,640,9601,23,18,0,1.0295087000122294
3,1,,2026-07-29T17:46:48.984826,99432,9559,3639,9559,657,9559,31,8,0,1.0283869999984745
3,1,,2026-07-29T17:46:50.012567,99670,9516,3752,9516,669,9516,23,11,0,1.0273390000220388
3,1,,2026-07-29T17:46:51.041295,99208,9440,3667,9440,608,9440,27,13,0,1.0282071999972686
3,1,,2026-07-29T17:46:52.071239,99588,9718,3693,9718,703,9718,12,11,0,1.0294248999853153
3,1,,2026-07-29T17:46:53.101619,100210,9760,3864,9760,655,9760,33,12,0,1.02997289999621
3,1,,2026-07-29T17:46:54.131580,99829,9381,3707,9381,646,9381,25,20,0,1.0294493999972474
3,1,,2026-07-29T17:46:55.160813,99520,9616,3767,9616,618,9616,21,11,0,1.028879199991934
3,1,,2026-07-29T17:46:56.191186,99559,9660,3737,9660,665,9660,24,13,0,1.0301247999886982
3,1,,2026-07-29T17:46:57.220862,99265,9441,3779,9441,627,9441,20,14,0,1.0294145000225399
3,1,,2026-07-29T17:46:58.250194,99656,9587,3764,9587,650,9587,29,13,0,1.028905700019095
3,1,,2026-07-29T17:46:59.280952,99702,9651,3745,9651,645,9651,21,16,0,1.0302032000035979
3,1,,2026-07-29T17:47:00.309084,99981,9533,3765,9533,636,9533,20,9,0,1.0276994000014383
3,1,,2026-07-29T17:47:01.338023,98966,9760,3832,9760,673,9760,27,15,0,1.028737499989802
3,1,,2026-07-29T17:47:02.368236,99884,9587,3663,9587,684,9587,20,13,0,1.0300548000086565
3,1,,2026-07-29T17:47:03.398544,99684,9462,3699,9462,665,9462,15,12,0,1.02993369998876
3,1,,2026-07-29T17:47:04.428417,99361,9569,3745,9569,675,9569,26,10,0,1.0292299000138883
3,1,,2026-07-29T17:47:05.458748,99180,9614,3741,9614,643,9614,18,11,0,1.029688000009628
3,1,,2026-07-29T17:47:06.489402,100119,9661,3858,9661,661,9661,30,12,0,1.0299596000113524
3,1,,2026-07-29T17:47:07.519005,100338,9633,3821,9633,625,9633,24,13,0,1.0291236999910325
3,1,,2026-07-29T17:47:08.548409,99499,9669,3695,9669,666,9669,22,11,0,1.0289054000168107
3,1,,2026-07-29T17:47:09.576758,99682,9571,3808,9571,638,9571,22,6,0,1.027955199999269
3,1,,2026-07-29T17:47:10.605415,99527,9642,3818,9642,649,9642,21,13,0,1.028369700012263
3,2,,2026-07-29T17:47:14.424349,98899,10168,4396,10168,298,10168,5,7,0,1.0278551000228617
3,2,,2026-07-29T17:47:15.452672,99240,10167,4493,10167,293,10167,6,13,0,1.0278259000042453
3,2,,2026-07-29T17:47:16.482714,99596,10407,4572,10407,303,10407,9,13,0,1.0296565999742597
3,2,,2026-07-29T17:47:17.509889,99273,10140,4463,10140,291,10140,11,9,0,1.026745800016215
3,2,,2026-07-29T17:47:18.538161,99386,10026,4371,10026,298,10026,5,10,0,1.0279729000176303
3,2,,2026-07-29T17:47:19.566034,98861,10157,4463,10158,322,10158,3,8,0,1.027698199992301
3,2,,2026-07-29T17:47:20.593910,99603,10157,4481,10156,295,10156,5,8,0,1.027544400014449
3,2,,2026-07-29T17:47:21.621876,98807,10124,4368,10124,275,10124,15,14,0,1.0275914999947418
3,2,,2026-07-29T17:47:22.649958,98962,9990,4318,9990,307,9990,6,10,0,1.027561599999899
3,2,,2026-07-29T17:47:23.678499,99162,10042,4445,10042,294,10042,5,23,0,1.0282127999817021
3,2,,2026-07-29T17:47:24.706797,99803,10077,4473,10077,296,10077,7,11,0,1.027842800016515
3,2,,2026-07-29T17:47:25.734458,99585,10125,4364,10125,310,10125,7,10,0,1.027313900005538
3,2,,2026-07-29T17:47:26.764240,99547,10215,4509,10215,293,10215,9,12,0,1.0296115000091959
3,2,,2026-07-29T17:47:27.794770,99491,9923,4332,9923,254,9923,8,12,0,1.0300996000005398
3,2,,2026-07-29T17:47:28.824519,99614,10018,4345,10018,266,10018,8,9,0,1.0292403000057675
3,2,,2026-07-29T17:47:29.854298,99972,10214,4471,10214,321,10214,6,14,0,1.0290983000013512
3,2,,2026-07-29T17:47:30.883450,99256,10237,4452,10237,333,10237,8,10,0,1.0288069999951404
3,2,,2026-07-29T17:47:31.912709,99731,10112,4528,10112,283,10112,7,12,0,1.0289047999831382
3,2,,2026-07-29T17:47:32.941891,99204,10176,4406,10176,321,10176,2,8,0,1.0288023999892175
3,2,,2026-07-29T17:47:33.971709,99765,10165,4423,10165,292,10165,9,5,0,1.0293649999948684
3,2,,2026-07-29T17:47:35.001716,99631,10250,4446,10250,301,10250,3,8,0,1.0297618999902625
3,2,,2026-07-29T17:47:36.030910,99128,10126,4457,10126,313,10126,4,19,0,1.0287035999936052
3,2,,2026-07-29T17:47:37.060391,99530,10238,4553,10238,333,10238,7,13,0,1.0290594999969471
3,2,,2026-07-29T17:47:38.088649,99460,10246,4499,10246,310,10246,8,14,0,1.0278669999970589
3,2,,2026-07-29T17:47:39.117879,99445,10229,4514,10229,286,10229,4,5,0,1.0288258999935351
