N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch7,coinc_ch7,int_time
3,2,,2026-07-29T17:47:40.146715,99464,10233,4530,10233,304,10233,8,11,0,1.028526400012197
3,2,,2026-07-29T17:47:41.176227,99912,10210,4565,10210,261,10210,5,13,0,1.0289737000130117
3,2,,2026-07-29T17:47:42.205849,100084,10193,4486,10193,306,10193,7,8,0,1.0292494999885093
3,2,,2026-07-29T17:47:43.234655,99625,10094,4445,10094,270,10094,5,18,0,1.028254700009711
3,2,,2026-07-29T17:47:44.263527,99907,10198,4498,10198,301,10198,5,8,0,1.02831240001251
3,2,,2026-07-29T17:47:45.293538,98997,10190,4408,10190,302,10190,5,13,0,1.029661800013855
3,2,,2026-07-29T17:47:46.323586,100010,10176,4442,10176,315,10176,5,13,0,1.0293877999938559
3,2,,2026-07-29T17:47:47.353859,99562,10161,4484,10161,307,10161,9,7,0,1.0291780999978073
3,2,,2026-07-29T17:47:48.383269,99773,10088,4443,10088,278,10088,7,16,0,1.0290410000015981
3,2,,2026-07-29T17:47:49.411958,99364,10231,4496,10231,290,10231,5,13,0,1.028267700021388
3,2,,2026-07-29T17:47:50.440139,99870,10248,4484,10248,297,10248,8,13,0,1.0277534000051674
3,2,,2026-07-29T17:47:51.468265,99241,10230,4504,10230,288,10230,1,4,0,1.0277999000099953
3,2,,2026-07-29T17:47:52.497621,100003,10122,4458,10122,291,10122,12,9,0,1.029072700010147
3,2,,2026-07-29T17:47:53.525235,99615,10215,4558,10215,285,10215,6,11,0,1.0271155000082217
3,2,,2026-07-29T17:47:54.554142,99142,10286,4498,10286,345,10286,7,14,0,1.0285880000155885
3,2,,2026-07-29T17:47:55.583344,99417,10227,4430,10227,301,10227,7,9,0,1.0288439999858383
3,2,,2026-07-29T17:47:56.612173,99389,10254,4485,10254,295,10254,9,16,0,1.0283312000101432
3,2,,2026-07-29T17:47:57.641182,99791,10424,4523,10424,301,10424,3,16,0,1.0285906000062823
3,2,,2026-07-29T17:47:58.670513,99143,10150,4419,10150,297,10150,5,7,0,1.0288615000026766
3,2,,2026-07-29T17:47:59.699979,99545,10202,4429,10202,307,10202,3,8,0,1.0291131000267342
3,2,,2026-07-29T17:48:00.730765,99322,10355,4425,10355,303,10355,12,14,0,1.030181200010702
3,2,,2026-07-29T17:48:01.759119,99257,10254,4549,10254,302,10254,3,13,0,1.0279562000068836
3,2,,2026-07-29T17:48:02.789951,99713,10103,4467,10103,309,10103,10,8,0,1.030467700009467
3,2,,2026-07-29T17:48:03.819753,99996,10051,4515,10051,289,10051,7,8,0,1.0293612999957986
3,2,,2026-07-29T17:48:04.849127,99374,10300,4585,10300,329,10300,4,10,0,1.0288296000217088
3,2,,2026-07-29T17:48:05.877259,99607,10007,4446,10007,282,10007,5,11,0,1.0277099999948405
3,2,,2026-07-29T17:48:06.907223,99255,10202,4444,10202,289,10202,8,8,0,1.0294711000169627
3,2,,2026-07-29T17:48:07.935849,99778,10368,4494,10368,320,10368,11,17,0,1.0282352000067476
3,2,,2026-07-29T17:48:08.966391,99867,10370,4618,10370,290,10370,6,12,0,1.0301841000036802
3,2,,2026-07-29T17:48:09.995437,99385,10115,4397,10115,284,10115,5,11,0,1.0285948000091594
3,2,,2026-07-29T17:48:11.026288,99450,10347,4460,10347,295,10347,8,13,0,1.0303848999901675
3,2,,2026-07-29T17:48:12.054788,99338,10087,4287,10087,279,10087,7,13,0,1.0281040999980178
3,2,,2026-07-29T17:48:13.083236,99596,10070,4404,10070,307,10070,8,9,0,1.027961799991317
3,2,,2026-07-29T17:48:14.111820,99721,10096,4422,10096,291,10096,8,8,0,1.0282531999982893
3,2,,2026-07-29T17:48:15.141330,99574,10196,4430,10196,293,10196,8,8,0,1.0291599000047427
3,2,,2026-07-29T17:48:16.170628,99690,10026,4457,10026,286,10026,9,13,0,1.0287725999951363
3,2,,2026-07-29T17:48:17.199565,99220,10128,4484,10128,268,10128,10,15,0,1.0285636000044178
3,2,,2026-07-29T17:48:18.229666,99631,10414,4521,10414,319,10414,10,11,0,1.0296461999823805
3,2,,2026-07-29T17:48:19.258989,99740,10103,4489,10103,294,10103,8,9,0,1.028793699981179
3,2,,2026-07-29T17:48:20.286550,99310,10034,4397,10034,296,10034,5,15,0,1.0270294999936596
3,2,,2026-07-29T17:48:21.315166,99434,10009,4443,10009,313,10009,7,6,0,1.0283065999974497
3,2,,2026-07-29T17:48:22.345442,99057,9999,4358,9999,302,9999,7,11,0,1.0298797999857925
3,2,,2026-07-29T17:48:23.375159,99404,10073,4472,10073,295,10073,6,13,0,1.0292442000063602
3,2,,2026-07-29T17:48:24.403236,99717,10239,4543,10239,328,10239,4,9,0,1.0274843999941368
3,2,,2026-07-29T17:48:25.432134,99557,9964,4241,9964,294,9964,13,16,0,1.0286874999874271
3,2,,2026-07-29T17:48:26.461112,99272,10028,4464,10028,289,10028,10,16,0,1.0285856999980751
3,2,,2026-07-29T17:48:27.490758,99201,10216,4478,10216,282,10216,6,13,0,1.0292707000044174
3,2,,2026-07-29T17:48:28.520231,100403,10323,4538,10323,312,10323,10,8,0,1.0289025999954902
3,2,,2026-07-29T17:48:29.550706,99805,10190,4527,10190,322,10190,0,18,0,1.0300808000029065
3,2,,2026-07-29T17:48:30.578118,100082,10111,4329,10111,344,10111,12,10,0,1.0270116000028793
3,2,,2026-07-29T17:48:31.608247,99417,10043,4314,10043,311,10043,7,11,0,1.0297011000220664
3,2,,2026-07-29T17:48:32.637425,98859,10089,4464,10089,284,10089,8,8,0,1.0289001999772154
3,2,,2026-07-29T17:48:33.665944,99785,10062,4389,10062,288,10062,5,14,0,1.0280575999931898
3,2,,2026-07-29T17:48:34.693851,99374,10142,4418,10142,315,10142,8,14,0,1.027469900000142
3,2,,2026-07-29T17:48:35.721192,99190,10148,4445,10148,314,10148,8,17,0,1.0270482999912929
3,2,,2026-07-29T17:48:36.749483,99437,10149,4473,10149,278,10149,10,10,0,1.0279407000052743
3,2,,2026-07-29T17:48:37.778203,98906,10097,4389,10097,288,10097,6,14,0,1.028340400021989
3,2,,2026-07-29T17:48:38.807036,99674,10204,4429,10204,312,10204,2,12,0,1.0285672000027262
3,2,,2026-07-29T17:48:39.837069,100205,10215,4422,10215,283,10215,3,7,0,1.0296664999914356
3,2,,2026-07-29T17:48:40.864958,99881,10060,4349,10060,312,10060,2,11,0,1.027426699991338
3,2,,2026-07-29T17:48:41.893456,99360,10095,4426,10095,286,10096,7,8,0,1.0281817999784835
3,2,,2026-07-29T17:48:42.922154,99290,10198,4464,10198,303,10197,13,10,0,1.0283722000021953
3,2,,2026-07-29T17:48:43.950899,99405,9991,4322,9991,298,9991,11,19,0,1.028322300000582
3,2,,2026-07-29T17:48:44.979767,99533,9983,4338,9983,284,9983,7,10,0,1.0284318000194617
3,2,,2026-07-29T17:48:46.008805,98904,10103,4458,10103,290,10103,6,17,0,1.0286219000117853
3,2,,2026-07-29T17:48:47.036579,99650,10372,4622,10372,306,10372,8,14,0,1.0273986000102013
3,2,,2026-07-29T17:48:48.066068,99583,10063,4436,10063,297,10063,9,11,0,1.0292459999909624
3,2,,2026-07-29T17:48:49.095259,99775,10130,4382,10130,324,10130,2,13,0,1.028594500006875
3,2,,2026-07-29T17:48:50.125361,99617,10262,4440,10262,277,10262,13,15,0,1.0294860000140034
3,2,,2026-07-29T17:48:51.156298,99894,10116,4423,10116,306,10116,3,16,0,1.0306290999869816
3,2,,2026-07-29T17:48:52.185230,100199,10087,4431,10087,301,10087,11,10,0,1.028532099997392
3,2,,2026-07-29T17:48:53.214402,98850,10046,4404,10046,302,10046,4,14,0,1.0288451999949757
3,2,,2026-07-29T17:48:54.243641,99768,10258,4503,10258,311,10258,11,11,0,1.0288266999996267
3,2,,2026-07-29T17:48:55.273315,99463,10135,4496,10135,291,10135,9,9,0,1.0293172000092454
3,2,,2026-07-29T17:48:56.301759,99463,10236,4449,10236,315,10236,12,8,0,1.0281114999961574
3,2,,2026-07-29T17:48:57.329699,99850,10180,4468,10180,320,10180,5,10,0,1.0276852000097279
3,2,,2026-07-29T17:48:58.359010,99246,9960,4414,9960,279,9960,5,8,0,1.0288504000054672
3,2,,2026-07-29T17:48:59.388863,99916,10125,4361,10125,315,10125,4,14,0,1.029517199989641
3,2,,2026-07-29T17:49:00.419671,100244,10173,4565,10173,292,10173,10,14,0,1.030513699981384
3,2,,2026-07-29T17:49:01.448576,100045,10241,4412,10241,301,10241,5,14,0,1.0284621999890078
3,2,,2026-07-29T17:49:02.475859,99603,10226,4524,10226,340,10226,6,7,0,1.0270879000017885
3,2,,2026-07-29T17:49:03.504095,99178,9902,4354,9902,286,9902,11,16,0,1.0278304999810643
3,2,,2026-07-29T17:49:04.531273,99130,10174,4488,10174,296,10174,6,14,0,1.026802400010638
3,2,,2026-07-29T17:49:05.559678,99887,10178,4447,10178,332,10178,5,10,0,1.028185500006657
3,2,,2026-07-29T17:49:06.587634,99560,10049,4250,10049,311,10049,3,10,0,1.0276398000132758
3,2,,2026-07-29T17:49:07.615655,99186,10329,4445,10329,318,10329,8,18,0,1.0277497000060976
3,2,,2026-07-29T17:49:08.643630,99479,10112,4518,10112,272,10112,7,7,0,1.0276757999963593
3,2,,2026-07-29T17:49:09.671821,99188,10219,4446,10219,296,10219,11,17,0,1.0279461000172887
3,2,,2026-07-29T17:49:10.699099,99638,10278,4506,10278,287,10278,8,11,0,1.02709750001668
3,2,,2026-07-29T17:49:11.729624,99556,10185,4487,10185,311,10185,6,16,0,1.0302898999943864
3,2,,2026-07-29T17:49:12.759436,99205,10278,4491,10278,293,10278,8,11,0,1.0293996999971569
3,2,,2026-07-29T17:49:13.787766,99082,9963,4403,9963,304,9963,5,10,0,1.02811029998702
3,3,,2026-07-29T17:49:28.295117,99095,9299,4103,9299,14,9299,94,11,0,1.0267600000079256
3,3,,2026-07-29T17:49:29.323289,98833,9296,4108,9296,16,9296,109,11,0,1.027939299994614
3,3,,2026-07-29T17:49:30.351084,99152,9247,4088,9247,13,9247,121,14,0,1.0274932000029366
3,3,,2026-07-29T17:49:31.378891,99246,9257,4022,9257,15,9257,108,12,0,1.0274969000020064
3,3,,2026-07-29T17:49:32.406227,98823,9333,4198,9333,13,9333,105,13,0,1.0270093999861274
3,3,,2026-07-29T17:49:33.434026,99581,9533,4192,9533,10,9533,125,13,0,1.0275825000135228
3,3,,2026-07-29T17:49:34.462955,99381,9091,4049,9091,14,9091,99,8,0,1.0285532999841962
3,3,,2026-07-29T17:49:35.491053,99396,9236,4112,9236,18,9236,109,15,0,1.0277195000089705
3,3,,2026-07-29T17:49:36.518214,99069,9180,4000,9180,14,9180,106,13,0,1.0268321000039577
3,3,,2026-07-29T17:49:37.545835,99233,9239,4093,9239,17,9239,124,10,0,1.027332199999364
3,3,,2026-07-29T17:49:38.573823,99250,9129,3954,9129,16,9129,101,9,0,1.027773600013461
3,3,,2026-07-29T17:49:39.602541,99257,9371,4087,9371,14,9371,100,14,0,1.0284150999796111
3,3,,2026-07-29T17:49:40.633326,99599,9295,4033,9295,14,9295,110,14,0,1.0304038999893237
3,3,,2026-07-29T17:49:41.663266,98950,9291,4087,9291,14,9291,111,11,0,1.0294130000111181
3,3,,2026-07-29T17:49:42.691976,98776,9100,4045,9100,7,9100,97,9,0,1.0282620000070892
3,3,,2026-07-29T17:49:43.722966,99204,9236,4033,9236,13,9236,114,16,0,1.0305727000231855
3,3,,2026-07-29T17:49:44.752644,99786,9341,4156,9341,13,9341,117,9,0,1.0294281000096817
3,3,,2026-07-29T17:49:45.782562,99283,9316,4148,9316,10,9316,95,10,0,1.0294223999953829
3,3,,2026-07-29T17:49:46.810690,98958,9324,4052,9324,10,9324,117,12,0,1.0277347000082955
3,3,,2026-07-29T17:49:47.840817,99699,9226,4025,9226,11,9226,105,11,0,1.029682899999898
3,3,,2026-07-29T17:49:48.871532,99746,9228,4050,9228,13,9228,92,11,0,1.0302162999869324
3,3,,2026-07-29T17:49:49.901420,99372,9245,4078,9245,10,9245,123,15,0,1.0294655000034254
3,3,,2026-07-29T17:49:50.930071,99326,9159,3986,9159,14,9159,120,15,0,1.028194100013934
3,3,,2026-07-29T17:49:51.958939,99241,9315,4116,9315,16,9315,93,14,0,1.0284029000031296
3,3,,2026-07-29T17:49:52.987488,99996,9276,4022,9276,17,9276,120,8,0,1.0280743000039365
3,3,,2026-07-29T17:49:54.016048,99763,9538,4216,9538,16,9538,120,9,0,1.02822120001656
3,3,,2026-07-29T17:49:55.046096,99785,9019,3982,9019,13,9019,112,14,0,1.0296476999938022
3,3,,2026-07-29T17:49:56.075925,99872,9354,4108,9354,16,9354,109,13,0,1.0292711000074632
3,3,,2026-07-29T17:49:57.105683,99370,9227,4056,9227,14,9227,114,11,0,1.0292251000064425
3,3,,2026-07-29T17:49:58.136049,99576,9176,4098,9176,11,9176,84,10,0,1.0299899999808986
3,3,,2026-07-29T17:49:59.166504,99142,9145,4126,9145,20,9145,86,10,0,1.0299374000169337
3,3,,2026-07-29T17:50:00.195896,99973,9367,4112,9367,8,9367,100,10,0,1.0288623000087682
3,3,,2026-07-29T17:50:01.224848,99023,9303,4072,9303,6,9303,89,7,0,1.028489799995441
3,3,,2026-07-29T17:50:02.253902,99517,9253,4115,9253,8,9253,107,9,0,1.028614499984542
3,3,,2026-07-29T17:50:03.283292,99044,9219,3964,9219,15,9219,113,15,0,1.0289094999898225
3,3,,2026-07-29T17:50:04.312900,99820,9411,4151,9411,14,9411,110,8,0,1.0290380000078585
3,3,,2026-07-29T17:50:05.342520,98970,9213,4159,9213,15,9213,97,15,0,1.0292517000052612
3,3,,2026-07-29T17:50:06.372092,99829,9342,4107,9342,11,9342,113,6,0,1.0292020000051707
3,3,,2026-07-29T17:50:07.401467,99670,9261,4037,9261,15,9261,107,12,0,1.0288821999856737
3,3,,2026-07-29T17:50:08.431526,99658,9113,3997,9113,17,9113,115,14,0,1.0297077000141144
3,3,,2026-07-29T17:50:09.459950,99637,9214,3992,9214,16,9214,120,15,0,1.027938399987761
3,3,,2026-07-29T17:50:10.489378,99513,9411,4104,9411,6,9411,107,11,0,1.0288867999915965
3,3,,2026-07-29T17:50:11.517697,98990,9400,4119,9400,13,9400,130,10,0,1.0279360999993514
3,3,,2026-07-29T17:50:12.545670,99738,9171,4019,9171,12,9171,114,11,0,1.027770699991379
3,3,,2026-07-29T17:50:13.575399,99545,9345,4042,9345,14,9345,94,9,0,1.0293932000058703
3,3,,2026-07-29T17:50:14.604089,99323,9189,4000,9189,13,9189,99,19,0,1.0280318000004627
3,3,,2026-07-29T17:50:15.633984,99172,9342,4133,9342,11,9342,108,17,0,1.029527099977713
3,3,,2026-07-29T17:50:16.661544,99191,9274,4051,9274,13,9274,111,10,0,1.027307699987432
3,3,,2026-07-29T17:50:17.692206,99529,9185,4037,9185,15,9185,119,16,0,1.0302219000004698
3,3,,2026-07-29T17:50:18.721395,99344,9350,4109,9350,23,9350,106,13,0,1.0285549999971408
3,3,,2026-07-29T17:50:19.750562,100005,9331,4043,9331,13,9331,135,17,0,1.028766600007657
3,3,,2026-07-29T17:50:20.778302,99658,9348,4203,9348,15,9348,95,13,0,1.0273642000101972
3,3,,2026-07-29T17:50:21.806635,99045,9270,4006,9270,14,9270,83,13,0,1.0279942999768537
3,3,,2026-07-29T17:50:22.836038,99315,9301,4062,9301,15,9301,106,10,0,1.0289985999988858
3,3,,2026-07-29T17:50:23.863571,99548,9242,4030,9242,13,9242,122,12,0,1.0271833000006154
3,3,,2026-07-29T17:50:24.892017,99346,9300,4092,9300,16,9300,121,17,0,1.0281799000222236
3,3,,2026-07-29T17:50:25.922076,99632,9398,4154,9398,13,9398,116,11,0,1.029459700017469
3,3,,2026-07-29T17:50:26.950885,99111,9242,4077,9242,15,9242,111,16,0,1.0285815999959596
3,3,,2026-07-29T17:50:27.980168,98956,9429,4093,9429,18,9429,118,10,0,1.0288620000064839
3,3,,2026-07-29T17:50:29.008588,99624,9388,4093,9388,16,9388,104,10,0,1.0279162999941036
3,3,,2026-07-29T17:50:30.037729,99346,9309,4125,9309,11,9309,120,13,0,1.0286234999948647
3,3,,2026-07-29T17:50:31.066010,99460,9386,4063,9386,17,9386,102,15,0,1.027864600007888
3,3,,2026-07-29T17:50:32.095965,99653,9231,4088,9231,22,9231,130,11,0,1.0296156000113115
3,3,,2026-07-29T17:50:33.125689,99951,9216,4061,9216,10,9216,113,15,0,1.0292003999929875
3,3,,2026-07-29T17:50:34.155518,99205,9147,4007,9147,13,9147,90,15,0,1.0294281000096817
3,3,,2026-07-29T17:50:35.183226,98974,9271,4107,9271,12,9271,91,19,0,1.0273850999947172
3,3,,2026-07-29T17:50:36.212594,99396,9268,4128,9268,21,9268,88,9,0,1.029097200022079
3,3,,2026-07-29T17:50:37.241073,99818,9347,4160,9347,10,9347,113,9,0,1.0281144000182394
3,3,,2026-07-29T17:50:38.269502,99209,9296,4054,9296,7,9296,114,11,0,1.027999500016449
3,3,,2026-07-29T17:50:39.298551,99370,9247,4093,9247,9,9247,108,11,0,1.028716999979224
3,3,,2026-07-29T17:50:40.326556,99316,9290,4071,9290,11,9290,102,16,0,1.0275285000097938
3,3,,2026-07-29T17:50:41.355949,99607,9317,4083,9317,9,9317,106,9,0,1.0290702999918722
3,3,,2026-07-29T17:50:42.385080,98974,9283,4031,9283,12,9283,99,14,0,1.0288116000010632
3,3,,2026-07-29T17:50:43.415283,99344,9101,3914,9101,14,9101,114,7,0,1.0298433999996632
3,3,,2026-07-29T17:50:44.445327,99907,9348,4196,9348,10,9348,107,15,0,1.0295672000211198
3,3,,2026-07-29T17:50:45.474242,99817,9363,4125,9363,17,9363,98,14,0,1.0284503000148106
3,3,,2026-07-29T17:50:46.503375,99513,9201,4191,9201,15,9201,107,11,0,1.0288521999900695
3,3,,2026-07-29T17:50:47.534396,99717,9379,4132,9379,18,9379,110,10,0,1.0304847999941558
3,3,,2026-07-29T17:50:48.562229,99681,9373,4116,9373,6,9373,109,8,0,1.0274185000162106
3,3,,2026-07-29T17:50:49.590168,99303,9334,4123,9334,12,9334,103,16,0,1.027582499984419
3,3,,2026-07-29T17:50:50.618590,99035,9139,3919,9139,8,9139,122,13,0,1.0280739000008907
3,3,,2026-07-29T17:50:51.645894,99686,9442,4093,9442,16,9442,109,14,0,1.026968099991791
3,3,,2026-07-29T17:50:52.674682,98903,9190,4038,9190,15,9190,105,17,0,1.02847789999214
3,3,,2026-07-29T17:50:53.703523,99296,9182,4037,9182,14,9182,83,15,0,1.0285902000032365
3,3,,2026-07-29T17:50:54.732353,99632,9311,4030,9311,12,9311,90,8,0,1.0284281999920495
3,3,,2026-07-29T17:50:55.761502,98957,9189,4010,9189,9,9189,102,8,0,1.0288350000046194
3,3,,2026-07-29T17:50:56.791134,99622,9420,4155,9420,13,9420,97,10,0,1.0291914000117686
3,3,,2026-07-29T17:50:57.819830,99492,9189,4116,9189,12,9189,119,16,0,1.0283053999883123
3,3,,2026-07-29T17:50:58.851930,99109,9061,3896,9061,11,9061,91,11,0,1.0317941999819595
3,3,,2026-07-29T17:50:59.880193,99994,9279,4088,9279,19,9279,105,16,0,1.027792499982752
3,3,,2026-07-29T17:51:00.909825,99231,9339,4036,9339,10,9339,136,11,0,1.0292354999983218
3,3,,2026-07-29T17:51:01.938225,99080,9206,4023,9206,14,9206,116,9,0,1.0280542999971658
3,3,,2026-07-29T17:51:02.967014,99375,9352,4087,9352,15,9352,110,12,0,1.0285538000171073
3,3,,2026-07-29T17:51:03.995585,99310,9448,4237,9448,12,9448,108,19,0,1.0281087000039406
3,3,,2026-07-29T17:51:05.025997,99419,9236,4069,9236,10,9236,102,12,0,1.029901300003985
3,3,,2026-07-29T17:51:06.056255,99187,9179,4073,9179,10,9179,90,10,0,1.0299177000124473
3,3,,2026-07-29T17:51:07.083831,99744,9346,4126,9346,14,9346,105,12,0,1.027130300004501
3,3,,2026-07-29T17:51:08.110576,99037,9434,4099,9434,9,9434,108,8,0,1.026452899997821
3,3,,2026-07-29T17:51:09.139625,99757,9199,4081,9199,9,9199,105,6,0,1.028866200009361
3,3,,2026-07-29T17:51:10.170262,99811,9336,4160,9336,11,9336,89,9,0,1.030257000005804
3,3,,2026-07-29T17:51:11.199160,99268,9139,4021,9139,14,9139,95,9,0,1.0283856999885757
3,3,,2026-07-29T17:51:12.228798,99737,9375,4130,9375,12,9375,93,14,0,1.028997999994317
3,3,,2026-07-29T17:51:13.258330,99438,9230,4078,9230,17,9230,101,13,0,1.0291367000027094
3,3,,2026-07-29T17:51:14.288458,99191,9479,4204,9479,16,9479,126,17,0,1.0296280000184197
3,3,,2026-07-29T17:51:15.319202,99068,9241,4073,9241,8,9241,114,20,0,1.0302774000156205
3,3,,2026-07-29T17:51:16.348762,99679,9283,4101,9283,18,9283,113,10,0,1.0289576000068337
3,3,,2026-07-29T17:51:17.378552,99318,9392,4047,9392,15,9392,109,16,0,1.0294401999854017
3,3,,2026-07-29T17:51:18.407800,99011,9233,4101,9233,16,9233,120,13,0,1.028948599996511
3,3,,2026-07-29T17:51:19.439245,99293,9342,4078,9342,12,9342,115,9,0,1.0309010999917518
3,3,,2026-07-29T17:51:20.469113,99653,9367,4122,9367,18,9367,91,10,0,1.0294665999826975
3,3,,2026-07-29T17:51:21.499113,99704,9146,4139,9146,12,9146,99,10,0,1.0295436999876983
3,3,,2026-07-29T17:51:22.528325,98913,9212,3998,9212,17,9212,94,8,0,1.0288451999949757
3,3,,2026-07-29T17:51:23.557768,99164,9334,4141,9334,8,9335,105,8,0,1.0286993000190705
3,3,,2026-07-29T17:51:24.587298,99824,9404,4162,9404,12,9403,101,12,0,1.0290804999822285
3,3,,2026-07-29T17:51:25.615488,99419,9152,4096,9152,12,9152,110,9,0,1.0276379999995697
3,3,,2026-07-29T17:51:26.644622,99714,9248,4089,9248,19,9248,118,10,0,1.0287674999854062
3,3,,2026-07-29T17:51:27.673214,99720,9306,4028,9306,15,9306,106,5,0,1.0282136000168975
